round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 3.965050, 0.988027, 6.440714, 0.603700, 0.523620, 0.451516, 13.328682, 0.000000, 0.0281 Second
1, 1.712619, 0.941099, 1.132451, 0.423484, 0.322240, 0.207792, 11.120216, 0.000000, 0.0211 Second
2, 0.349069, 0.894684, 0.314376, 0.257481, 0.153509, 0.091053, 6.212777, 0.000000, 0.0218 Second
3, 0.848976, 0.852211, 0.174017, 0.219274, 0.131745, 0.073264, 7.824974, 0.000000, 0.0234 Second
4, 0.368878, 0.781441, 0.093648, 0.187684, 0.100582, 0.053276, 6.957940, 0.000000, 0.0225 Second
5, 0.619263, 0.658910, 0.047327, 0.168230, 0.100367, 0.069013, 6.822811, 0.000000, 0.0220 Second
6, 0.862898, 0.503262, 0.043602, 0.187979, 0.159466, 0.156158, 14.773177, 0.000000, 0.0302 Second
7, 0.438713, 0.543689, 0.026136, 0.141320, 0.108794, 0.095255, 7.301021, 0.000000, 0.0251 Second
8, 0.813462, 0.456193, 0.042145, 0.190667, 0.175668, 0.184318
Enlarge: 6.000000, Shrink: 9.000000, treeDepth: 6, minTreeDepth: 6
 
