round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 6.427257, 0.960911, 0.955539, 0.434621, 0.349700, 0.362356, 17.794603, 0.000000, 0.0986 Second
1, 2.470273, 0.892605, 0.213709, 0.254783, 0.173175, 0.157174, 15.065518, 0.000000, 0.0961 Second
2, 0.312525, 0.670980, 0.026676, 0.122829, 0.076232, 0.048662, 5.448597, 0.000000, 0.0866 Second
3, 1.273493, 0.488631, 0.018525, 0.130121, 0.086921, 0.079907, 9.017226, 0.000000, 0.1140 Second
4, 0.521367, 0.567714, 0.021213, 0.125977, 0.086678, 0.057259, 8.209117, 0.000000, 0.1090 Second
5, 0.744508, 0.530521, 0.017996, 0.125049, 0.087104, 0.080607, 9.505460, 0.000000, 0.1292 Second
6, 0.368268, 0.403295, 0.011441, 0.098038, 0.070896, 0.048512, 7.318584, 0.000000, 0.1220 Second
7, 0.559985, 0.439992, 0.012364, 0.109133, 0.074790, 0.066662
Enlarge: 6.000000, Shrink: 9.000000, treeDepth: 6, minTreeDepth: 6
 
