round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 6.427257, 0.960911, 0.955539, 0.434621, 0.349700, 0.362356, 17.794603, 0.000000, 0.0690 Second
1, 2.470273, 0.892605, 0.213709, 0.254783, 0.173175, 0.157174, 15.065518, 0.000000, 0.0733 Second
2, 0.312525, 0.670980, 0.026676, 0.122829, 0.076232, 0.048662, 5.448597, 0.000000, 0.0674 Second
3, 1.273493, 0.488631, 0.018525, 0.130121, 0.086921, 0.079907, 9.017226, 0.000000, 0.0861 Second
4, 0.521367, 0.567714, 0.021213, 0.125977, 0.086678, 0.057259, 8.209117, 0.000000, 0.0880 Second
5, 0.744508, 0.530521, 0.017996, 0.125049, 0.087104, 0.080607, 9.505460, 0.000000, 0.1032 Second
6, 0.368268, 0.403295, 0.011441, 0.098038, 0.070896, 0.048512, 7.318584, 0.000000, 0.1001 Second
7, 0.559985, 0.439992, 0.012364, 0.109133, 0.074790, 0.066662, 13.998125, 0.000000, 0.1141 Second
8, 0.106414, 0.261275, 0.002390, 0.046507, 0.033165, 0.015811, 3.435574, 0.000000, 0.1065 Second
9, 0.283598, 0.120657, 0.001313, 0.037366, 0.023689, 0.011670, 5.671942, 0.000000, 0.1125 Second
10, 0.073169, 0.431578, 0.004551, 0.057865, 0.024276, 0.007705, 3.380238, 0.000000, 0.1167 Second
11, 1.435837, 0.111541, 0.007242, 0.096462, 0.040964, 0.014304, 11.429796, 0.000000, 0.1239 Second
12, 0.054476, 0.384721, 0.003541, 0.052694, 0.023378, 0.008665, 2.507500, 0.000000, 0.1366 Second
13, 1.414956, 0.185314, 0.008841, 0.106464, 0.045891, 0.018230, 12.995857, 0.000000, 0.1437 Second
14, 0.055050, 0.328501, 0.003616, 0.054845, 0.026325, 0.009753, 4.461884, 0.000000, 0.1509 Second
15, 0.448994, 0.067044, 0.001709, 0.044078, 0.021253, 0.011222, 6.502938, 0.000000, 0.1533 Second
16, 0.050621, 0.526425, 0.008228, 0.072268, 0.024633, 0.008081, 3.627219, 0.000000, 0.1592 Second
17, 1.343857, 0.102350, 0.007463, 0.098437, 0.038401, 0.014961, 12.120596, 0.000000, 0.1661 Second
18, 0.047996, 0.213012, 0.001566, 0.037467, 0.020207, 0.008683, 2.270726, 0.000000, 0.1781 Second
19, 0.429261, 0.068543, 0.001313, 0.038602, 0.018261, 0.008602, 6.929457, 0.000000, 0.1769 Second
20, 0.052231, 0.264338, 0.001206, 0.032228, 0.014585, 0.006359, 2.708023, 0.000000, 0.1819 Second
21, 0.392877, 0.147183, 0.001241, 0.036872, 0.016383, 0.007189, 6.555700, 0.000000, 0.1856 Second
22, 0.048467, 0.200354, 0.000859, 0.027893, 0.013510, 0.005878, 3.234942, 0.000000, 0.1901 Second
23, 0.048820, 0.106997, 0.000202, 0.013948, 0.008619, 0.005010, 1.070921, 0.000000, 0.1944 Second
24, 0.049497, 0.034973, 0.000069, 0.008323, 0.006328, 0.004219, 1.050000, 0.000000, 0.2034 Second
25, 0.045715, 0.035256, 0.000058, 0.007645, 0.005710, 0.003781, 1.050000, 0.000000, 0.2106 Second
