map_name,max_relative_area_error,area_weighted_mean_error
switzerland_population_by_canton_2016.geojson,6.42726,0.347493
switzerland_population_by_canton_2016_0.geojson,2.47027,0.173935
switzerland_population_by_canton_2016_1.geojson,0.67098,0.0554367
switzerland_population_by_canton_2016_2.geojson,1.27349,0.0723098
switzerland_population_by_canton_2016_3.geojson,0.567714,0.0654158
switzerland_population_by_canton_2016_4.geojson,0.744508,0.0740327
switzerland_population_by_canton_2016_5.geojson,0.403295,0.0545039
switzerland_population_by_canton_2016_6.geojson,0.559985,0.0599517
switzerland_population_by_canton_2016_7.geojson,0.261275,0.0161566
switzerland_population_by_canton_2016_8.geojson,0.283598,0.0116591
switzerland_population_by_canton_2016_9.geojson,0.431578,0.00824992
switzerland_population_by_canton_2016_10.geojson,1.43584,0.0112621
switzerland_population_by_canton_2016_11.geojson,0.384721,0.00926588
switzerland_population_by_canton_2016_12.geojson,1.41496,0.0145392
switzerland_population_by_canton_2016_13.geojson,0.328501,0.0103599
switzerland_population_by_canton_2016_14.geojson,0.448994,0.010893
switzerland_population_by_canton_2016_15.geojson,0.526425,0.00896294
switzerland_population_by_canton_2016_16.geojson,1.34386,0.0117133
switzerland_population_by_canton_2016_17.geojson,0.213012,0.0090085
switzerland_population_by_canton_2016_18.geojson,0.429261,0.00827587
switzerland_population_by_canton_2016_19.geojson,0.264338,0.00657511
switzerland_population_by_canton_2016_20.geojson,0.392877,0.00695214
switzerland_population_by_canton_2016_21.geojson,0.200354,0.006039
switzerland_population_by_canton_2016_22.geojson,0.106997,0.00504772
switzerland_population_by_canton_2016_23.geojson,0.0494974,0.00423019
switzerland_population_by_canton_2016_24.geojson,0.0457146,0.00378943
switzerland_population_by_canton_2016_25.geojson,0.0453623,0.00349165
switzerland_population_by_canton_2016_26.geojson,0.0436259,0.00328593
switzerland_population_by_canton_2016_27.geojson,0.042976,0.00311577
switzerland_population_by_canton_2016_28.geojson,0.0417202,0.00297917
switzerland_population_by_canton_2016_29.geojson,0.0406372,0.00286678
switzerland_population_by_canton_2016_30.geojson,0.0396679,0.00277392
switzerland_population_by_canton_2016_31.geojson,0.0392832,0.00268529
switzerland_population_by_canton_2016_32.geojson,0.0384977,0.00261167
switzerland_population_by_canton_2016_33.geojson,0.0377573,0.00254585
switzerland_population_by_canton_2016_34.geojson,0.0370577,0.00249307
switzerland_population_by_canton_2016_35.geojson,0.0367147,0.00244048
switzerland_population_by_canton_2016_36.geojson,0.0360643,0.00239969
switzerland_population_by_canton_2016_37.geojson,0.035451,0.00236219
switzerland_population_by_canton_2016_38.geojson,0.0348681,0.00232655
switzerland_population_by_canton_2016_39.geojson,0.0343169,0.0022937
switzerland_population_by_canton_2016_40.geojson,0.0337931,0.0022653
switzerland_population_by_canton_2016_41.geojson,0.0333986,0.00223661
switzerland_population_by_canton_2016_42.geojson,0.0328238,0.00221093
switzerland_population_by_canton_2016_43.geojson,0.0322865,0.00218664
switzerland_population_by_canton_2016_44.geojson,0.0317811,0.00216321
switzerland_population_by_canton_2016_45.geojson,0.031469,0.00213924
switzerland_population_by_canton_2016_46.geojson,0.0310066,0.00211766
switzerland_population_by_canton_2016_47.geojson,0.0306253,0.00209644
switzerland_population_by_canton_2016_48.geojson,0.0302584,0.00207594
switzerland_population_by_canton_2016_49.geojson,0.0299946,0.00205483
switzerland_population_by_canton_2016_50.geojson,0.029593,0.0020365
switzerland_population_by_canton_2016_51.geojson,0.0291988,0.00201891
switzerland_population_by_canton_2016_52.geojson,0.028923,0.00200128
switzerland_population_by_canton_2016_53.geojson,0.0285254,0.00198575
switzerland_population_by_canton_2016_54.geojson,0.0281201,0.00196987
switzerland_population_by_canton_2016_55.geojson,0.0276974,0.0019548
switzerland_population_by_canton_2016_56.geojson,0.0273657,0.00193933
switzerland_population_by_canton_2016_57.geojson,0.0269229,0.00192545
switzerland_population_by_canton_2016_58.geojson,0.0264737,0.00191203
switzerland_population_by_canton_2016_59.geojson,0.0260959,0.00189809
switzerland_population_by_canton_2016_60.geojson,0.0256145,0.00188551
switzerland_population_by_canton_2016_61.geojson,0.025126,0.00187323
switzerland_population_by_canton_2016_62.geojson,0.0246889,0.00186127
switzerland_population_by_canton_2016_63.geojson,0.0242791,0.00184876
switzerland_population_by_canton_2016_64.geojson,0.023782,0.00183868
switzerland_population_by_canton_2016_65.geojson,0.0232823,0.00182811
switzerland_population_by_canton_2016_66.geojson,0.0227817,0.00181787
switzerland_population_by_canton_2016_67.geojson,0.0223628,0.00180702
switzerland_population_by_canton_2016_68.geojson,0.021864,0.00179739
switzerland_population_by_canton_2016_69.geojson,0.0219347,0.00178798
switzerland_population_by_canton_2016_70.geojson,0.0220873,0.0017789
switzerland_population_by_canton_2016_71.geojson,0.022214,0.00176917
switzerland_population_by_canton_2016_72.geojson,0.0223344,0.0017606
switzerland_population_by_canton_2016_73.geojson,0.0224509,0.00175225
switzerland_population_by_canton_2016_74.geojson,0.0225636,0.0017441
switzerland_population_by_canton_2016_75.geojson,0.0226722,0.00173632
switzerland_population_by_canton_2016_76.geojson,0.0227773,0.00172871
switzerland_population_by_canton_2016_77.geojson,0.022866,0.00172033
switzerland_population_by_canton_2016_78.geojson,0.022952,0.00171307
switzerland_population_by_canton_2016_79.geojson,0.0230821,0.00170689
switzerland_population_by_canton_2016_80.geojson,0.0232126,0.00170074
switzerland_population_by_canton_2016_81.geojson,0.0233433,0.00169466
switzerland_population_by_canton_2016_82.geojson,0.0234746,0.00168867
switzerland_population_by_canton_2016_83.geojson,0.0236049,0.00168264
switzerland_population_by_canton_2016_84.geojson,0.0237338,0.00167553
switzerland_population_by_canton_2016_85.geojson,0.0238609,0.00166936
switzerland_population_by_canton_2016_86.geojson,0.0239863,0.00166325
switzerland_population_by_canton_2016_87.geojson,0.0241089,0.00165713
switzerland_population_by_canton_2016_88.geojson,0.0242289,0.00165137
switzerland_population_by_canton_2016_89.geojson,0.024346,0.00164622
switzerland_population_by_canton_2016_90.geojson,0.024464,0.00164115
switzerland_population_by_canton_2016_91.geojson,0.0245783,0.00163608
switzerland_population_by_canton_2016_92.geojson,0.024688,0.00163101
switzerland_population_by_canton_2016_93.geojson,0.0247929,0.00162448
switzerland_population_by_canton_2016_94.geojson,0.0248923,0.00161948
switzerland_population_by_canton_2016_95.geojson,0.0249864,0.00161432
switzerland_population_by_canton_2016_96.geojson,0.0250739,0.00160912
switzerland_population_by_canton_2016_97.geojson,0.0251543,0.00160396
switzerland_population_by_canton_2016_98.geojson,0.0252279,0.00159887
switzerland_population_by_canton_2016_99.geojson,0.025294,0.00159397
