round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 72.229584, 0.990847, 2.417328, 0.514328, 0.436177, 0.486286, 17.374905, 0.000000, 0.0737 Second
1, 26.124669, 0.937257, 0.264241, 0.321862, 0.252700, 0.235184, 15.096968, 0.000000, 0.0840 Second
2, 8.469315, 0.928759, 0.169858, 0.198621, 0.110216, 0.073135, 14.950075, 0.000000, 0.0680 Second
3, 3.763200, 0.908615, 0.113225, 0.157493, 0.065331, 0.029068, 15.203763, 0.000000, 0.0641 Second
4, 2.757866, 0.886584, 0.082252, 0.143439, 0.054787, 0.022659, 12.782801, 0.000000, 0.0692 Second
5, 2.268057, 0.856523, 0.057935, 0.133401, 0.050860, 0.021105, 9.847514, 0.000000, 0.0905 Second
6, 2.007531, 0.817653, 0.039941, 0.124166, 0.047976, 0.021445, 17.611813, 0.000000, 0.0852 Second
7, 1.803675, 0.794949, 0.032913, 0.118508, 0.046897, 0.021581, 19.164783, 0.000000, 0.0962 Second
8, 1.706770, 0.769192, 0.027047, 0.113636, 0.046149, 0.022088, 13.587818, 0.000000, 0.0929 Second
9, 1.527407, 0.726365, 0.020104, 0.105666, 0.044708, 0.022668, 11.763508, 0.000000, 0.0932 Second
10, 1.371194, 0.670418, 0.014280, 0.096491, 0.042387, 0.022255, 10.072065, 0.000000, 0.0925 Second
11, 1.159620, 0.578188, 0.008776, 0.083396, 0.039535, 0.021393, 3.803469, 0.000000, 0.0945 Second
12, 0.704926, 0.264381, 0.002339, 0.050051, 0.028928, 0.017624, 9.102122, 0.000000, 0.1125 Second
13, 0.674102, 0.185512, 0.001910, 0.046006, 0.027065, 0.015947, 5.815683, 0.000000, 0.0990 Second
14, 0.588555, 0.161127, 0.001551, 0.041321, 0.024637, 0.014372, 3.196056, 0.000000, 0.1447 Second
15, 0.551075, 0.091712, 0.001399, 0.039419, 0.023725, 0.014339, 6.218684, 0.000000, 0.1201 Second
16, 0.534919, 0.088620, 0.001154, 0.035946, 0.020551, 0.011405, 3.716407, 0.000000, 0.1454 Second
17, 0.519146, 0.085782, 0.001052, 0.034366, 0.018394, 0.009923, 6.874423, 0.000000, 0.1405 Second
18, 0.523421, 0.085839, 0.001035, 0.034144, 0.017998, 0.009366, 2.732307, 0.000000, 0.1504 Second
19, 0.536957, 0.083350, 0.001020, 0.034050, 0.017290, 0.008797, 1.050000, 0.000000, 0.1460 Second
20, 0.519911, 0.071585, 0.000925, 0.032503, 0.015661, 0.007983, 5.771621, 0.000000, 0.1443 Second
21, 0.516553, 0.068237, 0.000906, 0.032185, 0.015341, 0.007866, 3.454759, 0.000000, 0.1429 Second
22, 0.506609, 0.081375, 0.000879, 0.031666, 0.015000, 0.007689, 6.546499, 0.000000, 0.1345 Second
23, 0.472027, 0.084035, 0.000809, 0.030226, 0.014656, 0.007568, 1.050000, 0.000000, 0.1659 Second
24, 0.444661, 0.098828, 0.000749, 0.028980, 0.014011, 0.007143, 3.877005, 0.000000, 0.1493 Second
25, 0.419199, 0.089807, 0.000691, 0.027748, 0.013747, 0.007040, 1.050000, 0.000000, 0.1281 Second
26, 0.411196, 0.061778, 0.000651, 0.026984, 0.013285, 0.006742, 1.179594, 0.000000, 0.1740 Second
27, 0.394595, 0.077890, 0.000627, 0.026385, 0.013063, 0.006508, 2.051789, 0.000000, 0.2154 Second
28, 0.387896, 0.088903, 0.000623, 0.026250, 0.012972, 0.006364, 2.546980, 0.000000, 0.2471 Second
29, 0.382377, 0.090073, 0.000617, 0.026086, 0.012889, 0.006266, 1.166350, 0.000000, 0.1933 Second
30, 0.373114, 0.095648, 0.000612, 0.025885, 0.012725, 0.006050, 2.309065, 0.000000, 0.1779 Second
31, 0.368348, 0.096400, 0.000606, 0.025737, 0.012680, 0.005988, 2.987487, 0.000000, 0.1780 Second
32, 0.373533, 0.096061, 0.000615, 0.025954, 0.012682, 0.005952, 1.080633, 0.000000, 0.1841 Second
33, 0.358857, 0.092468, 0.000583, 0.025213, 0.012404, 0.005805, 6.825562, 0.000000, 0.1771 Second
34, 0.354521, 0.087834, 0.000567, 0.024878, 0.012254, 0.005767, 5.357209, 0.000000, 0.1824 Second
35, 0.349016, 0.082994, 0.000549, 0.024475, 0.012076, 0.005719, 5.405122, 0.000000, 0.1878 Second
36, 0.344888, 0.079073, 0.000534, 0.024150, 0.011917, 0.005674, 2.477496, 0.000000, 0.1942 Second
37, 0.332226, 0.071909, 0.000499, 0.023320, 0.011570, 0.005574, 1.107438, 0.000000, 0.1595 Second
38, 0.330472, 0.062260, 0.000475, 0.022798, 0.011090, 0.005397, 1.050000, 0.000000, 0.1635 Second
39, 0.328660, 0.059533, 0.000459, 0.022447, 0.010734, 0.005239, 1.050000, 0.000000, 0.1657 Second
40, 0.327019, 0.058760, 0.000448, 0.022188, 0.010453, 0.005106, 1.050000, 0.000000, 0.1641 Second
41, 0.325520, 0.059160, 0.000440, 0.022008, 0.010224, 0.004980, 1.050000, 0.000000, 0.1714 Second
42, 0.323958, 0.060610, 0.000434, 0.021848, 0.010004, 0.004864, 1.050000, 0.000000, 0.1752 Second
43, 0.322460, 0.061842, 0.000427, 0.021694, 0.009831, 0.004779, 1.050000, 0.000000, 0.1750 Second
