round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 155.717094, 0.998849, 9.042878, 0.569956, 0.489939, 0.530817, 24.150747, 0.000000, 0.2476 Second
1, 130.573791, 0.997686, 5.515367, 0.503823, 0.410174, 0.322243, 19.484536, 0.000000, 0.2653 Second
2, 86.434608, 0.997924, 5.778251, 0.468202, 0.364543, 0.159478, 14.091225, 0.000000, 0.2596 Second
3, 69.355693, 0.997446, 5.375896, 0.444228, 0.333756, 0.092678, 11.242890, 0.000000, 0.2619 Second
4, 54.563575, 0.997214, 5.172566, 0.424612, 0.306092, 0.067641, 9.227326, 0.000000, 0.2786 Second
5, 44.797955, 0.997203, 4.833365, 0.409035, 0.287040, 0.056876, 9.103799, 0.000000, 0.2677 Second
6, 38.908972, 0.997114, 4.448307, 0.400501, 0.276032, 0.050160, 9.282753, 0.000000, 0.2952 Second
7, 33.583098, 0.996993, 3.993016, 0.394236, 0.268009, 0.046024, 8.904404, 0.000000, 0.3029 Second
8, 30.920483, 0.996834, 3.545664, 0.388149, 0.260440, 0.041995, 6.217490, 0.000000, 0.3250 Second
9, 28.782149, 0.996585, 3.000071, 0.380899, 0.251544, 0.038276, 7.122230, 0.000000, 0.3095 Second
10, 27.286729, 0.996370, 2.829010, 0.377530, 0.245974, 0.035220, 7.924589, 0.000000, 0.3202 Second
11, 26.194018, 0.996190, 2.615099, 0.373475, 0.241285, 0.033408, 5.680796, 0.000000, 0.3352 Second
12, 23.570653, 0.995920, 2.399028, 0.368493, 0.235306, 0.031106, 5.057206, 0.000000, 0.3541 Second
13, 21.976568, 0.995573, 2.220606, 0.362743, 0.229307, 0.029299, 6.371393, 0.000000, 0.3671 Second
14, 20.813201, 0.995247, 2.104952, 0.358754, 0.224825, 0.027840, 5.066687, 0.000000, 0.3762 Second
15, 20.171785, 0.994788, 1.968095, 0.354856, 0.220346, 0.026478, 4.229101, 0.000000, 0.3722 Second
16, 19.724846, 0.994313, 1.816326, 0.350506, 0.216943, 0.025449, 4.690951, 0.000000, 0.3736 Second
17, 19.369693, 0.993674, 1.673552, 0.346411, 0.212397, 0.024431, 4.107930, 0.000000, 0.3848 Second
18, 18.846085, 0.992804, 1.530966, 0.343352, 0.210597, 0.023989, 6.207201, 0.000000, 0.4194 Second
19, 18.602135, 0.992040, 1.438302, 0.339541, 0.205808, 0.022717, 2.005164, 0.000000, 0.4357 Second
20, 17.843078, 0.988897, 1.207666, 0.336012, 0.207215, 0.028599, 4.269253, 0.000000, 0.4546 Second
21, 17.279557, 0.986555, 1.100504, 0.330628, 0.198874, 0.025790, 2.428442, 0.000000, 0.4414 Second
22, 16.199349, 0.983700, 0.991034, 0.330227, 0.206710, 0.043866, 9.205587, 0.000000, 0.4749 Second
23, 15.808030, 0.983385, 0.948045, 0.322063, 0.195746, 0.034190, 8.491455, 0.000000, 0.4554 Second
24, 15.377292, 0.983028, 0.912643, 0.319811, 0.192367, 0.030406, 3.837698, 0.000000, 0.4679 Second
25, 14.064158, 0.982133, 0.840133, 0.314668, 0.186978, 0.028434, 4.430691, 0.000000, 0.4850 Second
26, 13.782948, 0.981134, 0.782923, 0.311083, 0.183906, 0.027215, 3.731286, 0.000000, 0.4775 Second
27, 13.319960, 0.979499, 0.721462, 0.306623, 0.180074, 0.025738, 9.248635, 0.000000, 0.4803 Second
28, 13.062947, 0.978722, 0.698510, 0.305073, 0.179060, 0.025349, 6.543159, 0.000000, 0.4689 Second
29, 12.526064, 0.977543, 0.669004, 0.302955, 0.177723, 0.025008, 5.671927, 0.000000, 0.5197 Second
30, 12.266703, 0.976585, 0.638610, 0.300428, 0.175910, 0.024701, 4.299788, 0.000000, 0.5039 Second
31, 11.681383, 0.976299, 0.602689, 0.296438, 0.173362, 0.024482, 5.632140, 0.000000, 0.5514 Second
32, 11.646649, 0.976027, 0.577670, 0.293138, 0.171076, 0.024314, 2.855351, 0.000000, 0.5545 Second
33, 11.494481, 0.975490, 0.544962, 0.288857, 0.167530, 0.023025, 3.221196, 0.000000, 0.4925 Second
34, 10.234066, 0.975002, 0.514981, 0.285227, 0.165235, 0.022935, 5.484867, 0.000000, 0.5136 Second
35, 9.664132, 0.974754, 0.501465, 0.283359, 0.163139, 0.022503, 4.264786, 0.000000, 0.5820 Second
36, 9.446833, 0.974430, 0.485428, 0.281250, 0.161678, 0.022046, 4.485793, 0.000000, 0.5236 Second
37, 9.298297, 0.974131, 0.471702, 0.279527, 0.160363, 0.021945, 5.272861, 0.000000, 0.5517 Second
38, 9.382310, 0.973879, 0.460277, 0.278117, 0.159494, 0.021856, 4.794330, 0.000000, 0.5439 Second
39, 9.342259, 0.973617, 0.448804, 0.276947, 0.158769, 0.021535, 5.463666, 0.000000, 0.5602 Second
40, 9.306635, 0.973400, 0.439279, 0.275746, 0.157664, 0.021243, 2.348048, 0.000000, 0.5522 Second
