round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 41.264170, 0.997915, 1.355455, 0.474315, 0.403543, 0.541399, 20.707420, 0.000000, 0.9410 Second
1, 27.494765, 0.989893, 0.397544, 0.412390, 0.357905, 0.418089, 15.757221, 0.000000, 0.8780 Second
2, 18.259723, 0.975344, 0.197858, 0.339161, 0.286947, 0.306846, 20.743199, 0.000000, 0.8693 Second
3, 15.881548, 0.980345, 0.169249, 0.292501, 0.237907, 0.243859, 17.447937, 0.000000, 0.9088 Second
4, 10.586788, 0.987375, 0.176288, 0.258044, 0.202720, 0.191094, 17.364004, 0.000000, 0.9493 Second
5, 8.278604, 0.985624, 0.167264, 0.245284, 0.190728, 0.159819, 11.652339, 0.000000, 0.9505 Second
6, 6.298898, 0.988990, 0.168913, 0.239315, 0.185543, 0.146767, 14.099930, 0.000000, 0.9892 Second
7, 7.588127, 0.989302, 0.162292, 0.234080, 0.181591, 0.140795, 14.479522, 0.000000, 1.0128 Second
8, 8.159198, 0.989285, 0.155504, 0.231530, 0.179436, 0.138690, 13.520852, 0.000000, 1.0924 Second
9, 8.433343, 0.989614, 0.151779, 0.228494, 0.176288, 0.134473, 13.143982, 0.000000, 1.1090 Second
10, 6.916418, 0.991092, 0.152135, 0.226248, 0.174173, 0.131922, 13.269092, 0.000000, 1.1394 Second
11, 6.317300, 0.991519, 0.153168, 0.224153, 0.172583
Enlarge: 6.000000, Shrink: 9.000000, treeDepth: 6, minTreeDepth: 6

