round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 100.404556, 0.993373, 2.971638, 0.469285, 0.380145, 0.413875, 16.814673, 0.000000, 0.1136 Second
1, 70.534285, 0.993592, 1.587575, 0.380549, 0.284317, 0.245356, 16.826693, 0.000000, 0.1091 Second
2, 56.249583, 0.995501, 1.629109, 0.350666, 0.258710, 0.194191, 15.581456, 0.000000, 0.1143 Second
3, 45.490252, 0.996260, 1.741693, 0.335338, 0.247576, 0.176522, 13.366169, 0.000000, 0.1254 Second
4, 36.783748, 0.996816, 1.822870, 0.319785, 0.232866, 0.159592, 16.243800, 0.000000, 0.1328 Second
5, 32.280506, 0.996911, 1.789380, 0.309201, 0.223650, 0.151087, 17.197216, 0.000000, 0.1457 Second
6, 29.327292, 0.997039, 1.812909, 0.299938, 0.214481, 0.145096, 10.798887, 0.000000, 0.1526 Second
7, 23.551992, 0.997013, 1.800440, 0.289990, 0.203638, 0.133373, 15.014823, 0.000000, 0.1581 Second
8, 20.891073, 0.996989, 1.787689, 0.282821, 0.197588, 0.128652, 12.399158, 0.000000, 0.1677 Second
9, 18.239555, 0.996812, 1.702268, 0.279247, 0.193801, 0.121427, 16.168606, 0.000000, 0.1801 Second
10, 16.501491, 0.996428, 1.555607, 0.274652, 0.188188, 0.117748, 15.143188, 0.000000, 0.1741 Second
11, 14.944787, 0.995886, 1.407872, 0.272273, 0.185881, 0.115050, 10.200483, 0.000000, 0.1879 Second
12, 12.832954, 0.994767, 1.230828, 0.267150, 0.180814, 0.113895, 10.426602, 0.000000, 0.1978 Second
13, 10.176826, 0.994540, 1.151051, 0.264991, 0.179530, 0.112279, 9.307802, 0.000000, 0.2089 Second
14, 8.040302, 0.994751, 1.202100, 0.262071, 0.178270, 0.114766, 16.568864, 0.000000, 0.2128 Second
15, 7.336519, 0.994006, 1.067538, 0.256841, 0.170731, 0.104641, 11.013857, 0.000000, 0.2343 Second
16, 6.210514, 0.992486, 0.948353, 0.252065, 0.166449, 0.105181, 12.181534, 0.000000, 0.2435 Second
17, 5.337928, 0.992814, 0.941688, 0.252180, 0.165960, 0.102844, 15.602679, 0.000000, 0.2730 Second
18, 4.770963, 0.992915, 0.964138, 0.248099, 0.162347, 0.101223, 10.029155, 0.000000, 0.2863 Second
19, 4.132313, 0.991773, 0.886881, 0.248979, 0.162811, 0.105214, 14.645571, 0.000000, 0.2857 Second
20, 3.773482, 0.990270, 0.842071, 0.244514, 0.159041, 0.099618, 14.319735, 0.000000, 0.3278 Second
21, 3.348093, 0.990352, 0.817690, 0.241422, 0.154012, 0.096826, 14.532588, 0.000000, 0.3456 Second
22, 2.920452, 0.990562, 0.803312, 0.238590, 0.152396, 0.096422, 21.687407, 0.000000, 0.3591 Second
23, 2.678285, 0.989978, 0.767942, 0.238613, 0.152807, 0.096644, 11.634901, 0.000000, 0.3651 Second
24, 2.255918, 0.988929, 0.721664, 0.236476, 0.152714, 0.098258, 9.920684, 0.000000, 0.4186 Second
25, 1.919219, 0.988298, 0.704692, 0.239310, 0.155653, 0.101901, 10.978281, 0.000000, 0.4379 Second
26, 1.689215, 0.989397, 0.703709, 0.234073, 0.151338, 0.102115, 16.609590, 0.000000, 0.4967 Second
27, 1.716561, 0.989920, 0.719308, 0.231739, 0.149260, 0.097994, 17.774423, 0.000000, 0.4993 Second
28, 2.617867, 0.988461, 0.685962, 0.231044, 0.146717, 0.099186, 21.691922, 0.000000, 0.5511 Second
29, 2.658106, 0.990406, 0.723948, 0.229081, 0.145959, 0.097037, 15.946498, 0.000000, 0.5388 Second
30, 2.058256, 0.991286, 0.750176, 0.227940, 0.145094, 0.097875, 14.285461, 0.000000, 0.5880 Second
31, 2.320512, 0.991725, 0.755589, 0.227019, 0.144146, 0.096998, 16.708260, 0.000000, 0.6140 Second
32, 1.703959, 0.990617, 0.693387, 0.224778, 0.142333, 0.095989, 17.441319, 0.000000, 0.6318 Second
33, 1.765092, 0.989646, 0.666308, 0.223578, 0.140936, 0.095557, 15.048076, 0.000000, 0.6385 Second
34, 1.865653, 0.988164, 0.629168, 0.222457, 0.140944, 0.095628, 13.786655, 0.000000, 0.6873 Second
35, 1.968355, 0.987098, 0.621199, 0.221511, 0.140323, 0.096176, 13.960131, 0.000000, 0.6984 Second
36, 2.071839, 0.986500, 0.616566, 0.221335, 0.141095, 0.096551, 14.532941, 0.000000, 0.7503 Second
37, 2.054127, 0.986512, 0.624174, 0.220983, 0.141162, 0.097361, 18.344188, 0.000000, 0.8067 Second
38, 2.108199, 0.986251, 0.598061, 0.219954, 0.140655, 0.097013, 14.914098, 0.000000, 0.8197 Second
39, 2.118798, 0.986045, 0.604551, 0.219945, 0.141330, 0.098258, 15.736982, 0.000000, 0.8717 Second
40, 2.174993, 0.984928, 0.571113, 0.219247, 0.141537, 0.099304, 13.967439, 0.000000, 0.8714 Second
41, 2.223042, 0.984941, 0.585447, 0.218633, 0.141521, 0.100181, 27.132447, 0.000000, 0.9300 Second
42, 2.200264, 0.985013, 0.579070, 0.217754, 0.140954, 0.099792, 17.097255, 0.000000, 0.9930 Second
43, 2.186857, 0.986222, 0.597218, 0.217503, 0.141567, 0.100005, 13.446210, 0.000000, 1.0446 Second
44, 2.177088, 0.986163, 0.599068, 0.216792, 0.141958, 0.100096, 11.870477, 0.000000, 1.1167 Second
45, 2.046169, 0.986120, 0.599027, 0.215605, 0.141538, 0.099849, 23.483855, 0.000000, 1.2932 Second
46, 2.005665, 0.987638, 0.602845, 0.214521, 0.140738, 0.099306, 14.175280, 0.000000, 1.2289 Second
47, 1.987722, 0.987941, 0.595913, 0.213959, 0.140305, 0.099464, 18.031865, 0.000000, 1.3430 Second
48, 2.044592, 0.987646, 0.575619, 0.213148, 0.139226, 0.098805, 21.298452, 0.000000, 1.4982 Second
49, 2.076373, 0.987324, 0.561085, 0.212962, 0.138795, 0.098522, 17.950938, 0.000000, 1.5412 Second
50, 2.126229, 0.986888, 0.544596, 0.212955, 0.139027, 0.099446, 16.163066, 0.000000, 1.6326 Second
51, 2.094149, 0.986527, 0.532120, 0.213146, 0.138860, 0.098840, 15.103653, 0.000000, 2.0482 Second
52, 2.120784, 0.986307, 0.526883, 0.213290, 0.139260, 0.099921, 22.628314, 0.000000, 1.9973 Second
53, 2.078277, 0.986091, 0.520113, 0.213348, 0.139116, 0.099939, 18.715311, 0.000000, 1.9882 Second
54, 2.057586, 0.986047, 0.512005, 0.213590, 0.139303, 0.100564, 20.264206, 0.000000, 2.1348 Second
