round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 0.750200, 0.125033, 0.032181, 0.198565, 0.169733, 0.118215, 5.035211, 0.000000, 0.0119 Second
1, 0.111632, 0.669793, 0.275299, 0.358003, 0.278195, 0.074124, 2.540027, 0.000000, 0.0076 Second
2, 2.375857, 0.395976, 0.144943, 0.421742, 0.394905, 0.389655, 2.942792, 0.000000, 0.0125 Second
3, 0.715673, 0.119279, 0.030127, 0.191667, 0.163478, 0.112469, 6.677062, 0.000000, 0.0114 Second
4, 0.050071, 0.300423, 0.019419, 0.126178, 0.100594, 0.039649, 4.390905, 0.000000, 0.0117 Second
5, 1.527739, 0.254623, 0.081355, 0.323131, 0.289475, 0.249587, 5.090233, 0.000000, 0.0154 Second
6, 0.140627, 0.023438, 0.002098, 0.047204, 0.038776, 0.020630, 2.567481, 0.000000, 0.0183 Second
7, 0.075817, 0.454904, 0.063461, 0.209780, 0.165471, 0.056606, 5.386051, 0.000000, 0.0214 Second
8, 1.276444, 0.212741, 0.064928, 0.288047, 0.254307, 0.207016, 7.202646, 0.000000, 0.0243 Second
9, 0.047476, 0.007913, 0.000271, 0.016635, 0.013580, 0.006847, 1.132413, 0.000000, 0.0251 Second
10, 0.010736, 0.064418, 0.000587, 0.023834, 0.019310, 0.009074, 1.680905, 0.000000, 0.0271 Second
11, 0.070062, 0.011677, 0.000572, 0.024290, 0.019859, 0.010149, 1.210469, 0.000000, 0.0294 Second
12, 0.030915, 0.185488, 0.005949, 0.073081, 0.058723, 0.025346, 3.793890, 0.000000, 0.0324 Second
13, 0.505049, 0.084175, 0.018099, 0.145907, 0.122774, 0.077838, 7.175902, 0.000000, 0.0370 Second
14, 0.064807, 0.388841, 0.039441, 0.172092, 0.136364, 0.049717, 6.404430, 0.000000, 0.0382 Second
15, 0.688000, 0.114667, 0.028493, 0.186025, 0.158386, 0.107875, 7.778944, 0.000000, 0.0430 Second
16, 0.051874, 0.311246, 0.021313, 0.131544, 0.104793, 0.040928, 5.829066, 0.000000, 0.0421 Second
17, 0.698847, 0.116475, 0.029132, 0.188249, 0.160391, 0.109674, 8.111899, 0.000000, 0.0468 Second
18, 0.034832, 0.208994, 0.007878, 0.083396, 0.066904, 0.028370, 4.768088, 0.000000, 0.0496 Second
19, 0.521619, 0.086937, 0.019004, 0.149759, 0.126151, 0.080531, 9.277283, 0.000000, 0.0543 Second
20, 0.036401, 0.218407, 0.008754, 0.087602, 0.070233, 0.029567, 5.550135, 0.000000, 0.0519 Second
21, 0.437769, 0.072962, 0.014527, 0.129772, 0.108720, 0.066970, 8.331614, 0.000000, 0.0561 Second
22, 0.045242, 0.271451, 0.014959, 0.112140, 0.089580, 0.036163, 6.452522, 0.000000, 0.0562 Second
