round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 80.531543, 0.996114, 10.829350, 0.770899, 0.737822, 0.808028, 21.394561, 0.000000, 0.0797 Second
1, 37.451137, 0.977848, 1.157247, 0.467914, 0.389241, 0.436737, 22.769515, 0.000000, 0.1347 Second
2, 15.166583, 0.942408, 0.277249, 0.280156, 0.187252, 0.198552, 15.737936, 0.000000, 0.1638 Second
3, 3.296762, 0.826333, 0.058542, 0.176850, 0.102871, 0.093801, 18.824985, 0.000000, 0.1942 Second
4, 0.365909, 0.647466, 0.015337, 0.102101, 0.071069, 0.072951, 10.530621, 0.000000, 0.2062 Second
5, 0.283286, 0.347777, 0.004895, 0.067577, 0.054840, 0.048087, 5.641427, 0.000000, 0.2190 Second
6, 0.240914, 0.302338, 0.003451, 0.057120, 0.043445, 0.044672, 5.965692, 0.000000, 0.2191 Second
7, 0.428961, 0.397570, 0.004906, 0.067385, 0.045180, 0.053705, 9.464628, 0.000000, 0.2374 Second
8, 0.333941, 0.310230, 0.003514, 0.057029, 0.040527, 0.046583, 7.376352, 0.000000, 0.2512 Second
9, 0.355243, 0.455844, 0.005741, 0.069595, 0.045550, 0.055189, 7.732824, 0.000000, 0.2757 Second
10, 0.660371, 0.517093, 0.011067, 0.094840, 0.057800, 0.071135, 11.992095, 0.000000, 0.2995 Second
11, 0.341615, 0.289809, 0.002939, 0.052579, 0.036453, 0.039607, 5.960584, 0.000000, 0.2996 Second
12, 0.354323, 0.571511, 0.008701, 0.078057, 0.044046, 0.043242, 7.064048, 0.000000, 0.3284 Second
13, 0.966994, 0.437298, 0.006859, 0.081328, 0.047814, 0.048839, 8.899240, 0.000000, 0.3359 Second
14, 0.497508, 0.527894, 0.010920, 0.090723, 0.050908, 0.045738, 8.145525, 0.000000, 0.3650 Second
15, 0.813946, 0.468888, 0.007640, 0.085139, 0.053325, 0.053948, 10.696769, 0.000000, 0.3733 Second
16, 0.298399, 0.503185, 0.006759, 0.071803, 0.042908, 0.036832, 5.935917, 0.000000, 0.3948 Second
17, 1.004479, 0.373117, 0.008620, 0.093958, 0.052818, 0.052832, 11.099630, 0.000000, 0.4152 Second
18, 0.282849, 0.526224, 0.010623, 0.088744, 0.050387, 0.039971, 7.954051, 0.000000, 0.4278 Second
19, 0.632720, 0.354105, 0.005741, 0.075678, 0.048372, 0.045016, 9.238473, 0.000000, 0.4532 Second
20, 0.234075, 0.484473, 0.007815, 0.076073, 0.037702, 0.032261, 5.290523, 0.000000, 0.4600 Second
21, 1.186908, 0.541147, 0.014093, 0.116869, 0.070240, 0.073319, 15.281474, 0.000000, 0.5057 Second
22, 0.255382, 0.291016, 0.004814, 0.065840, 0.047561, 0.038592, 6.347774, 0.000000, 0.4864 Second
23, 0.172286, 0.417021, 0.004582, 0.061810, 0.039605, 0.037173, 5.847212, 0.000000, 0.5152 Second
24, 0.716250, 0.337295, 0.004740, 0.068460, 0.045432, 0.053840, 10.064107, 0.000000, 0.5400 Second
25, 0.220053, 0.277059, 0.002123, 0.044083, 0.029183, 0.031779, 6.530133, 0.000000, 0.5342 Second
26, 0.145380, 0.417864, 0.002996, 0.049477, 0.030910, 0.038304, 4.252695, 0.000000, 0.5664 Second
27, 1.408059, 0.315468, 0.013482, 0.116028, 0.102178, 0.163207, 12.291163, 0.000000, 0.6400 Second
28, 0.171876, 0.449468, 0.005572, 0.066945, 0.043314, 0.045120, 8.253690, 0.000000, 0.5989 Second
29, 0.188817, 0.255643, 0.002311, 0.047410, 0.039334, 0.046133, 7.613398, 0.000000, 0.6231 Second
30, 0.308237, 0.364681, 0.002853, 0.050236, 0.033350, 0.040845, 6.854948, 0.000000, 0.6221 Second
31, 0.137272, 0.509847, 0.005964, 0.067177, 0.045791, 0.052855, 7.206516, 0.000000, 0.6510 Second
32, 0.878020, 0.346733, 0.008870, 0.094421, 0.067808, 0.114324, 14.089904, 0.000000, 0.7188 Second
33, 0.113211, 0.256352, 0.002345, 0.046607, 0.036233, 0.034168, 4.969895, 0.000000, 0.6934 Second
34, 0.224776, 0.189610, 0.001865, 0.043239, 0.035530, 0.040394, 6.819054, 0.000000, 0.7258 Second
35, 0.189210, 0.329487, 0.002697, 0.048426, 0.031352, 0.033122, 6.578463, 0.000000, 0.7293 Second
36, 0.228812, 0.413726, 0.002965, 0.049825, 0.032218, 0.038314, 7.951865, 0.000000, 0.7466 Second
37, 0.528067, 0.213531, 0.003130, 0.056280, 0.035513, 0.060275, 10.443261, 0.000000, 0.7975 Second
38, 0.115998, 0.335537, 0.003023, 0.052134, 0.039423, 0.038902, 5.133428, 0.000000, 0.8199 Second
39, 0.428865, 0.423346, 0.004565, 0.063061, 0.039390, 0.040901, 8.597144, 0.000000, 0.8424 Second
40, 0.389272, 0.290995, 0.002677, 0.050136, 0.033138, 0.034449, 8.893907, 0.000000, 0.8585 Second
41, 0.134400, 0.364330, 0.002125, 0.042538, 0.027373, 0.024813, 6.309523, 0.000000, 0.8724 Second
