map_name,max_relative_area_error,area_weighted_mean_error
france_population_by_metropolitan_region_2008.geojson,0.962748,0.268327
france_population_by_metropolitan_region_2008_0.geojson,0.699499,0.16924
france_population_by_metropolitan_region_2008_1.geojson,0.429035,0.0856722
france_population_by_metropolitan_region_2008_2.geojson,0.478437,0.0612422
france_population_by_metropolitan_region_2008_3.geojson,0.431111,0.0779906
france_population_by_metropolitan_region_2008_4.geojson,0.390718,0.0628904
france_population_by_metropolitan_region_2008_5.geojson,0.366545,0.0722767
france_population_by_metropolitan_region_2008_6.geojson,0.612243,0.103814
france_population_by_metropolitan_region_2008_7.geojson,0.344408,0.0675702
france_population_by_metropolitan_region_2008_8.geojson,0.558462,0.0751276
france_population_by_metropolitan_region_2008_9.geojson,0.578828,0.112459
france_population_by_metropolitan_region_2008_10.geojson,0.97001,0.137177
france_population_by_metropolitan_region_2008_11.geojson,0.354772,0.0568109
france_population_by_metropolitan_region_2008_12.geojson,0.725493,0.0694482
france_population_by_metropolitan_region_2008_13.geojson,0.470901,0.0540732
france_population_by_metropolitan_region_2008_14.geojson,0.536626,0.0562197
france_population_by_metropolitan_region_2008_15.geojson,0.54026,0.0557509
france_population_by_metropolitan_region_2008_16.geojson,0.523685,0.0561369
france_population_by_metropolitan_region_2008_17.geojson,0.457768,0.0487694
france_population_by_metropolitan_region_2008_18.geojson,0.381323,0.0424322
france_population_by_metropolitan_region_2008_19.geojson,0.447387,0.0475626
france_population_by_metropolitan_region_2008_20.geojson,0.384821,0.044066
france_population_by_metropolitan_region_2008_21.geojson,0.386666,0.0404331
france_population_by_metropolitan_region_2008_22.geojson,0.35001,0.0319941
france_population_by_metropolitan_region_2008_23.geojson,0.61845,0.0363926
france_population_by_metropolitan_region_2008_24.geojson,0.403885,0.0252699
france_population_by_metropolitan_region_2008_25.geojson,0.380766,0.0285423
france_population_by_metropolitan_region_2008_26.geojson,0.889398,0.0439932
france_population_by_metropolitan_region_2008_27.geojson,0.37956,0.0478624
france_population_by_metropolitan_region_2008_28.geojson,1.33999,0.0717342
france_population_by_metropolitan_region_2008_29.geojson,0.317203,0.0741999
france_population_by_metropolitan_region_2008_30.geojson,0.475802,0.108811
france_population_by_metropolitan_region_2008_31.geojson,0.30829,0.0507197
france_population_by_metropolitan_region_2008_32.geojson,0.637132,0.0561858
france_population_by_metropolitan_region_2008_33.geojson,0.402179,0.0578235
france_population_by_metropolitan_region_2008_34.geojson,0.949841,0.0855835
france_population_by_metropolitan_region_2008_35.geojson,0.441273,0.0649678
france_population_by_metropolitan_region_2008_36.geojson,0.605824,0.0825616
france_population_by_metropolitan_region_2008_37.geojson,0.378889,0.0435975
france_population_by_metropolitan_region_2008_38.geojson,0.429126,0.0434061
france_population_by_metropolitan_region_2008_39.geojson,0.807624,0.0625064
france_population_by_metropolitan_region_2008_40.geojson,0.474851,0.0692003
france_population_by_metropolitan_region_2008_41.geojson,1.36478,0.142688
france_population_by_metropolitan_region_2008_42.geojson,0.538365,0.0905564
france_population_by_metropolitan_region_2008_43.geojson,0.19398,0.0413955
france_population_by_metropolitan_region_2008_44.geojson,0.453858,0.0884113
france_population_by_metropolitan_region_2008_45.geojson,0.551583,0.08522
france_population_by_metropolitan_region_2008_46.geojson,0.13902,0.0373284
france_population_by_metropolitan_region_2008_47.geojson,0.370954,0.0830003
france_population_by_metropolitan_region_2008_48.geojson,0.752292,0.13822
france_population_by_metropolitan_region_2008_49.geojson,0.276361,0.0531896
france_population_by_metropolitan_region_2008_50.geojson,0.274313,0.0518842
france_population_by_metropolitan_region_2008_51.geojson,0.39474,0.0692331
france_population_by_metropolitan_region_2008_52.geojson,0.478649,0.0976817
france_population_by_metropolitan_region_2008_53.geojson,0.57454,0.101374
france_population_by_metropolitan_region_2008_54.geojson,0.376899,0.076247
france_population_by_metropolitan_region_2008_55.geojson,0.420069,0.0941815
france_population_by_metropolitan_region_2008_56.geojson,0.546211,0.102046
france_population_by_metropolitan_region_2008_57.geojson,0.546754,0.10158
france_population_by_metropolitan_region_2008_58.geojson,0.26393,0.06043
france_population_by_metropolitan_region_2008_59.geojson,0.239624,0.045957
france_population_by_metropolitan_region_2008_60.geojson,0.248882,0.0390604
france_population_by_metropolitan_region_2008_61.geojson,1.08549,0.117876
france_population_by_metropolitan_region_2008_62.geojson,0.269548,0.0368599
france_population_by_metropolitan_region_2008_63.geojson,0.230302,0.0400697
france_population_by_metropolitan_region_2008_64.geojson,0.140113,0.0214047
france_population_by_metropolitan_region_2008_65.geojson,0.0994776,0.0171266
france_population_by_metropolitan_region_2008_66.geojson,0.113294,0.0142022
france_population_by_metropolitan_region_2008_67.geojson,0.163922,0.0160875
france_population_by_metropolitan_region_2008_68.geojson,0.26652,0.0250295
france_population_by_metropolitan_region_2008_69.geojson,0.212255,0.0266584
france_population_by_metropolitan_region_2008_70.geojson,0.397425,0.034002
france_population_by_metropolitan_region_2008_71.geojson,0.102106,0.0185394
france_population_by_metropolitan_region_2008_72.geojson,0.0611891,0.00729462
france_population_by_metropolitan_region_2008_73.geojson,0.0676696,0.00693502
france_population_by_metropolitan_region_2008_74.geojson,0.0300798,0.00454553
france_population_by_metropolitan_region_2008_75.geojson,0.0145655,0.00310385
france_population_by_metropolitan_region_2008_76.geojson,0.0133643,0.00294384
france_population_by_metropolitan_region_2008_77.geojson,0.0134563,0.00284219
france_population_by_metropolitan_region_2008_78.geojson,0.0135021,0.00274742
france_population_by_metropolitan_region_2008_79.geojson,0.0135945,0.00267338
france_population_by_metropolitan_region_2008_80.geojson,0.0137168,0.00261304
france_population_by_metropolitan_region_2008_81.geojson,0.0138385,0.00255907
france_population_by_metropolitan_region_2008_82.geojson,0.0139729,0.00251029
france_population_by_metropolitan_region_2008_83.geojson,0.0141146,0.00246521
france_population_by_metropolitan_region_2008_84.geojson,0.0139109,0.00240541
france_population_by_metropolitan_region_2008_85.geojson,0.0134352,0.00233685
france_population_by_metropolitan_region_2008_86.geojson,0.0130394,0.00227444
france_population_by_metropolitan_region_2008_87.geojson,0.0127113,0.00220783
france_population_by_metropolitan_region_2008_88.geojson,0.0124416,0.00214252
france_population_by_metropolitan_region_2008_89.geojson,0.0122227,0.00207945
france_population_by_metropolitan_region_2008_90.geojson,0.0120486,0.00202068
