round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 3.965050, 0.988027, 6.440714, 0.603700, 0.523620, 0.451516, 13.328682, 0.000000, 0.0251 Second
1, 1.712619, 0.941099, 1.132451, 0.423484, 0.322240, 0.207792, 11.120216, 0.000000, 0.0194 Second
2, 0.349069, 0.894684, 0.314376, 0.257481, 0.153509, 0.091053, 6.212777, 0.000000, 0.0216 Second
3, 0.848976, 0.852211, 0.174017, 0.219274, 0.131745, 0.073264, 7.824974, 0.000000, 0.0223 Second
4, 0.368878, 0.781441, 0.093648, 0.187684, 0.100582, 0.053276, 6.957940, 0.000000, 0.0223 Second
5, 0.619263, 0.658910, 0.047327, 0.168230, 0.100367, 0.069013, 6.822811, 0.000000, 0.0254 Second
6, 0.862898, 0.503262, 0.043602, 0.187979, 0.159466, 0.156158, 14.773177, 0.000000, 0.0303 Second
7, 0.438713, 0.543689, 0.026136, 0.141320, 0.108794, 0.095255, 7.301021, 0.000000, 0.0269 Second
8, 0.813462, 0.456193, 0.042145, 0.190667, 0.175668, 0.184318, 18.764645, 0.000000, 0.0351 Second
9, 0.105105, 0.414569, 0.008081, 0.079729, 0.053079, 0.041697, 2.845606, 0.000000, 0.0261 Second
10, 2.683687, 0.484394, 0.054423, 0.225488, 0.185629, 0.250010, 20.382691, 0.000000, 0.0400 Second
11, 0.353909, 0.252379, 0.005868, 0.074852, 0.055382, 0.056037, 4.238567, 0.000000, 0.0342 Second
12, 0.920934, 0.273024, 0.016286, 0.132413, 0.110311, 0.100614, 9.534106, 0.000000, 0.0354 Second
13, 0.202639, 0.640399, 0.030960, 0.129847, 0.072607, 0.054116, 4.932145, 0.000000, 0.0373 Second
14, 0.715704, 0.412974, 0.015369, 0.121380, 0.087173, 0.096101, 15.036865, 0.000000, 0.0405 Second
15, 0.149944, 0.502260, 0.013630, 0.098545, 0.063735, 0.051826, 4.666583, 0.000000, 0.0401 Second
16, 2.203599, 0.550122, 0.068862, 0.238202, 0.199847, 0.247429, 23.828930, 0.000000, 0.0554 Second
17, 0.218261, 0.348520, 0.008960, 0.088004, 0.062554, 0.048839, 4.297395, 0.000000, 0.0455 Second
18, 0.964876, 0.431607, 0.015241, 0.121777, 0.080215, 0.079984, 11.150518, 0.000000, 0.0450 Second
19, 0.481446, 0.357699, 0.008350, 0.087582, 0.061281, 0.050466, 6.915049, 0.000000, 0.0475 Second
20, 0.450902, 0.530487, 0.016075, 0.106837, 0.056991, 0.044420, 8.806598, 0.000000, 0.0525 Second
21, 0.729576, 0.387163, 0.012154, 0.107470, 0.079836, 0.084449, 9.887663, 0.000000, 0.0532 Second
22, 0.221480, 0.616024, 0.027850, 0.129143, 0.085646, 0.069400, 7.427751, 0.000000, 0.0557 Second
23, 1.641129, 0.522642, 0.058619, 0.222379, 0.191504, 0.225911, 20.408846, 0.000000, 0.0651 Second
24, 0.296620, 0.418512, 0.014330, 0.110790, 0.093448, 0.078598, 5.489157, 0.000000, 0.0591 Second
25, 0.822598, 0.313149, 0.014570, 0.121222, 0.101790, 0.101561, 10.076479, 0.000000, 0.0629 Second
26, 0.226727, 0.473240, 0.011584, 0.093009, 0.056689, 0.054178, 5.900017, 0.000000, 0.0637 Second
27, 1.393432, 0.468346, 0.028247, 0.161469, 0.113123, 0.122723, 13.516809, 0.000000, 0.0678 Second
28, 0.280536, 0.267606, 0.005728, 0.073358, 0.060234, 0.062258, 5.016003, 0.000000, 0.0655 Second
29, 1.389309, 0.517672, 0.037644, 0.180409, 0.140434, 0.164396, 20.159094, 0.000000, 0.0775 Second
30, 0.233210, 0.149238, 0.002543, 0.050510, 0.042336, 0.033560, 4.845013, 0.000000, 0.0718 Second
31, 0.194018, 0.109403, 0.001125, 0.033955, 0.027487, 0.019856, 2.383219, 0.000000, 0.0687 Second
32, 0.156725, 0.124474, 0.000992, 0.031438, 0.023616, 0.013637, 1.224870, 0.000000, 0.0739 Second
33, 0.174661, 0.084665, 0.000828, 0.029262, 0.020799, 0.013000, 2.314162, 0.000000, 0.0721 Second
34, 0.110090, 0.342503, 0.003745, 0.054951, 0.026147, 0.013978, 3.867327, 0.000000, 0.0767 Second
35, 0.946516, 0.116006, 0.005776, 0.084800, 0.041806, 0.042452, 7.473943, 0.000000, 0.0757 Second
36, 0.150457, 0.493339, 0.011755, 0.090327, 0.045535, 0.032384, 6.413117, 0.000000, 0.0797 Second
37, 0.675325, 0.243411, 0.008347, 0.096562, 0.061588, 0.060702, 10.247330, 0.000000, 0.0804 Second
38, 0.089693, 0.109605, 0.000772, 0.027656, 0.022469, 0.019020, 2.058624, 0.000000, 0.0781 Second
39, 0.151858, 0.092145, 0.000796, 0.028549, 0.022613, 0.018469, 2.266886, 0.000000, 0.0870 Second
40, 0.088863, 0.161185, 0.000760, 0.026803, 0.017312, 0.013319, 2.091108, 0.000000, 0.0853 Second
41, 0.419236, 0.083099, 0.002025, 0.047770, 0.025761, 0.024568, 6.098370, 0.000000, 0.0819 Second
42, 0.090410, 0.256286, 0.001811, 0.039692, 0.020435, 0.013774, 4.481145, 0.000000, 0.0839 Second
43, 0.493566, 0.091488, 0.002543, 0.053991, 0.029023, 0.027733, 7.520461, 0.000000, 0.0866 Second
44, 0.086467, 0.159882, 0.000717, 0.025988, 0.015707, 0.010588, 2.890244, 0.000000, 0.0884 Second
45, 0.193896, 0.082515, 0.000792, 0.028736, 0.018262, 0.013284, 3.040115, 0.000000, 0.0915 Second
46, 0.081051, 0.161815, 0.000695, 0.025517, 0.014835, 0.009681, 3.244893, 0.000000, 0.0905 Second
47, 0.159619, 0.058956, 0.000566, 0.024251, 0.015736, 0.010934, 2.167346, 0.000000, 0.0946 Second
48, 0.076779, 0.164790, 0.000747, 0.026471, 0.015812, 0.010302, 3.606046, 0.000000, 0.0962 Second
49, 0.105681, 0.045686, 0.000327, 0.018292, 0.012455, 0.008398, 1.409210, 0.000000, 0.0963 Second
50, 0.072501, 0.088253, 0.000344, 0.018488, 0.012736, 0.007449, 1.794327, 0.000000, 0.0952 Second
51, 0.071035, 0.039642, 0.000148, 0.012238, 0.008880, 0.004985, 1.050000, 0.000000, 0.0992 Second
52, 0.069458, 0.041574, 0.000139, 0.011834, 0.008445, 0.004482, 1.050000, 0.000000, 0.0966 Second
53, 0.068130, 0.042534, 0.000131, 0.011526, 0.008217, 0.004348, 1.050000, 0.000000, 0.0982 Second
54, 0.067056, 0.042957, 0.000127, 0.011340, 0.008088, 0.004274, 1.050000, 0.000000, 0.0981 Second
55, 0.066143, 0.042842, 0.000122, 0.011107, 0.007843, 0.004063, 1.050000, 0.000000, 0.1023 Second
56, 0.065321, 0.037792, 0.000112, 0.010655, 0.007572, 0.003982, 1.050000, 0.000000, 0.1037 Second
57, 0.064605, 0.038879, 0.000110, 0.010569, 0.007488, 0.003932, 1.050000, 0.000000, 0.1028 Second
58, 0.063966, 0.039386, 0.000108, 0.010434, 0.007313, 0.003779, 1.050000, 0.000000, 0.1077 Second
59, 0.063442, 0.039555, 0.000105, 0.010316, 0.007164, 0.003656, 1.050000, 0.000000, 0.1049 Second
60, 0.062965, 0.039494, 0.000103, 0.010207, 0.007035, 0.003557, 1.050000, 0.000000, 0.1057 Second
61, 0.062524, 0.039299, 0.000101, 0.010104, 0.006920, 0.003475, 1.050000, 0.000000, 0.1073 Second
62, 0.062125, 0.039010, 0.000099, 0.010007, 0.006814, 0.003400, 1.050000, 0.000000, 0.1105 Second
63, 0.061742, 0.038508, 0.000097, 0.009899, 0.006707, 0.003339, 1.050000, 0.000000, 0.1075 Second
64, 0.061377, 0.032982, 0.000090, 0.009533, 0.006493, 0.003284, 1.050000, 0.000000, 0.1120 Second
65, 0.061036, 0.033162, 0.000088, 0.009466, 0.006411, 0.003234, 1.050000, 0.000000, 0.1077 Second
66, 0.060664, 0.033304, 0.000087, 0.009386, 0.006318, 0.003179, 1.050000, 0.000000, 0.1109 Second
67, 0.060331, 0.033264, 0.000086, 0.009316, 0.006239, 0.003131, 1.050000, 0.000000, 0.1147 Second
68, 0.060020, 0.033115, 0.000084, 0.009248, 0.006165, 0.003087, 1.050000, 0.000000, 0.1122 Second
69, 0.059727, 0.032888, 0.000083, 0.009181, 0.006096, 0.003047, 1.050000, 0.000000, 0.1129 Second
70, 0.059451, 0.032604, 0.000082, 0.009115, 0.006031, 0.003011, 1.050000, 0.000000, 0.1103 Second
71, 0.059199, 0.032250, 0.000081, 0.009049, 0.005965, 0.002971, 1.050000, 0.000000, 0.1181 Second
72, 0.058949, 0.031546, 0.000079, 0.008970, 0.005902, 0.002940, 1.050000, 0.000000, 0.1153 Second
73, 0.058712, 0.030893, 0.000078, 0.008898, 0.005844, 0.002911, 1.050000, 0.000000, 0.1132 Second
74, 0.058484, 0.030285, 0.000077, 0.008829, 0.005789, 0.002884, 1.050000, 0.000000, 0.1151 Second
75, 0.058260, 0.026092, 0.000073, 0.008594, 0.005650, 0.002856, 1.050000, 0.000000, 0.1174 Second
76, 0.058039, 0.023423, 0.000070, 0.008441, 0.005542, 0.002829, 1.050000, 0.000000, 0.1195 Second
77, 0.057829, 0.023525, 0.000069, 0.008408, 0.005507, 0.002805, 1.050000, 0.000000, 0.1215 Second
78, 0.057630, 0.023579, 0.000069, 0.008376, 0.005475, 0.002784, 1.050000, 0.000000, 0.1152 Second
79, 0.057440, 0.023598, 0.000068, 0.008346, 0.005445, 0.002764, 1.050000, 0.000000, 0.1180 Second
80, 0.057260, 0.023590, 0.000068, 0.008317, 0.005416, 0.002745, 1.050000, 0.000000, 0.1224 Second
81, 0.057086, 0.023555, 0.000067, 0.008287, 0.005387, 0.002726, 1.050000, 0.000000, 0.1228 Second
82, 0.056919, 0.023502, 0.000067, 0.008259, 0.005361, 0.002709, 1.050000, 0.000000, 0.1213 Second
83, 0.056758, 0.023398, 0.000067, 0.008229, 0.005333, 0.002692, 1.050000, 0.000000, 0.1200 Second
84, 0.056602, 0.023282, 0.000066, 0.008200, 0.005306, 0.002675, 1.050000, 0.000000, 0.1194 Second
