map_name,max_relative_area_error,area_weighted_mean_error
malaysia_population_by_state_2020.geojson,3.96505,0.514936
malaysia_population_by_state_2020_0.geojson,1.71262,0.266741
malaysia_population_by_state_2020_1.geojson,0.894684,0.110523
malaysia_population_by_state_2020_2.geojson,0.852211,0.0698206
malaysia_population_by_state_2020_3.geojson,0.781441,0.0598829
malaysia_population_by_state_2020_4.geojson,0.65891,0.0689228
malaysia_population_by_state_2020_5.geojson,0.862898,0.151821
malaysia_population_by_state_2020_6.geojson,0.543689,0.10428
malaysia_population_by_state_2020_7.geojson,0.813462,0.185592
malaysia_population_by_state_2020_8.geojson,0.414569,0.0470128
malaysia_population_by_state_2020_9.geojson,2.68369,0.195586
malaysia_population_by_state_2020_10.geojson,0.353909,0.0553593
malaysia_population_by_state_2020_11.geojson,0.920934,0.0978862
malaysia_population_by_state_2020_12.geojson,0.640399,0.0549159
malaysia_population_by_state_2020_13.geojson,0.715704,0.10008
malaysia_population_by_state_2020_14.geojson,0.50226,0.0609909
malaysia_population_by_state_2020_15.geojson,2.2036,0.218551
malaysia_population_by_state_2020_16.geojson,0.34852,0.0506291
malaysia_population_by_state_2020_17.geojson,0.964876,0.0731491
malaysia_population_by_state_2020_18.geojson,0.481446,0.0504422
malaysia_population_by_state_2020_19.geojson,0.530487,0.0512735
malaysia_population_by_state_2020_20.geojson,0.729576,0.0786598
malaysia_population_by_state_2020_21.geojson,0.616024,0.0854723
malaysia_population_by_state_2020_22.geojson,1.64113,0.204503
malaysia_population_by_state_2020_23.geojson,0.418512,0.0801242
malaysia_population_by_state_2020_24.geojson,0.822598,0.0931835
malaysia_population_by_state_2020_25.geojson,0.47324,0.0604074
malaysia_population_by_state_2020_26.geojson,1.39343,0.106753
malaysia_population_by_state_2020_27.geojson,0.280536,0.0651433
malaysia_population_by_state_2020_28.geojson,1.38931,0.148769
malaysia_population_by_state_2020_29.geojson,0.23321,0.0335893
malaysia_population_by_state_2020_30.geojson,0.194018,0.0199781
malaysia_population_by_state_2020_31.geojson,0.156725,0.0136847
malaysia_population_by_state_2020_32.geojson,0.174661,0.0126528
malaysia_population_by_state_2020_33.geojson,0.342503,0.0162996
malaysia_population_by_state_2020_34.geojson,0.946516,0.0325988
malaysia_population_by_state_2020_35.geojson,0.493339,0.0377575
malaysia_population_by_state_2020_36.geojson,0.675325,0.052557
malaysia_population_by_state_2020_37.geojson,0.109605,0.0192046
malaysia_population_by_state_2020_38.geojson,0.151858,0.0180164
