Integration Number,Time (s),Max Area Error
0,0.108000,7.014136
1,0.282000,1.871522
2,0.199000,0.804983
3,0.165000,0.364934
4,0.163000,0.175299
5,0.146000,0.044661
6,0.128000,0.021815
7,0.135000,0.012128
8,0.137000,0.009497
