map_name,max_relative_area_error,area_weighted_mean_error
switzerland_gdp_in_billion_chf_by_canton_2019.geojson,8.46291,0.407966
switzerland_gdp_in_billion_chf_by_canton_2019_0.geojson,3.43248,0.249063
switzerland_gdp_in_billion_chf_by_canton_2019_1.geojson,1.02734,0.120622
switzerland_gdp_in_billion_chf_by_canton_2019_2.geojson,0.585209,0.0494877
switzerland_gdp_in_billion_chf_by_canton_2019_3.geojson,0.50029,0.0562697
switzerland_gdp_in_billion_chf_by_canton_2019_4.geojson,0.339314,0.0414973
switzerland_gdp_in_billion_chf_by_canton_2019_5.geojson,1.11892,0.0707184
switzerland_gdp_in_billion_chf_by_canton_2019_6.geojson,0.460202,0.0311291
switzerland_gdp_in_billion_chf_by_canton_2019_7.geojson,1.17792,0.0627204
switzerland_gdp_in_billion_chf_by_canton_2019_8.geojson,0.260819,0.0220903
switzerland_gdp_in_billion_chf_by_canton_2019_9.geojson,0.441216,0.0216089
switzerland_gdp_in_billion_chf_by_canton_2019_10.geojson,0.30146,0.017341
switzerland_gdp_in_billion_chf_by_canton_2019_11.geojson,0.370228,0.0168979
switzerland_gdp_in_billion_chf_by_canton_2019_12.geojson,0.39532,0.0181118
switzerland_gdp_in_billion_chf_by_canton_2019_13.geojson,0.413804,0.0196522
switzerland_gdp_in_billion_chf_by_canton_2019_14.geojson,0.586211,0.0272364
switzerland_gdp_in_billion_chf_by_canton_2019_15.geojson,0.264296,0.0206336
switzerland_gdp_in_billion_chf_by_canton_2019_16.geojson,0.323548,0.0280771
switzerland_gdp_in_billion_chf_by_canton_2019_17.geojson,0.583026,0.0376243
switzerland_gdp_in_billion_chf_by_canton_2019_18.geojson,0.321297,0.0312681
switzerland_gdp_in_billion_chf_by_canton_2019_19.geojson,1.21408,0.0760251
switzerland_gdp_in_billion_chf_by_canton_2019_20.geojson,0.353553,0.0294536
switzerland_gdp_in_billion_chf_by_canton_2019_21.geojson,0.665444,0.0370548
switzerland_gdp_in_billion_chf_by_canton_2019_22.geojson,0.396165,0.0286512
switzerland_gdp_in_billion_chf_by_canton_2019_23.geojson,0.348193,0.0308765
switzerland_gdp_in_billion_chf_by_canton_2019_24.geojson,0.725118,0.0412602
switzerland_gdp_in_billion_chf_by_canton_2019_25.geojson,0.325138,0.0348378
switzerland_gdp_in_billion_chf_by_canton_2019_26.geojson,0.541418,0.0358675
switzerland_gdp_in_billion_chf_by_canton_2019_27.geojson,0.391734,0.0386751
switzerland_gdp_in_billion_chf_by_canton_2019_28.geojson,1.51501,0.0783255
switzerland_gdp_in_billion_chf_by_canton_2019_29.geojson,0.391808,0.0296404
switzerland_gdp_in_billion_chf_by_canton_2019_30.geojson,1.05289,0.0495149
switzerland_gdp_in_billion_chf_by_canton_2019_31.geojson,0.203668,0.0258133
switzerland_gdp_in_billion_chf_by_canton_2019_32.geojson,0.325817,0.0303033
switzerland_gdp_in_billion_chf_by_canton_2019_33.geojson,0.964526,0.0513379
switzerland_gdp_in_billion_chf_by_canton_2019_34.geojson,0.332878,0.0418685
switzerland_gdp_in_billion_chf_by_canton_2019_35.geojson,0.860302,0.0629666
switzerland_gdp_in_billion_chf_by_canton_2019_36.geojson,0.298215,0.0252637
switzerland_gdp_in_billion_chf_by_canton_2019_37.geojson,0.371286,0.0293998
switzerland_gdp_in_billion_chf_by_canton_2019_38.geojson,0.143773,0.0166652
switzerland_gdp_in_billion_chf_by_canton_2019_39.geojson,0.547348,0.0189182
switzerland_gdp_in_billion_chf_by_canton_2019_40.geojson,2.71432,0.0776914
switzerland_gdp_in_billion_chf_by_canton_2019_41.geojson,0.995118,0.0320969
switzerland_gdp_in_billion_chf_by_canton_2019_42.geojson,0.4726,0.0314038
switzerland_gdp_in_billion_chf_by_canton_2019_43.geojson,1.99159,0.0539514
switzerland_gdp_in_billion_chf_by_canton_2019_44.geojson,0.292599,0.030361
switzerland_gdp_in_billion_chf_by_canton_2019_45.geojson,0.216955,0.0217606
switzerland_gdp_in_billion_chf_by_canton_2019_46.geojson,0.621664,0.0233258
switzerland_gdp_in_billion_chf_by_canton_2019_47.geojson,0.379473,0.0205633
switzerland_gdp_in_billion_chf_by_canton_2019_48.geojson,1.26028,0.0301143
switzerland_gdp_in_billion_chf_by_canton_2019_49.geojson,0.370424,0.0306847
switzerland_gdp_in_billion_chf_by_canton_2019_50.geojson,0.576346,0.0266512
switzerland_gdp_in_billion_chf_by_canton_2019_51.geojson,0.558042,0.0217381
switzerland_gdp_in_billion_chf_by_canton_2019_52.geojson,1.96242,0.0382401
switzerland_gdp_in_billion_chf_by_canton_2019_53.geojson,0.423491,0.0322117
switzerland_gdp_in_billion_chf_by_canton_2019_54.geojson,1.07579,0.0339679
switzerland_gdp_in_billion_chf_by_canton_2019_55.geojson,0.5271,0.0217353
switzerland_gdp_in_billion_chf_by_canton_2019_56.geojson,0.664467,0.034888
switzerland_gdp_in_billion_chf_by_canton_2019_57.geojson,0.638885,0.0302129
switzerland_gdp_in_billion_chf_by_canton_2019_58.geojson,0.401113,0.021984
switzerland_gdp_in_billion_chf_by_canton_2019_59.geojson,1.02027,0.0310475
switzerland_gdp_in_billion_chf_by_canton_2019_60.geojson,0.350728,0.0246682
switzerland_gdp_in_billion_chf_by_canton_2019_61.geojson,0.796671,0.0261881
switzerland_gdp_in_billion_chf_by_canton_2019_62.geojson,0.441908,0.0321484
switzerland_gdp_in_billion_chf_by_canton_2019_63.geojson,1.51458,0.0429137
switzerland_gdp_in_billion_chf_by_canton_2019_64.geojson,0.44464,0.0393112
switzerland_gdp_in_billion_chf_by_canton_2019_65.geojson,1.09496,0.0552388
switzerland_gdp_in_billion_chf_by_canton_2019_66.geojson,0.225271,0.0193114
switzerland_gdp_in_billion_chf_by_canton_2019_67.geojson,0.141276,0.0129409
switzerland_gdp_in_billion_chf_by_canton_2019_68.geojson,0.163503,0.00812169
switzerland_gdp_in_billion_chf_by_canton_2019_69.geojson,0.125208,0.00767336
switzerland_gdp_in_billion_chf_by_canton_2019_70.geojson,0.0825962,0.00633491
switzerland_gdp_in_billion_chf_by_canton_2019_71.geojson,0.0420248,0.00567988
switzerland_gdp_in_billion_chf_by_canton_2019_72.geojson,0.0413747,0.00516947
switzerland_gdp_in_billion_chf_by_canton_2019_73.geojson,0.0400794,0.00481047
