command,mean,stddev,median,user,system,min,max,parameter_qlcf
croatia_covid_cases_by_county_2022.csv-5,0.57236564654,0.006718525741281119,0.57155655894,0.55833088,0.011045,0.56491282994,0.5883530799400001,5
croatia_covid_cases_by_county_2022.csv-6,0.33832767974,0.0035188146162579946,0.33667026694,0.32870237999999996,0.0084724,0.33493082994000006,0.34443632994000006,6
croatia_covid_cases_by_county_2022.csv-7,0.37345197584,0.012879138116072488,0.36799062194000004,0.3593183799999999,0.0107682,0.36628907994000004,0.40701570494000006,7
croatia_covid_cases_by_county_2022.csv-8,0.36900808404,0.003148915982736718,0.36744518394000003,0.35794828,0.009745299999999998,0.36567428794000006,0.3740549549400001,8
croatia_covid_cases_by_county_2022.csv-9,0.37086645094000004,0.0037901694268303553,0.3695354339400001,0.36048478,0.0092363,0.36558170494000003,0.37761162194000003,9
croatia_covid_cases_by_county_2022.csv-10,0.27084729254000006,0.0027622723927781326,0.26987776744,0.26213048,0.007655200000000001,0.26806270494000006,0.27654399694000004,10
croatia_covid_cases_by_county_2022.csv-11,0.34616757584,0.01689783882069791,0.33765776744000003,0.32956657999999994,0.010889,0.33511824694000003,0.38161532994,11
croatia_covid_cases_by_county_2022.csv-12,0.3305871718400001,0.001987483891186844,0.33022893444,0.32017007999999997,0.0094405,0.3282447049400001,0.33413137194000003,12
croatia_covid_cases_by_county_2022.csv-13,0.36018152994,0.0017131257674808682,0.3602105589400001,0.34917477999999996,0.0101229,0.35786824694,0.36279941294000007,13
croatia_covid_cases_by_county_2022.csv-14,0.36346073404000007,0.0058731020200605485,0.36068551744000005,0.35162658,0.010706099999999998,0.35848549694000004,0.37574803794000006,14
croatia_covid_cases_by_county_2022.csv-15,0.30849051754,0.0033843310456903196,0.30689524694000003,0.29778597999999995,0.009503099999999999,0.30508182994000005,0.31486320494000003,15
croatia_population_by_county_2021.csv-5,0.39689444302,0.0035768488727871434,0.39537913032,0.3871577599999999,0.0086794,0.39427463082,0.40592229682000003,5
croatia_population_by_county_2021.csv-6,0.24645528357,0.002485130066527017,0.24600785981999998,0.2379404766666667,0.007644499999999999,0.24324171382000004,0.25120200582,6
croatia_population_by_county_2021.csv-7,0.24735400591090914,0.0034473191886510747,0.24598933981999999,0.23904405999999997,0.007502045454545455,0.24417546382,0.25505367182,7
croatia_population_by_county_2021.csv-8,0.24599382018363639,0.002961089200444506,0.24498108882000003,0.23785178727272724,0.007388590909090911,0.24285192282,0.25113392282,8
croatia_population_by_county_2021.csv-9,0.2531223982366667,0.01425512930717499,0.24753729782,0.23913180999999994,0.009311666666666666,0.24457842282000003,0.28779908982,9
croatia_population_by_county_2021.csv-10,0.29855432652,0.0024284289189543504,0.29775519332,0.28952316,0.0082674,0.29598625582,0.30355708882,10
croatia_population_by_county_2021.csv-11,0.27889926002000004,0.0027701744555406974,0.27835873481999995,0.26974395999999995,0.008331400000000001,0.27506079782,0.28278250582000003,11
croatia_population_by_county_2021.csv-12,0.27899476401999995,0.0032401407507340633,0.27820704681999997,0.26980296,0.0084086,0.27561771382,0.28568654682,12
