round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 155.960812, 0.999647, 22.604023, 0.551343, 0.466452, 0.529398, 24.296147, 0.000000, 0.2925 Second
1, 142.628945, 0.999551, 17.474722, 0.483178, 0.386980, 0.343701, 21.035029, 0.000000, 0.2615 Second
2, 105.153651, 0.999561, 17.373571, 0.443494, 0.339746, 0.197940, 15.226964, 0.000000, 0.2517 Second
3, 75.118803, 0.999566, 17.512206, 0.413704, 0.301553, 0.121878, 12.362440, 0.000000, 0.2425 Second
4, 58.556513, 0.999563, 17.180451, 0.393691, 0.276019, 0.089036, 14.174228, 0.000000, 0.2578 Second
5, 51.865910, 0.999561, 17.070014, 0.383896, 0.263113, 0.077912, 12.205400, 0.000000, 0.2624 Second
6, 46.590153, 0.999559, 16.858507, 0.375843, 0.253587, 0.070351, 12.623749, 0.000000, 0.2763 Second
7, 43.603552, 0.999556, 16.658307, 0.370007, 0.247080, 0.065348, 10.585686, 0.000000, 0.2885 Second
8, 39.447513, 0.999553, 16.439939, 0.364605, 0.241188, 0.061058, 6.565084, 0.000000, 0.2857 Second
9, 35.076911, 0.999548, 16.107130, 0.356812, 0.231954, 0.056094, 6.006672, 0.000000, 0.2841 Second
10, 32.775514, 0.999544, 15.805800, 0.350439, 0.224591, 0.051819, 5.092654, 0.000000, 0.3207 Second
11, 30.303539, 0.999539, 15.458363, 0.344706, 0.216949
Enlarge: 6.000000, Shrink: 9.000000, treeDepth: 6, minTreeDepth: 6

