round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 2.191201, 0.937434, 1.072180, 0.429768, 0.334542, 0.218570, 14.053010, 0.000000, 0.0428 Second
1, 0.565251, 0.943975, 0.856310, 0.338695, 0.221189, 0.091727, 8.741453, 0.000000, 0.0453 Second
2, 0.399216, 0.916133, 0.413517, 0.257833, 0.145937, 0.070178, 5.898295, 0.000000, 0.0453 Second
3, 0.834753, 0.605687, 0.040348, 0.175901, 0.132937, 0.126435, 14.369386, 0.000000, 0.0574 Second
4, 0.295655, 0.594297, 0.032004, 0.140898, 0.082122, 0.044371, 7.450857, 0.000000, 0.0532 Second
5, 0.235486, 0.267316, 0.004961, 0.070105, 0.057411, 0.041175, 7.038651, 0.000000, 0.0623 Second
6, 0.505382, 0.468184, 0.012316, 0.099841, 0.058172, 0.032697, 14.670688, 0.000000, 0.0634 Second
7, 0.117207, 0.431163, 0.008427, 0.079996, 0.044706, 0.030646, 4.119644, 0.000000, 0.0677 Second
8, 2.916986, 0.478394, 0.051203, 0.231074, 0.179574, 0.200137, 24.669864, 0.000000, 0.0932 Second
9, 0.487108, 0.419398, 0.019738, 0.129953, 0.101966, 0.063822, 10.658771, 0.000000, 0.0894 Second
10, 0.449253, 0.581907, 0.022005, 0.118884, 0.063550, 0.030308, 8.082747, 0.000000, 0.0843 Second
11, 0.971442, 0.434157, 0.015968, 0.127318, 0.074629, 0.064861, 22.699077, 0.000000, 0.0982 Second
12, 0.065352, 0.407607, 0.010577, 0.090072, 0.055225, 0.039050, 2.835744, 0.000000, 0.0956 Second
13, 2.555399, 0.370657, 0.055517, 0.250392, 0.216276, 0.281567, 21.436347, 0.000000, 0.1147 Second
14, 0.547768, 0.471958, 0.018443, 0.125758, 0.087327, 0.055638, 6.840133, 0.000000, 0.1145 Second
15, 1.455125, 0.696976, 0.068870, 0.221813, 0.169953, 0.133093, 16.377513, 0.000000, 0.1209 Second
16, 0.195818, 0.461470, 0.023506, 0.132394, 0.094808, 0.057688, 8.235181, 0.000000, 0.1279 Second
17, 2.136511, 0.422006, 0.046167, 0.224961, 0.186261, 0.197191, 18.681983, 0.000000, 0.1320 Second
