map_name,max_relative_area_error,area_weighted_mean_error
germany_population_by_state_2011.geojson,2.1912,0.25478
germany_population_by_state_2011_0.geojson,0.943975,0.129962
germany_population_by_state_2011_1.geojson,0.916133,0.105273
germany_population_by_state_2011_2.geojson,0.834753,0.138523
germany_population_by_state_2011_3.geojson,0.594297,0.0528614
germany_population_by_state_2011_4.geojson,0.267316,0.0407555
germany_population_by_state_2011_5.geojson,0.505382,0.029605
germany_population_by_state_2011_6.geojson,0.431163,0.0358493
germany_population_by_state_2011_7.geojson,2.91699,0.134397
germany_population_by_state_2011_8.geojson,0.487108,0.0690562
germany_population_by_state_2011_9.geojson,0.581907,0.0375904
germany_population_by_state_2011_10.geojson,0.971442,0.052983
germany_population_by_state_2011_11.geojson,0.407607,0.046704
germany_population_by_state_2011_12.geojson,2.5554,0.214326
germany_population_by_state_2011_13.geojson,0.547768,0.0552677
germany_population_by_state_2011_14.geojson,1.45513,0.108303
germany_population_by_state_2011_15.geojson,0.46147,0.0673933
germany_population_by_state_2011_16.geojson,2.13651,0.149007
germany_population_by_state_2011_17.geojson,0.957946,0.0950427
germany_population_by_state_2011_18.geojson,0.740908,0.0647764
germany_population_by_state_2011_19.geojson,0.667471,0.0840999
germany_population_by_state_2011_20.geojson,2.04567,0.173987
germany_population_by_state_2011_21.geojson,0.480036,0.071132
germany_population_by_state_2011_22.geojson,0.956085,0.119107
germany_population_by_state_2011_23.geojson,0.593683,0.0703805
germany_population_by_state_2011_24.geojson,1.22925,0.0806894
germany_population_by_state_2011_25.geojson,0.524105,0.0744717
germany_population_by_state_2011_26.geojson,1.0202,0.138015
germany_population_by_state_2011_27.geojson,0.64396,0.0947867
germany_population_by_state_2011_28.geojson,1.63218,0.155172
germany_population_by_state_2011_29.geojson,0.490907,0.0653607
germany_population_by_state_2011_30.geojson,1.11529,0.103145
germany_population_by_state_2011_31.geojson,0.587369,0.0581536
germany_population_by_state_2011_32.geojson,1.10384,0.0962937
germany_population_by_state_2011_33.geojson,0.582951,0.0728145
germany_population_by_state_2011_34.geojson,0.632466,0.0568282
germany_population_by_state_2011_35.geojson,0.468229,0.0559502
germany_population_by_state_2011_36.geojson,0.636144,0.0523377
germany_population_by_state_2011_37.geojson,0.91097,0.0698637
germany_population_by_state_2011_38.geojson,0.609601,0.0809408
germany_population_by_state_2011_39.geojson,1.61633,0.166708
germany_population_by_state_2011_40.geojson,0.379808,0.0491644
germany_population_by_state_2011_41.geojson,0.577349,0.0515489
germany_population_by_state_2011_42.geojson,0.255312,0.0260827
germany_population_by_state_2011_43.geojson,0.714647,0.0500207
germany_population_by_state_2011_44.geojson,0.284709,0.0376304
germany_population_by_state_2011_45.geojson,1.00247,0.0990772
germany_population_by_state_2011_46.geojson,0.499553,0.0684561
germany_population_by_state_2011_47.geojson,2.25001,0.194031
germany_population_by_state_2011_48.geojson,0.195979,0.0227577
germany_population_by_state_2011_49.geojson,0.280145,0.0213967
germany_population_by_state_2011_50.geojson,1.50794,0.0766137
germany_population_by_state_2011_51.geojson,0.577352,0.0948423
germany_population_by_state_2011_52.geojson,1.57836,0.206223
germany_population_by_state_2011_53.geojson,0.379574,0.029268
germany_population_by_state_2011_54.geojson,0.936462,0.0644446
germany_population_by_state_2011_55.geojson,0.687075,0.0833446
germany_population_by_state_2011_56.geojson,1.28361,0.137686
germany_population_by_state_2011_57.geojson,0.642228,0.0916491
germany_population_by_state_2011_58.geojson,1.48744,0.128924
germany_population_by_state_2011_59.geojson,0.446128,0.0604059
germany_population_by_state_2011_60.geojson,1.01576,0.10673
germany_population_by_state_2011_61.geojson,0.671499,0.0817745
germany_population_by_state_2011_62.geojson,2.61057,0.173792
germany_population_by_state_2011_63.geojson,0.497648,0.074058
germany_population_by_state_2011_64.geojson,0.751117,0.0910815
germany_population_by_state_2011_65.geojson,0.483988,0.0496668
germany_population_by_state_2011_66.geojson,1.80685,0.12237
germany_population_by_state_2011_67.geojson,0.312449,0.0341057
germany_population_by_state_2011_68.geojson,0.751804,0.0503993
germany_population_by_state_2011_69.geojson,0.802674,0.0478085
germany_population_by_state_2011_70.geojson,0.336462,0.0262552
germany_population_by_state_2011_71.geojson,2.92622,0.169304
germany_population_by_state_2011_72.geojson,0.224825,0.0295763
germany_population_by_state_2011_73.geojson,1.02257,0.0643955
germany_population_by_state_2011_74.geojson,0.604678,0.057304
germany_population_by_state_2011_75.geojson,0.506842,0.0308332
germany_population_by_state_2011_76.geojson,1.0028,0.0649583
germany_population_by_state_2011_77.geojson,0.471063,0.0489173
germany_population_by_state_2011_78.geojson,0.962739,0.0539331
germany_population_by_state_2011_79.geojson,0.537189,0.050375
germany_population_by_state_2011_80.geojson,1.2669,0.0652871
germany_population_by_state_2011_81.geojson,0.462128,0.0340717
germany_population_by_state_2011_82.geojson,1.17662,0.0733395
germany_population_by_state_2011_83.geojson,0.453224,0.060272
germany_population_by_state_2011_84.geojson,0.626793,0.0334498
germany_population_by_state_2011_85.geojson,0.316179,0.0270489
germany_population_by_state_2011_86.geojson,1.66374,0.0963578
germany_population_by_state_2011_87.geojson,0.378318,0.0500087
germany_population_by_state_2011_88.geojson,0.339506,0.0257792
germany_population_by_state_2011_89.geojson,0.31675,0.0176931
germany_population_by_state_2011_90.geojson,0.292089,0.01755
germany_population_by_state_2011_91.geojson,1.15491,0.0921229
germany_population_by_state_2011_92.geojson,0.149993,0.0282809
germany_population_by_state_2011_93.geojson,0.41143,0.0340515
germany_population_by_state_2011_94.geojson,0.26182,0.0168278
germany_population_by_state_2011_95.geojson,1.19687,0.0383283
germany_population_by_state_2011_96.geojson,0.396267,0.0197185
germany_population_by_state_2011_97.geojson,0.799807,0.0214798
germany_population_by_state_2011_98.geojson,0.24113,0.0117639
germany_population_by_state_2011_99.geojson,0.282459,0.0105764
