round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 171.478116, 0.980170, 5.656061, 0.759965, 0.725298, 0.861677, 20.802313, 0.000000, 0.1124 Second
1, 93.432356, 0.870115, 0.635426, 0.550514, 0.469647, 0.564374, 18.705268, 0.000000, 0.1391 Second
2, 38.374098, 0.667032, 0.144762, 0.378705, 0.272120, 0.262263, 17.957396, 0.000000, 0.2012 Second
3, 11.848292, 0.332039, 0.049383, 0.257825, 0.153708, 0.114158, 18.876238, 0.000000, 0.1829 Second
4, 4.008257, 0.202479, 0.026544, 0.188685, 0.107857, 0.049414, 15.011673, 0.000000, 0.1757 Second
5, 2.127924, 0.102207, 0.014842, 0.139736, 0.075369, 0.032243, 14.455678, 0.000000, 0.1752 Second
6, 1.473302, 0.085948, 0.010720, 0.117035, 0.063710, 0.026907, 12.165235, 0.000000, 0.1864 Second
7, 1.149817, 0.076442, 0.008146, 0.100873, 0.055158, 0.023266, 11.692546, 0.000000, 0.2037 Second
8, 0.956647, 0.066034, 0.006550, 0.089582, 0.049466, 0.020940, 9.068559, 0.000000, 0.2399 Second
9, 0.830806, 0.060511, 0.005410, 0.080873, 0.044507, 0.018862, 5.666061, 0.000000, 0.2637 Second
10, 0.697803, 0.055396, 0.004206, 0.070701, 0.038746, 0.016407, 6.226767, 0.000000, 0.2613 Second
11, 0.631103, 0.049833, 0.003605, 0.065134, 0.035566
Enlarge: 6.000000, Shrink: 9.000000, treeDepth: 6, minTreeDepth: 6

