map_name,max_relative_area_error,area_weighted_mean_error
egypt_population_by_governate_2017.geojson,171.478,0.730792
egypt_population_by_governate_2017_0.geojson,93.4324,0.421002
egypt_population_by_governate_2017_1.geojson,38.3741,0.187198
egypt_population_by_governate_2017_2.geojson,11.8483,0.0831053
egypt_population_by_governate_2017_3.geojson,4.00826,0.0398742
egypt_population_by_governate_2017_4.geojson,2.12792,0.0285412
egypt_population_by_governate_2017_5.geojson,1.4733,0.0247049
egypt_population_by_governate_2017_6.geojson,1.14982,0.0217826
egypt_population_by_governate_2017_7.geojson,0.956647,0.0198402
egypt_population_by_governate_2017_8.geojson,0.830806,0.0180099
egypt_population_by_governate_2017_9.geojson,0.697803,0.0157894
egypt_population_by_governate_2017_10.geojson,0.631103,0.0144809
