round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 46.592241, 0.999383, 47.653602, 0.571050, 0.491883, 0.576423, 22.322983, 0.000000, 0.1361 Second
1, 24.217928, 0.998482, 18.444680, 0.409538, 0.285457, 0.272040, 17.586376, 0.000000, 0.1276 Second
2, 8.670642, 0.997021, 8.987892, 0.305415, 0.171500, 0.088069, 13.026399, 0.000000, 0.1285 Second
3, 1.060129, 0.995896, 6.315079, 0.214664, 0.087982, 0.025448, 9.264328, 0.000000, 0.1162 Second
4, 0.237122, 0.994550, 4.630219, 0.172518, 0.048774, 0.015203, 4.594949, 0.000000, 0.1217 Second
5, 0.088507, 0.993314, 3.712967, 0.177584, 0.051042, 0.015111, 3.875126, 0.000000, 0.1314 Second
6, 1.896594, 0.991429, 2.831160, 0.189446, 0.062262, 0.041058, 12.651923, 0.000000, 0.1449 Second
7, 0.127166, 0.990129, 2.417422, 0.169563, 0.043655, 0.013464, 2.290211, 0.000000, 0.1466 Second
8, 0.721561, 0.982235, 1.253609, 0.185888, 0.064320, 0.038028, 10.635838, 0.000000, 0.1740 Second
9, 0.382318, 0.979014, 1.028151, 0.173250, 0.060031, 0.031790, 6.626927, 0.000000, 0.1742 Second
10, 0.668691, 0.975881, 0.873503, 0.174277, 0.062749, 0.045673, 7.755701, 0.000000, 0.1848 Second
11, 0.233540, 0.969059, 0.652139, 0.175888, 0.062352
Enlarge: 6.000000, Shrink: 9.000000, treeDepth: 6, minTreeDepth: 6

