map_name,max_relative_area_error,area_weighted_mean_error
singapore_population_by_planning_area_2015.geojson,856.364,0.423021
singapore_population_by_planning_area_2015_0.geojson,420.696,0.225635
singapore_population_by_planning_area_2015_1.geojson,189.536,0.118472
singapore_population_by_planning_area_2015_2.geojson,117.171,0.0792155
singapore_population_by_planning_area_2015_3.geojson,87.1456,0.0447495
singapore_population_by_planning_area_2015_4.geojson,67.8695,0.039014
singapore_population_by_planning_area_2015_5.geojson,52.9265,0.0363317
singapore_population_by_planning_area_2015_6.geojson,45.0067,0.0331998
singapore_population_by_planning_area_2015_7.geojson,38.3089,0.0303566
singapore_population_by_planning_area_2015_8.geojson,34.0916,0.028048
singapore_population_by_planning_area_2015_9.geojson,29.7191,0.0256916
singapore_population_by_planning_area_2015_10.geojson,26.0876,0.0238205
