round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 0.749779, 0.924110, 0.785826, 0.319705, 0.212925, 0.146572, 11.986406, 0.000000, 0.0790 Second
1, 0.336954, 0.867414, 0.344248, 0.266772, 0.147313, 0.100383, 5.995522, 0.000000, 0.0752 Second
2, 0.543664, 0.457430, 0.029325, 0.158702, 0.135717, 0.135627, 9.274818, 0.000000, 0.0843 Second
3, 0.547634, 0.410030, 0.026807, 0.153165, 0.127636, 0.122182, 8.627161, 0.000000, 0.0951 Second
4, 0.737273, 0.521339, 0.040355, 0.179836, 0.139319, 0.122431, 9.921137, 0.000000, 0.0857 Second
5, 0.679338, 0.392021, 0.019503, 0.135028, 0.099821, 0.081444, 8.340005, 0.000000, 0.0945 Second
6, 0.577569, 0.506050, 0.026685, 0.142842, 0.094123, 0.073058, 8.917432, 0.000000, 0.0982 Second
7, 0.731097, 0.469891, 0.022963, 0.139694, 0.088456, 0.064252, 8.641136, 0.000000, 0.1046 Second
8, 0.450295, 0.569831, 0.035368, 0.151736, 0.093160, 0.061945, 7.913643, 0.000000, 0.1231 Second
9, 1.093563, 0.409901, 0.021674, 0.148930, 0.090501, 0.070886, 9.871351, 0.000000, 0.1152 Second
10, 0.297129, 0.491999, 0.020375, 0.119705, 0.065921, 0.039272, 5.199604, 0.000000, 0.1246 Second
11, 1.357871, 0.523005, 0.036717, 0.181532, 0.101707, 0.074599, 10.850863, 0.000000, 0.1282 Second
12, 0.367202, 0.414463, 0.015412, 0.113188, 0.081321, 0.062034, 6.297811, 0.000000, 0.1480 Second
13, 0.822840, 0.340065, 0.014512, 0.123325, 0.080951, 0.064272, 9.890455, 0.000000, 0.1435 Second
14, 0.267696, 0.369025, 0.008952, 0.085729, 0.047029, 0.028953, 5.125252, 0.000000, 0.1476 Second
15, 0.935666, 0.427814, 0.020661, 0.140918, 0.079409, 0.056615, 9.240525, 0.000000, 0.1464 Second
16, 0.320437, 0.444226, 0.015272, 0.107769, 0.061749, 0.038876, 7.675019, 0.000000, 0.1584 Second
17, 0.582183, 0.278178, 0.008535, 0.094529, 0.057385, 0.042335, 7.768114, 0.000000, 0.1518 Second
18, 0.245771, 0.355264, 0.008065, 0.081727, 0.042568, 0.024478, 4.651261, 0.000000, 0.1671 Second
19, 0.857453, 0.385473, 0.016656, 0.129093, 0.072215, 0.050647, 10.609224, 0.000000, 0.1746 Second
20, 0.073921, 0.148786, 0.001049, 0.031453, 0.021474, 0.015712, 2.935155, 0.000000, 0.1809 Second
21, 0.291328, 0.064123, 0.001862, 0.045295, 0.026053, 0.019360, 6.128971, 0.000000, 0.1922 Second
22, 0.031132, 0.286827, 0.003850, 0.056549, 0.025575, 0.013608, 4.233999, 0.000000, 0.1869 Second
23, 0.777676, 0.129340, 0.007800, 0.097557, 0.050970, 0.040976, 8.108600, 0.000000, 0.1874 Second
24, 0.026616, 0.303411, 0.004444, 0.060295, 0.027943, 0.014822, 4.129010, 0.000000, 0.2054 Second
