round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 80.531543, 0.996114, 10.829350, 0.770899, 0.737822, 0.808028, 21.394561, 0.000000, 0.1212 Second
1, 37.451137, 0.977848, 1.157247, 0.467914, 0.389241, 0.436737, 22.769515, 0.000000, 0.2180 Second
2, 15.166583, 0.942408, 0.277249, 0.280156, 0.187252, 0.198552, 15.737936, 0.000000, 0.2380 Second
3, 3.296762, 0.826333, 0.058542, 0.176850, 0.102871, 0.093801, 18.824985, 0.000000, 0.2524 Second
4, 0.365909, 0.647466, 0.015337, 0.102101, 0.071069, 0.072951, 10.530621, 0.000000, 0.2656 Second
5, 0.283286, 0.347777, 0.004895, 0.067577, 0.054840, 0.048087, 5.641427, 0.000000, 0.2670 Second
6, 0.240914, 0.302338, 0.003451, 0.057120, 0.043445, 0.044672, 5.965692, 0.000000, 0.2682 Second
7, 0.428961, 0.397570, 0.004906, 0.067385, 0.045180, 0.053705
Enlarge: 6.000000, Shrink: 9.000000, treeDepth: 6, minTreeDepth: 6

