round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 0.731814, 0.956289, 4.795867, 0.556003, 0.437083, 0.207837, 9.474314, 0.000000, 0.0121 Second
1, 0.344551, 0.871840, 1.095990, 0.469225, 0.374655, 0.167386, 7.628430, 0.000000, 0.0130 Second
2, 0.728268, 0.609843, 0.150784, 0.311843, 0.291023, 0.232979, 11.725578, 0.000000, 0.0141 Second
3, 0.221233, 0.222895, 0.009526, 0.095191, 0.088058, 0.068138, 6.463763, 0.000000, 0.0179 Second
4, 0.327603, 0.608916, 0.125870, 0.266241, 0.204553, 0.096109, 8.414739, 0.000000, 0.0184 Second
5, 0.222629, 0.243542, 0.011148, 0.102002, 0.094345, 0.074022, 7.154812, 0.000000, 0.0225 Second
6, 0.320585, 0.578369, 0.103284, 0.248934, 0.193700, 0.095214, 7.586899, 0.000000, 0.0245 Second
7, 0.298449, 0.251393, 0.013593, 0.114188, 0.104483, 0.076770, 7.999058, 0.000000, 0.0270 Second
8, 0.264429, 0.546205, 0.082500, 0.227539, 0.171814, 0.077358, 6.566264, 0.000000, 0.0292 Second
9, 1.378023, 0.446939, 0.080792, 0.288238, 0.233102, 0.154770, 9.710372, 0.000000, 0.0338 Second
10, 0.382712, 0.476026, 0.057483, 0.206247, 0.179382, 0.120567, 9.771884, 0.000000, 0.0391 Second
11, 0.861348, 0.323643, 0.039343, 0.206549, 0.167955, 0.106187, 7.629647, 0.000000, 0.0399 Second
12, 0.453468, 0.695793, 0.231534, 0.328088, 0.260895, 0.134782, 8.803526, 0.000000, 0.0427 Second
13, 0.717959, 0.414899, 0.050881, 0.216317, 0.190538, 0.125285, 13.753342, 0.000000, 0.0501 Second
14, 0.148162, 0.436652, 0.038300, 0.166102, 0.116311, 0.042023, 4.536694, 0.000000, 0.0471 Second
15, 1.815930, 0.471867, 0.102063, 0.328261, 0.274264, 0.213424, 12.646110, 0.000000, 0.0579 Second
16, 0.219357, 0.143097, 0.006240, 0.080144, 0.078527, 0.083390, 6.686102, 0.000000, 0.0679 Second
17, 0.272114, 0.253258, 0.013102, 0.111313, 0.102421, 0.077079, 8.216683, 0.000000, 0.0658 Second
18, 0.171109, 0.454805, 0.043781, 0.175948, 0.126149, 0.049151, 5.445415, 0.000000, 0.0668 Second
19, 1.349757, 0.405312, 0.069690, 0.275147, 0.223212, 0.154787, 12.640541, 0.000000, 0.0735 Second
20, 0.175872, 0.223147, 0.008333, 0.087783, 0.078306, 0.055917, 4.355849, 0.000000, 0.0741 Second
21, 0.806415, 0.249720, 0.029805, 0.185250, 0.145125, 0.091693, 9.768159, 0.000000, 0.0758 Second
22, 0.201871, 0.424433, 0.036398, 0.164573, 0.125931, 0.060558, 5.696285, 0.000000, 0.0835 Second
23, 1.276175, 0.335124, 0.055203, 0.253576, 0.205435, 0.149898, 12.169323, 0.000000, 0.0853 Second
24, 0.236154, 0.212517, 0.009522, 0.095787, 0.090599, 0.076038, 6.076712, 0.000000, 0.0872 Second
25, 0.530419, 0.243758, 0.019842, 0.145515, 0.122105, 0.077776, 7.868484, 0.000000, 0.0893 Second
26, 0.191947, 0.439808, 0.040057, 0.170576, 0.127318, 0.056713, 6.460733, 0.000000, 0.0929 Second
27, 1.188199, 0.229913, 0.042278, 0.229526, 0.183444, 0.142798, 12.194626, 0.000000, 0.1018 Second
28, 0.135183, 0.064860, 0.001866, 0.043886, 0.040750, 0.043399, 3.277879, 0.000000, 0.0979 Second
29, 0.110682, 0.209358, 0.006084, 0.074218, 0.059869, 0.064012, 5.674722, 0.000000, 0.1041 Second
30, 0.277961, 0.157276, 0.008640, 0.093964, 0.091017, 0.090195, 6.648679, 0.000000, 0.1068 Second
31, 0.281471, 0.159383, 0.007376, 0.087612, 0.075845, 0.050224, 5.153331, 0.000000, 0.1153 Second
32, 0.154204, 0.480733, 0.051708, 0.187307, 0.129907, 0.044458, 4.696639, 0.000000, 0.1110 Second
33, 1.542010, 0.347847, 0.066054, 0.280560, 0.231234, 0.185340, 12.712747, 0.000000, 0.1412 Second
34, 0.222731, 0.116004, 0.004485, 0.068533, 0.059281, 0.071857, 5.432600, 0.000000, 0.1312 Second
35, 0.080422, 0.168524, 0.003907, 0.060355, 0.053923, 0.051835, 3.847979, 0.000000, 0.1404 Second
36, 0.306663, 0.185808, 0.009843, 0.100676, 0.094240, 0.108641, 6.873664, 0.000000, 0.1479 Second
37, 0.212233, 0.284937, 0.014883, 0.115271, 0.105788, 0.085550, 9.375680, 0.000000, 0.1689 Second
38, 0.212847, 0.368424, 0.025278, 0.142450, 0.115726, 0.065784, 5.703555, 0.000000, 0.1735 Second
39, 0.563021, 0.257252, 0.022032, 0.153178, 0.128625, 0.082063, 10.865061, 0.000000, 0.1682 Second
40, 0.070294, 0.345400, 0.018983, 0.122308, 0.084953, 0.033114, 6.269785, 0.000000, 0.1668 Second
41, 0.434631, 0.071437, 0.009580, 0.105348, 0.074276, 0.049186, 8.417292, 0.000000, 0.1677 Second
42, 0.073583, 0.334352, 0.017418, 0.117841, 0.082170, 0.032222, 5.914862, 0.000000, 0.1641 Second
43, 0.441660, 0.061837, 0.009767, 0.106525, 0.076753, 0.050166, 8.695692, 0.000000, 0.1748 Second
44, 0.057761, 0.288149, 0.011729, 0.098708, 0.068931, 0.028173, 4.953231, 0.000000, 0.1742 Second
45, 0.472931, 0.067884, 0.010856, 0.112698, 0.081174, 0.053908, 7.682063, 0.000000, 0.1867 Second
46, 0.023892, 0.081661, 0.000677, 0.025510, 0.018431, 0.008481, 1.544362, 0.000000, 0.1784 Second
47, 0.072042, 0.018452, 0.000426, 0.020967, 0.016302, 0.010760, 1.408035, 0.000000, 0.1850 Second
48, 0.027110, 0.169561, 0.003239, 0.054234, 0.038002, 0.017162, 3.651092, 0.000000, 0.1886 Second
49, 0.148742, 0.040057, 0.001683, 0.042212, 0.033776, 0.023515, 3.602737, 0.000000, 0.1990 Second
50, 0.023580, 0.136034, 0.001974, 0.042807, 0.030189, 0.013898, 2.506910, 0.000000, 0.2086 Second
51, 0.194690, 0.038403, 0.002547, 0.052471, 0.036968, 0.022904, 4.127927, 0.000000, 0.2107 Second
52, 0.024009, 0.183090, 0.003844, 0.058788, 0.040388, 0.018456, 3.527101, 0.000000, 0.2306 Second
53, 0.184992, 0.034404, 0.002311, 0.049916, 0.034251, 0.020548, 3.832955, 0.000000, 0.2462 Second
54, 0.030748, 0.219993, 0.005931, 0.072057, 0.049086, 0.021942, 4.306071, 0.000000, 0.2548 Second
55, 0.198703, 0.036207, 0.002617, 0.053252, 0.036288, 0.021727, 5.188818, 0.000000, 0.2468 Second
56, 0.006290, 0.031274, 0.000089, 0.009371, 0.006718, 0.003278, 1.050000, 0.000000, 0.2502 Second
57, 0.005606, 0.019164, 0.000034, 0.005815, 0.004229, 0.002015, 1.050000, 0.000000, 0.2750 Second
58, 0.005219, 0.016905, 0.000027, 0.005146, 0.003748, 0.001779, 1.050000, 0.000000, 0.3070 Second
59, 0.004908, 0.015217, 0.000022, 0.004647, 0.003387, 0.001602, 1.050000, 0.000000, 0.3177 Second
60, 0.004652, 0.013944, 0.000018, 0.004269, 0.003114, 0.001468, 1.050000, 0.000000, 0.3228 Second
61, 0.004425, 0.012867, 0.000016, 0.003950, 0.002906, 0.001396, 1.050000, 0.000000, 0.3282 Second
62, 0.004245, 0.012072, 0.000014, 0.003713, 0.002750, 0.001340, 1.050000, 0.000000, 0.3566 Second
63, 0.004088, 0.011415, 0.000012, 0.003518, 0.002619, 0.001290, 1.050000, 0.000000, 0.3103 Second
64, 0.003950, 0.010861, 0.000011, 0.003352, 0.002507, 0.001247, 1.050000, 0.000000, 0.3112 Second
65, 0.003828, 0.010385, 0.000010, 0.003210, 0.002409, 0.001208, 1.050000, 0.000000, 0.3213 Second
66, 0.003719, 0.009976, 0.000010, 0.003087, 0.002325, 0.001174, 1.050000, 0.000000, 0.3200 Second
67, 0.003621, 0.009607, 0.000009, 0.002976, 0.002249, 0.001143, 1.050000, 0.000000, 0.3366 Second
68, 0.003526, 0.009249, 0.000008, 0.002869, 0.002175, 0.001114, 1.050000, 0.000000, 0.3345 Second
69, 0.003445, 0.008957, 0.000008, 0.002782, 0.002114, 0.001088, 1.050000, 0.000000, 0.3355 Second
70, 0.003370, 0.008694, 0.000007, 0.002702, 0.002059, 0.001064, 1.050000, 0.000000, 0.3448 Second
71, 0.003301, 0.008455, 0.000007, 0.002630, 0.002008, 0.001043, 1.050000, 0.000000, 0.3297 Second
72, 0.003237, 0.008237, 0.000007, 0.002565, 0.001962, 0.001022, 1.050000, 0.000000, 0.3319 Second
73, 0.003177, 0.008036, 0.000006, 0.002504, 0.001919, 0.001004, 1.050000, 0.000000, 0.3318 Second
74, 0.003121, 0.007851, 0.000006, 0.002448, 0.001879, 0.000986
Enlarge: 6.000000, Shrink: 9.000000, treeDepth: 6, minTreeDepth: 6
 
