map_name,max_relative_area_error,area_weighted_mean_error
simplified_belgium_population_by_region_2022.geojson,0.956289,0.254915
simplified_belgium_population_by_region_2022_0.geojson,0.87184,0.231113
simplified_belgium_population_by_region_2022_1.geojson,0.728268,0.227531
simplified_belgium_population_by_region_2022_2.geojson,0.222895,0.0728067
simplified_belgium_population_by_region_2022_3.geojson,0.608916,0.111046
simplified_belgium_population_by_region_2022_4.geojson,0.243542,0.0799788
simplified_belgium_population_by_region_2022_5.geojson,0.578369,0.107503
simplified_belgium_population_by_region_2022_6.geojson,0.298449,0.0821952
simplified_belgium_population_by_region_2022_7.geojson,0.546205,0.0898502
simplified_belgium_population_by_region_2022_8.geojson,1.37802,0.136118
simplified_belgium_population_by_region_2022_9.geojson,0.476026,0.121436
simplified_belgium_population_by_region_2022_10.geojson,0.861348,0.098464
simplified_belgium_population_by_region_2022_11.geojson,0.695793,0.151963
simplified_belgium_population_by_region_2022_12.geojson,0.717959,0.137071
simplified_belgium_population_by_region_2022_13.geojson,0.436652,0.0516649
simplified_belgium_population_by_region_2022_14.geojson,1.81593,0.169902
simplified_belgium_population_by_region_2022_15.geojson,0.219357,0.0821124
simplified_belgium_population_by_region_2022_16.geojson,0.272114,0.0830655
simplified_belgium_population_by_region_2022_17.geojson,0.454805,0.0590481
simplified_belgium_population_by_region_2022_18.geojson,1.34976,0.130134
simplified_belgium_population_by_region_2022_19.geojson,0.223147,0.0552935
simplified_belgium_population_by_region_2022_20.geojson,0.806415,0.0785336
simplified_belgium_population_by_region_2022_21.geojson,0.424433,0.0670922
simplified_belgium_population_by_region_2022_22.geojson,1.27618,0.11949
simplified_belgium_population_by_region_2022_23.geojson,0.236154,0.0732906
simplified_belgium_population_by_region_2022_24.geojson,0.530419,0.0763605
simplified_belgium_population_by_region_2022_25.geojson,0.439808,0.0646622
simplified_belgium_population_by_region_2022_26.geojson,1.1882,0.108019
simplified_belgium_population_by_region_2022_27.geojson,0.135183,0.0420827
simplified_belgium_population_by_region_2022_28.geojson,0.209358,0.0683725
simplified_belgium_population_by_region_2022_29.geojson,0.277961,0.08557
simplified_belgium_population_by_region_2022_30.geojson,0.281471,0.0505595
simplified_belgium_population_by_region_2022_31.geojson,0.480733,0.0570199
simplified_belgium_population_by_region_2022_32.geojson,1.54201,0.140164
simplified_belgium_population_by_region_2022_33.geojson,0.222731,0.0689842
simplified_belgium_population_by_region_2022_34.geojson,0.168524,0.0547291
simplified_belgium_population_by_region_2022_35.geojson,0.306663,0.106259
simplified_belgium_population_by_region_2022_36.geojson,0.284937,0.0946259
simplified_belgium_population_by_region_2022_37.geojson,0.368424,0.0688071
simplified_belgium_population_by_region_2022_38.geojson,0.563021,0.0806075
simplified_belgium_population_by_region_2022_39.geojson,0.3454,0.0397966
simplified_belgium_population_by_region_2022_40.geojson,0.434631,0.0425603
simplified_belgium_population_by_region_2022_41.geojson,0.334352,0.0383566
simplified_belgium_population_by_region_2022_42.geojson,0.44166,0.0430644
simplified_belgium_population_by_region_2022_43.geojson,0.288149,0.032653
simplified_belgium_population_by_region_2022_44.geojson,0.472931,0.0459236
simplified_belgium_population_by_region_2022_45.geojson,0.0816608,0.00875728
simplified_belgium_population_by_region_2022_46.geojson,0.0720422,0.0105805
simplified_belgium_population_by_region_2022_47.geojson,0.169561,0.0186307
simplified_belgium_population_by_region_2022_48.geojson,0.148742,0.0228144
simplified_belgium_population_by_region_2022_49.geojson,0.136034,0.0148178
simplified_belgium_population_by_region_2022_50.geojson,0.19469,0.0215119
simplified_belgium_population_by_region_2022_51.geojson,0.18309,0.0201924
simplified_belgium_population_by_region_2022_52.geojson,0.184992,0.0192427
simplified_belgium_population_by_region_2022_53.geojson,0.219993,0.0244963
simplified_belgium_population_by_region_2022_54.geojson,0.198703,0.0202175
simplified_belgium_population_by_region_2022_55.geojson,0.0312741,0.00332319
simplified_belgium_population_by_region_2022_56.geojson,0.0191641,0.00202996
simplified_belgium_population_by_region_2022_57.geojson,0.0169049,0.00178968
simplified_belgium_population_by_region_2022_58.geojson,0.0152168,0.00161031
simplified_belgium_population_by_region_2022_59.geojson,0.0139439,0.00147517
simplified_belgium_population_by_region_2022_60.geojson,0.0128666,0.00140187
simplified_belgium_population_by_region_2022_61.geojson,0.0120721,0.00134447
simplified_belgium_population_by_region_2022_62.geojson,0.0114153,0.00129465
simplified_belgium_population_by_region_2022_63.geojson,0.0108606,0.00125078
simplified_belgium_population_by_region_2022_64.geojson,0.0103851,0.00121188
simplified_belgium_population_by_region_2022_65.geojson,0.00997648,0.00117743
simplified_belgium_population_by_region_2022_66.geojson,0.00960742,0.00114629
simplified_belgium_population_by_region_2022_67.geojson,0.0092486,0.00111624
simplified_belgium_population_by_region_2022_68.geojson,0.00895742,0.00109045
simplified_belgium_population_by_region_2022_69.geojson,0.00869442,0.00106672
simplified_belgium_population_by_region_2022_70.geojson,0.00845536,0.00104479
simplified_belgium_population_by_region_2022_71.geojson,0.00823679,0.00102443
simplified_belgium_population_by_region_2022_72.geojson,0.00803601,0.00100546
simplified_belgium_population_by_region_2022_73.geojson,0.00785074,0.000987741
