command,mean,stddev,median,user,system,min,max,parameter_qlcf
algeria_population_by_wilaya_2022-5,2.0761655810800006,0.11241296803861663,2.0314870602800004,1.9986031599999994,0.030807799999999996,2.0032787892800004,2.3696116642800003,5
algeria_population_by_wilaya_2022-6,1.4845628350800002,0.03787884051954983,1.46788447678,1.45823346,0.0173635,1.45003533128,1.56319591428,6
algeria_population_by_wilaya_2022-7,1.0330268351799998,0.014017883639725354,1.02954870578,1.01193376,0.0174523,1.01532878928,1.06088399728,7
algeria_population_by_wilaya_2022-8,0.94690701018,0.012978877528803999,0.94146470628,0.9220650600000001,0.0228091,0.93294078928,0.9729940392800001,8
algeria_population_by_wilaya_2022-9,1.0631747724799998,0.02826634170311264,1.0525188722799999,1.01844806,0.0377007,1.03639699728,1.13426458028,9
algeria_population_by_wilaya_2022-10,1.2803910808799999,0.01788898553462161,1.2755724972799998,1.24976586,0.0268123,1.26236862228,1.32216891428,10
algeria_population_by_wilaya_2022-11,1.6954419309800002,0.0223310173149815,1.68886166378,1.6538710599999997,0.033985600000000005,1.67029316428,1.74129216428,11
algeria_population_by_wilaya_2022-12,5.5090334184800005,0.04824870712166456,5.503055289280001,5.32507826,0.1623423,5.42352049728,5.5964669142800005,12
algeria_population_by_wilaya_2022-13,10.95449326408,0.3262669332648723,10.93686614328,10.59670216,0.27224410000000004,10.33740737228,11.705684122280001,13
algeria_population_by_wilaya_2022-14,7.916685980979999,0.673339731902539,8.21926443528,7.705980759999998,0.16052260000000002,6.398860372280001,8.28580737228,14
algeria_population_by_wilaya_2022-15,22.724568730879998,0.03744720073680815,22.713267726279998,22.144862659999998,0.5184449,22.67548845628,22.78748641428,15
australia_population_by_state_and_territory_2021-5,1.6741707000600001,0.038042324854299606,1.65642782946,1.63643794,0.02847658,1.64723566246,1.76781391246,5
australia_population_by_state_and_territory_2021-6,1.12124114996,0.011030503575470342,1.11585143346,1.0970824399999999,0.02247008,1.11163770346,1.14154324646,6
australia_population_by_state_and_territory_2021-7,0.8130350539600002,0.02095689603998982,0.8024497874600001,0.7848738399999999,0.020891379999999994,0.7910148704600001,0.8517231214600001,7
australia_population_by_state_and_territory_2021-8,0.7538359332600001,0.006015213021824604,0.7561762039600001,0.7329451399999999,0.019371180000000005,0.7426022874600001,0.7606119964600001,8
australia_population_by_state_and_territory_2021-9,0.70543821636,0.015920962524522676,0.7008805369600001,0.68209804,0.019670680000000003,0.6833723284600001,0.7345797874600001,9
australia_population_by_state_and_territory_2021-10,0.8800910126600001,0.006595396503067493,0.87810339146,0.8559821399999997,0.022262380000000002,0.8720547044600001,0.8901891624600001,10
australia_population_by_state_and_territory_2021-11,1.1376468499599999,0.02774645458420978,1.13012307896,1.09793824,0.032217079999999995,1.1208914534599999,1.21517578746,11
australia_population_by_state_and_territory_2021-12,2.8765329957600003,0.037117285383814175,2.85665837046,2.79695624,0.06926758,2.84015307846,2.9389906214600003,12
australia_population_by_state_and_territory_2021-13,1.7233578999600003,0.015397569312604224,1.72438045396,1.67642524,0.04314248,1.70153466246,1.7530776204599998,13
australia_population_by_state_and_territory_2021-14,5.9849883333600005,0.1005907658190346,5.950196807959999,5.83217724,0.13600028,5.8846864954599996,6.20021945446,14
