round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 834.393476, 0.998945, 9.923328, 0.578812, 0.500279, 0.560921, 23.490189, 0.000000, 0.2934 Second
1, 718.962530, 0.997802, 5.828161, 0.509536, 0.413689, 0.363738, 19.270379, 0.000000, 0.2990 Second
2, 559.532151, 0.998032, 6.287079, 0.477325, 0.370847, 0.205567, 15.324438, 0.000000, 0.3101 Second
3, 482.296059, 0.997801, 6.085455, 0.455346, 0.339568, 0.139685, 13.955032, 0.000000, 0.3146 Second
4, 403.548063, 0.997886, 6.059953, 0.438897, 0.315901, 0.111903, 15.594893, 0.000000, 0.2931 Second
5, 346.675578, 0.997751, 5.852611, 0.428920, 0.302110, 0.096595, 13.867588, 0.000000, 0.3034 Second
6, 311.501312, 0.997570, 5.608056, 0.420221, 0.289928, 0.086093, 10.062003, 0.000000, 0.3532 Second
7, 280.941219, 0.997340, 5.491612, 0.411664, 0.277494, 0.076262, 9.301862, 0.000000, 0.3642 Second
8, 255.911326, 0.997290, 5.318726, 0.404858, 0.267665, 0.067647, 10.848199, 0.000000, 0.3825 Second
9, 242.483476, 0.997215, 5.113120, 0.399999, 0.260682, 0.062737, 10.261705, 0.000000, 0.3860 Second
10, 229.919826, 0.997136, 4.866114, 0.395837, 0.254625, 0.058354, 9.461640, 0.000000, 0.3958 Second
11, 221.921158, 0.997014, 4.580660, 0.392482, 0.250322, 0.054741, 10.017456, 0.000000, 0.4121 Second
12, 214.243121, 0.996878, 4.280086, 0.389852, 0.246943, 0.051831, 10.583434, 0.000000, 0.4111 Second
13, 205.031465, 0.996742, 3.992238, 0.387011, 0.243635, 0.049255, 8.873978, 0.000000, 0.4413 Second
14, 197.512197, 0.996571, 3.690769, 0.384139, 0.240150, 0.047204, 9.271132, 0.000000, 0.4640 Second
15, 193.558509, 0.996401, 3.459468, 0.381274, 0.236830, 0.046704, 9.278743, 0.000000, 0.4909 Second
16, 188.304809, 0.996229, 3.272033, 0.377985, 0.233533, 0.046275, 9.234706, 0.000000, 0.5089 Second
17, 185.538712, 0.996049, 3.131023, 0.374802, 0.230414, 0.045917, 6.539790, 0.000000, 0.5577 Second
18, 182.038702, 0.995774, 2.961642, 0.369810, 0.225340, 0.044701, 8.228672, 0.000000, 0.5568 Second
19, 179.073019, 0.995528, 2.845912, 0.366711, 0.221941, 0.043401, 7.400586, 0.000000, 0.5638 Second
20, 175.975162, 0.995228, 2.719963, 0.364092, 0.218712, 0.041679, 6.576296, 0.000000, 0.5913 Second
21, 172.010211, 0.994850, 2.583422, 0.361881, 0.216804, 0.040544, 5.203802, 0.000000, 0.5714 Second
22, 164.840494, 0.994305, 2.415418, 0.358867, 0.213849, 0.038631, 3.969796, 0.000000, 0.5780 Second
23, 159.760673, 0.993454, 2.243067, 0.356171, 0.213017, 0.038544, 6.891741, 0.000000, 0.5923 Second
24, 155.290113, 0.992852, 2.147179, 0.353683, 0.209567, 0.037428, 10.949340, 0.000000, 0.6130 Second
25, 150.858322, 0.992338, 2.087275, 0.352512, 0.208420, 0.037010, 7.148024, 0.000000, 0.6452 Second
26, 148.425816, 0.991618, 2.000124, 0.350703, 0.206757, 0.036841, 9.738883, 0.000000, 0.6119 Second
27, 140.328221, 0.991020, 1.939342, 0.349282, 0.205327, 0.035970, 7.362966, 0.000000, 0.6814 Second
28, 138.098811, 0.990103, 1.859448, 0.347202, 0.203231, 0.035670, 11.138040, 0.000000, 0.6549 Second
29, 135.402537, 0.989847, 1.810564, 0.345747, 0.201773, 0.035333, 9.809874, 0.000000, 0.6095 Second
30, 131.032044, 0.990019, 1.758634, 0.344133, 0.200225, 0.034832, 6.860616, 0.000000, 0.7027 Second
31, 127.791296, 0.989912, 1.675921, 0.341937, 0.198308, 0.034735, 8.491383, 0.000000, 0.6927 Second
32, 125.667088, 0.990294, 1.630706, 0.340155, 0.196769, 0.034524, 9.988857, 0.000000, 0.6755 Second
