shapeName,Target Area
Pays de la Loire,3510170.000000
Hauts-de-France,5931091.000000
Provence-Alpes-Côte d'Azur,4882913.000000
Nouvelle-Aquitane,5671076.000000
Grand Est,5521452.000000
Normandie,3293092.000000
Auvergne Rhône-Alpes,7459092.000000
Bretagne,3149701.000000
Bourgogne Franche-Comté,2802519.000000
Centre Val-de-Loire,2531588.000000
Occitanie,5419946.000000
Ile-de-France,11659260.000000
