shapeName,Target Area
Baden-Württemberg,10486660.000000
Bayern,12397614.000000
Berlin,3292365.000000
Brandenburg,2455780.000000
Bremen,650863.000000
Hamburg,1706696.000000
Hessen,5971816.000000
Mecklenburg-Vorpommern,1609982.000000
Niedersachsen,7777992.000000
Nordrhein-Westfalen,17538251.000000
Rheinland-Pfalz,3989808.000000
Saarland,999623.000000
Sachsen-Anhalt,2287040.000000
Sachsen,4056799.000000
Schleswig-Holstein,2800119.000000
Thüringen,2188589.000000
