shapeName,Target Area
Selangor,6994423.000000
Johor,4009670.000000
Kuala Lumpur,1982112.000000
Malacca,998428.000000
Negeri Sembilan,1199974.000000
Sabah,3418785.000000
Sarawak,2453677.000000
Kelantan,1792501.000000
Putrajaya,109202.000000
Terengganu,1149440.000000
Pahang,1591295.000000
Kedah,2131427.000000
Perlis,284885.000000
Perak,2496041.000000
Penang,1740405.000000
Labuan,95120.000000
