AFFGEOID,Target Area
0500000US21193,32926.061900
0500000US22083,32926.061900
0500000US16087,32926.061900
0500000US01099,32926.061900
0500000US22051,440781.000000
0500000US39121,32926.061900
0500000US46075,32926.061900
0500000US45085,105556.000000
0500000US37029,26514.660984
0500000US56031,32926.061900
0500000US51157,29253.187231
0500000US45067,32926.061900
0500000US48403,32926.061900
0500000US30005,32926.061900
0500000US08045,61685.000000
0500000US37155,116530.000000
0500000US48347,64653.000000
0500000US48067,32926.061900
0500000US13201,30943.350353
0500000US29037,107824.000000
0500000US21005,23852.000000
0500000US12017,153843.000000
0500000US21051,32926.061900
0500000US06005,40474.000000
0500000US13089,764382.000000
0500000US37173,32926.061900
0500000US08053,32926.061900
0500000US21003,32926.061900
0500000US22127,32926.061900
0500000US47189,147737.000000
0500000US12117,470856.000000
0500000US28039,32926.061900
0500000US12039,43826.000000
0500000US21033,32926.061900
0500000US35033,32926.061900
0500000US08027,32926.061900
0500000US22125,32926.061900
0500000US44009,129839.000000
0500000US51063,32926.061900
0500000US42133,456438.000000
0500000US20119,32926.061900
0500000US37093,52082.000000
0500000US13013,83505.000000
0500000US12045,32926.061900
0500000US13027,32926.061900
0500000US31013,32926.061900
0500000US05003,32926.061900
0500000US05007,284333.000000
0500000US21127,32926.061900
0500000US06009,45292.000000
0500000US46137,32926.061900
0500000US20203,32926.061900
0500000US51061,72972.000000
0500000US48045,32926.061900
0500000US20081,32926.061900
0500000US48201,4731145.000000
0500000US27165,32926.061900
0500000US22065,32926.061900
0500000US39117,34950.000000
0500000US36111,181851.000000
0500000US06085,1936259.000000
0500000US04009,38533.000000
0500000US29063,32926.061900
0500000US32003,2265461.000000
0500000US12121,43474.000000
0500000US37091,32926.061900
0500000US48343,28220.924495
0500000US47107,53276.000000
0500000US13079,32926.061900
0500000US48371,32926.061900
0500000US46073,32926.061900
0500000US12065,32926.061900
0500000US47165,196281.000000
0500000US13033,32926.061900
0500000US20079,34024.000000
0500000US42089,168327.000000
0500000US51165,83757.000000
0500000US51159,21209.686399
0500000US37027,80652.000000
0500000US48241,32980.000000
0500000US31049,32926.061900
0500000US46111,32926.061900
0500000US49013,32926.061900
0500000US51141,32926.061900
0500000US21031,32926.061900
0500000US06087,270861.000000
0500000US24005,854535.000000
0500000US51119,15228.420617
0500000US34031,524118.000000
0500000US06083,448229.000000
0500000US51111,32926.061900
0500000US45047,69351.000000
0500000US31155,32926.061900
0500000US13241,32926.061900
0500000US51091,32926.061900
0500000US21151,92701.000000
0500000US26129,32926.061900
0500000US27031,32926.061900
0500000US29023,42130.000000
0500000US28157,32926.061900
0500000US13137,46031.000000
0500000US13151,240712.000000
0500000US53029,86857.000000
0500000US47057,32926.061900
0500000US42043,286401.000000
0500000US21195,58669.000000
0500000US48333,32926.061900
0500000US34003,955732.000000
0500000US21175,32926.061900
0500000US37129,225702.000000
0500000US04013,4420568.000000
0500000US01049,71608.000000
0500000US37183,1129410.000000
0500000US06051,32926.061900
0500000US48233,32926.061900
0500000US37013,44652.000000
0500000US47013,39272.000000
0500000US56039,32926.061900
0500000US24037,113777.000000
0500000US30023,32926.061900
0500000US48041,233849.000000
0500000US12075,42915.000000
0500000US42023,32926.061900
0500000US54041,32926.061900
0500000US12057,1459762.000000
0500000US53049,32926.061900
0500000US20025,32926.061900
0500000US37167,62504.000000
0500000US01071,52579.000000
0500000US28159,32926.061900
0500000US11001,689545.000000
0500000US12103,959107.000000
0500000US48411,32926.061900
0500000US46103,109222.000000
0500000US30087,32926.061900
0500000US51087,334389.000000
0500000US42125,209349.000000
0500000US48359,32926.061900
0500000US26097,32926.061900
0500000US45087,32926.061900
0500000US48427,65920.000000
0500000US20123,32926.061900
0500000US48105,32926.061900
0500000US48467,59541.000000
0500000US25007,20600.000000
0500000US27103,34454.000000
0500000US51093,38606.000000
0500000US26089,32926.061900
0500000US08115,32926.061900
0500000US49007,32926.061900
0500000US53073,226847.000000
0500000US13179,65256.000000
0500000US48351,32926.061900
0500000US04001,66021.000000
0500000US51041,364548.000000
0500000US40023,32926.061900
0500000US13195,31323.330526
0500000US21147,32926.061900
0500000US51027,32926.061900
0500000US21085,32926.061900
0500000US37057,168930.000000
0500000US26033,36785.000000
0500000US06073,3298634.000000
0500000US18123,32926.061900
0500000US48017,32926.061900
0500000US28055,32926.061900
0500000US06105,32926.061900
0500000US51101,31186.874052
0500000US34009,95263.000000
0500000US21235,36712.000000
0500000US19029,32926.061900
0500000US38085,32926.061900
0500000US21095,32926.061900
0500000US37017,32926.061900
0500000US21099,32926.061900
0500000US48169,32926.061900
0500000US48033,32926.061900
0500000US47135,32926.061900
0500000US16033,32926.061900
0500000US42075,143257.000000
0500000US48475,32926.061900
0500000US41031,32926.061900
0500000US12083,375908.000000
0500000US49033,32926.061900
0500000US47129,32926.061900
0500000US37087,62089.000000
0500000US50023,59807.000000
0500000US55121,32926.061900
0500000US48157,822779.000000
0500000US29157,32926.061900
0500000US48321,36255.000000
0500000US23009,55478.000000
0500000US13269,32926.061900
0500000US40117,32926.061900
0500000US13189,29061.217339
0500000US22103,264570.000000
0500000US05057,32926.061900
0500000US46023,32926.061900
0500000US21153,32926.061900
0500000US55007,32926.061900
0500000US48013,48981.000000
0500000US37101,215999.000000
0500000US54099,38982.000000
0500000US47005,32926.061900
0500000US48499,44843.000000
0500000US48083,32926.061900
0500000US21135,32926.061900
0500000US51051,32926.061900
0500000US34023,863162.000000
0500000US40095,32926.061900
0500000US48031,32926.061900
0500000US12055,101235.000000
0500000US37089,116281.000000
0500000US48339,620443.000000
0500000US27127,32926.061900
0500000US34027,509285.000000
0500000US41015,32926.061900
0500000US01003,231767.000000
0500000US48079,32926.061900
0500000US30061,32926.061900
0500000US16015,32926.061900
0500000US30025,32926.061900
0500000US24039,32926.061900
0500000US55029,32926.061900
0500000US21155,32926.061900
0500000US01047,38462.000000
0500000US13191,32926.061900
0500000US47063,64499.000000
0500000US46035,32926.061900
0500000US16049,32926.061900
0500000US05063,37938.000000
0500000US12027,33976.000000
0500000US21187,32926.061900
0500000US26163,1793561.000000
0500000US41039,382971.000000
0500000US51143,60501.000000
0500000US30043,32926.061900
0500000US54007,32926.061900
0500000US48455,32926.061900
0500000US01119,32926.061900
0500000US48419,32926.061900
0500000US04012,32926.061900
0500000US20113,32926.061900
0500000US06019,1008654.000000
0500000US20055,38470.000000
0500000US47085,32926.061900
0500000US37153,42946.000000
0500000US42059,35954.000000
0500000US29027,44283.000000
0500000US46007,32926.061900
0500000US22067,32926.061900
0500000US37165,34174.000000
0500000US08095,32926.061900
0500000US40141,32926.061900
0500000US12113,188000.000000
0500000US35029,32926.061900
0500000US12079,32926.061900
0500000US12041,32926.061900
0500000US38071,32926.061900
0500000US26079,32926.061900
0500000US05131,127799.000000
0500000US51015,77487.000000
0500000US40125,72454.000000
0500000US26109,32926.061900
0500000US16063,32926.061900
0500000US35045,121661.000000
0500000US48007,31804.158685
0500000US08083,32926.061900
0500000US36091,235509.000000
0500000US33015,314176.000000
0500000US05145,76822.000000
0500000US01121,82149.000000
0500000US30053,32926.061900
0500000US48323,57887.000000
0500000US20185,32926.061900
0500000US28069,32926.061900
0500000US47145,53404.000000
0500000US48355,353178.000000
0500000US51127,24346.798091
0500000US34001,274534.000000
0500000US13039,54768.000000
0500000US28149,44722.000000
0500000US21067,322570.000000
0500000US46085,32926.061900
0500000US45029,38604.000000
0500000US21131,32926.061900
0500000US40027,295528.000000
0500000US51690,13485.000000
0500000US13009,43799.000000
0500000US19163,174669.000000
0500000US13181,28691.693118
0500000US28007,32926.061900
0500000US34033,64837.000000
0500000US26039,32926.061900
0500000US19117,32926.061900
0500000US18117,32926.061900
0500000US19069,32926.061900
0500000US18055,32926.061900
0500000US26073,64394.000000
0500000US39159,62784.000000
0500000US19135,32926.061900
0500000US05009,37373.000000
0500000US26023,44862.000000
0500000US42009,47577.000000
0500000US42121,50454.000000
0500000US13233,42853.000000
0500000US21197,19729.204208
0500000US27081,32926.061900
0500000US39099,228614.000000
0500000US35023,32926.061900
0500000US54001,32926.061900
0500000US28053,32926.061900
0500000US05067,32926.061900
0500000US17185,25121.960767
0500000US49001,32926.061900
0500000US48473,56794.000000
0500000US01043,87866.000000
0500000US45065,32926.061900
0500000US06011,32926.061900
0500000US06045,91601.000000
0500000US46087,32926.061900
0500000US37177,32926.061900
0500000US36033,47555.000000
0500000US20139,32926.061900
0500000US55115,40881.000000
0500000US06029,909235.000000
0500000US29217,32926.061900
0500000US55095,44977.000000
0500000US10003,570719.000000
0500000US12087,82874.000000
0500000US45069,32926.061900
0500000US01065,32926.061900
0500000US53035,275611.000000
0500000US20135,32926.061900
0500000US55001,32926.061900
0500000US48361,84808.000000
0500000US13121,1066710.000000
0500000US21133,32926.061900
0500000US48119,30719.588556
0500000US48173,32926.061900
0500000US08013,330758.000000
0500000US27021,32926.061900
0500000US29041,32926.061900
0500000US17143,181830.000000
0500000US55045,37093.000000
0500000US22027,32926.061900
0500000US26157,53323.000000
0500000US21039,21478.183293
0500000US46099,197214.000000
0500000US46061,32926.061900
0500000US42079,325594.000000
0500000US17033,32926.061900
0500000US27079,32926.061900
0500000US27091,32926.061900
0500000US55005,46711.000000
0500000US38009,32926.061900
0500000US55053,32926.061900
0500000US29159,42980.000000
0500000US39091,46150.000000
0500000US46005,32926.061900
0500000US18105,139718.000000
0500000US19055,32926.061900
0500000US19067,32926.061900
0500000US05087,32926.061900
0500000US46039,32926.061900
0500000US49057,262223.000000
0500000US26153,32926.061900
0500000US50025,45905.000000
0500000US18017,37870.000000
0500000US56021,100512.000000
0500000US27059,41135.000000
0500000US48263,32926.061900
0500000US54105,25627.059887
0500000US39067,32926.061900
0500000US39065,32926.061900
0500000US31003,32926.061900
0500000US37081,541299.000000
0500000US46101,32926.061900
0500000US26027,51589.000000
0500000US32023,51591.000000
0500000US36011,76248.000000
0500000US23011,123642.000000
0500000US29117,32926.061900
0500000US48069,32926.061900
0500000US56009,32926.061900
0500000US41025,32926.061900
0500000US41069,32926.061900
0500000US49055,32926.061900
0500000US55085,37845.000000
0500000US18091,112417.000000
0500000US37195,78784.000000
0500000US38041,32926.061900
0500000US44003,170363.000000
0500000US31123,32926.061900
0500000US39113,537309.000000
0500000US49009,32926.061900
0500000US37025,225804.000000
0500000US29007,32926.061900
0500000US39063,74920.000000
0500000US29151,32926.061900
0500000US31001,32926.061900
0500000US32019,59235.000000
0500000US30107,32926.061900
0500000US05049,32926.061900
0500000US55141,74207.000000
0500000US05047,32926.061900
0500000US17055,37804.000000
0500000US17029,46863.000000
0500000US55067,32926.061900
0500000US28113,40324.000000
0500000US29107,32984.000000
0500000US13015,108901.000000
0500000US29011,32926.061900
0500000US42073,86070.000000
0500000US29121,32926.061900
0500000US13143,31024.331258
0500000US17053,32926.061900
0500000US42069,215896.000000
0500000US39103,182470.000000
0500000US13173,21665.467957
0500000US17025,32926.061900
0500000US26017,103856.000000
0500000US39075,44223.000000
0500000US13239,17204.569346
0500000US36101,93584.000000
0500000US54035,32926.061900
0500000US38061,32926.061900
0500000US17201,285350.000000
0500000US31043,29413.702402
0500000US20093,32926.061900
0500000US29043,88842.000000
0500000US18077,33147.000000
0500000US48049,38095.000000
0500000US27049,47582.000000
0500000US37037,76285.000000
0500000US35028,19419.000000
0500000US05005,41627.000000
0500000US28119,32926.061900
0500000US01029,32926.061900
0500000US48117,32926.061900
0500000US27001,32926.061900
0500000US42037,64727.000000
0500000US27117,32926.061900
0500000US48399,32926.061900
0500000US13223,168661.000000
0500000US40011,32926.061900
0500000US48417,32926.061900
0500000US36085,495747.000000
0500000US47083,22846.305396
0500000US47181,32926.061900
0500000US48281,32926.061900
0500000US29073,32926.061900
0500000US23029,32926.061900
0500000US13321,32926.061900
0500000US17093,131869.000000
0500000US51800,94324.000000
0500000US26051,32926.061900
0500000US51750,16070.000000
0500000US29079,32926.061900
0500000US18009,17947.825464
0500000US36041,32926.061900
0500000US25019,14255.000000
0500000US48165,32926.061900
0500000US38029,32926.061900
0500000US41037,32926.061900
0500000US19137,32926.061900
0500000US35013,219561.000000
0500000US40035,32926.061900
0500000US55069,32926.061900
0500000US40143,669279.000000
0500000US01081,174241.000000
0500000US47133,32926.061900
0500000US40139,32926.061900
0500000US48447,32926.061900
0500000US19095,32926.061900
0500000US26075,160366.000000
0500000US29103,32926.061900
0500000US01013,32926.061900
0500000US48217,35874.000000
0500000US47061,32926.061900
0500000US12111,329226.000000
0500000US31083,32926.061900
0500000US31107,32926.061900
0500000US32510,58639.000000
0500000US18183,34191.000000
0500000US48357,32926.061900
0500000US13037,31820.456338
0500000US47069,32926.061900
0500000US13081,30604.982935
0500000US51740,97915.000000
0500000US40029,32926.061900
0500000US08007,32926.061900
0500000US29091,39750.000000
0500000US31017,32926.061900
0500000US36099,33814.000000
0500000US17087,32926.061900
0500000US40057,32926.061900
0500000US05055,45736.000000
0500000US48253,32926.061900
0500000US38069,32926.061900
0500000US18143,24384.000000
0500000US40137,42848.000000
0500000US47177,40953.000000
0500000US13061,23813.711484
0500000US21083,36649.000000
0500000US31047,32926.061900
0500000US37073,32926.061900
0500000US26125,1274395.000000
0500000US55071,81359.000000
0500000US13207,32926.061900
0500000US28031,32926.061900
0500000US40151,32926.061900
0500000US01045,49326.000000
0500000US17135,32926.061900
0500000US17173,32926.061900
0500000US39033,42025.000000
0500000US40097,39046.000000
0500000US55049,32926.061900
0500000US19025,32926.061900
0500000US48477,35805.000000
0500000US51770,100011.000000
0500000US13199,32926.061900
0500000US16017,47110.000000
0500000US33013,153808.000000
0500000US17139,32926.061900
0500000US40001,32926.061900
0500000US01061,32926.061900
0500000US31179,32926.061900
0500000US08125,32926.061900
0500000US20137,32926.061900
0500000US48439,2110640.000000
0500000US48209,241067.000000
0500000US13175,49570.000000
0500000US42057,32926.061900
0500000US17163,257400.000000
0500000US21045,32926.061900
0500000US26093,193866.000000
0500000US21047,72748.000000
0500000US31133,32926.061900
0500000US22061,48396.000000
0500000US18025,32926.061900
0500000US05119,399125.000000
0500000US29225,39085.000000
0500000US48423,233479.000000
0500000US19013,131144.000000
0500000US21173,28114.000000
0500000US31113,32926.061900
0500000US13063,297595.000000
0500000US48021,97216.000000
0500000US19109,32926.061900
0500000US27109,162847.000000
0500000US18029,50679.000000
0500000US39031,36612.000000
0500000US46105,32926.061900
0500000US48059,32926.061900
0500000US50003,37347.000000
0500000US28025,32926.061900
0500000US20167,32926.061900
0500000US47051,42774.000000
0500000US48135,165171.000000
0500000US47111,32926.061900
0500000US29013,32926.061900
0500000US48293,32926.061900
0500000US48319,32926.061900
0500000US47161,32926.061900
0500000US35027,32926.061900
0500000US19197,32926.061900
0500000US18011,70812.000000
0500000US17049,34668.000000
0500000US48047,32926.061900
0500000US53069,30430.364659
0500000US47131,32926.061900
0500000US20169,54303.000000
0500000US21207,31411.897888
0500000US17133,34962.000000
0500000US26161,372258.000000
0500000US36021,61570.000000
0500000US39015,43676.000000
0500000US12109,273425.000000
0500000US20085,32926.061900
0500000US12003,32926.061900
0500000US40081,33458.000000
0500000US13095,85790.000000
0500000US12035,115378.000000
0500000US47153,28855.823168
0500000US42021,133472.000000
0500000US18053,66674.000000
0500000US55031,44295.000000
0500000US36121,40531.000000
0500000US18093,45011.000000
0500000US40019,48003.000000
0500000US22007,32926.061900
0500000US47067,24471.865023
0500000US53063,539339.000000
0500000US48445,32926.061900
0500000US41063,32926.061900
0500000US49049,659399.000000
0500000US26019,32926.061900
0500000US17183,74188.000000
0500000US20019,32926.061900
0500000US55027,89396.000000
0500000US19121,32926.061900
0500000US20089,32926.061900
0500000US51011,32926.061900
0500000US39169,116894.000000
0500000US31125,32926.061900
0500000US31097,32926.061900
0500000US31101,32926.061900
0500000US30041,32926.061900
0500000US17095,49967.000000
0500000US37145,39097.000000
0500000US46067,32926.061900
0500000US54061,105822.000000
0500000US40093,32926.061900
0500000US31135,32926.061900
0500000US12051,39619.000000
0500000US17099,109658.000000
0500000US21113,52991.000000
0500000US35061,76205.000000
0500000US05027,32926.061900
0500000US40009,32926.061900
0500000US48237,32926.061900
0500000US27131,67097.000000
0500000US46081,32926.061900
0500000US46015,32926.061900
0500000US51043,19634.106056
0500000US48211,32926.061900
0500000US38007,32926.061900
0500000US39157,93263.000000
0500000US29089,32926.061900
0500000US40105,32926.061900
0500000US41041,50395.000000
0500000US29071,104682.000000
0500000US40129,32926.061900
0500000US38003,32926.061900
0500000US42113,32926.061900
0500000US17107,32926.061900
0500000US18087,40446.000000
0500000US28135,32926.061900
0500000US05097,32926.061900
0500000US51173,32926.061900
0500000US49027,32926.061900
0500000US48483,32926.061900
0500000US28003,34740.000000
0500000US01031,53465.000000
0500000US51620,8180.000000
0500000US23005,303069.000000
0500000US17001,65737.000000
0500000US18079,32926.061900
0500000US27067,43732.000000
0500000US17011,33244.000000
0500000US29125,32926.061900
0500000US55065,32926.061900
0500000US40041,40397.000000
0500000US29209,32926.061900
0500000US48143,42545.000000
0500000US50013,21211.722085
0500000US55129,32926.061900
0500000US39133,161791.000000
0500000US19019,32926.061900
0500000US55099,32926.061900
0500000US17059,32926.061900
0500000US21221,32926.061900
0500000US31163,32926.061900
0500000US47011,108620.000000
0500000US17151,32926.061900
0500000US19101,32926.061900
0500000US19125,33414.000000
0500000US39151,374853.000000
0500000US19047,32926.061900
0500000US28115,32926.061900
0500000US39125,32926.061900
0500000US18075,32926.061900
0500000US38027,32926.061900
0500000US05053,32926.061900
0500000US26057,41761.000000
0500000US31109,322608.000000
0500000US31039,32926.061900
0500000US17119,265859.000000
0500000US31167,32926.061900
0500000US51790,25750.000000
0500000US40083,49555.000000
0500000US46049,32926.061900
0500000US29153,32926.061900
0500000US20099,32926.061900
0500000US28155,32926.061900
0500000US08061,32926.061900
0500000US31121,32926.061900
0500000US20041,32926.061900
0500000US48093,32926.061900
0500000US38063,32926.061900
0500000US29186,32926.061900
0500000US39047,32926.061900
0500000US51540,46553.000000
0500000US08099,32926.061900
0500000US42065,44492.000000
0500000US20145,32926.061900
0500000US31041,32926.061900
0500000US48363,32926.061900
0500000US26025,134310.000000
0500000US19173,32926.061900
0500000US30073,32926.061900
0500000US54063,32926.061900
0500000US33005,76458.000000
0500000US21143,28210.440787
0500000US29215,32926.061900
0500000US13259,32926.061900
0500000US54097,32926.061900
0500000US55063,120784.000000
0500000US37135,148696.000000
0500000US36055,759443.000000
0500000US36117,91283.000000
0500000US40021,47078.000000
0500000US17177,44630.000000
0500000US27047,32926.061900
0500000US29053,32926.061900
0500000US16001,494967.000000
0500000US17035,32926.061900
0500000US21009,44485.000000
0500000US18139,32926.061900
0500000US26135,32926.061900
0500000US18101,32926.061900
0500000US51700,186247.000000
0500000US26121,175824.000000
0500000US18035,111903.000000
0500000US39069,32926.061900
0500000US05129,32926.061900
0500000US18171,32926.061900
0500000US29061,32926.061900
0500000US35006,32926.061900
0500000US48191,32926.061900
0500000US39161,32926.061900
0500000US13235,27746.714432
0500000US41027,32926.061900
0500000US18007,32926.061900
0500000US20101,32926.061900
0500000US16055,171362.000000
0500000US51735,12460.000000
0500000US17165,32926.061900
0500000US48251,179927.000000
0500000US13193,32926.061900
0500000US21037,93076.000000
0500000US12091,211668.000000
0500000US29067,32926.061900
0500000US28057,32926.061900
0500000US31069,32926.061900
0500000US19171,32926.061900
0500000US21167,26988.611237
0500000US51600,24146.000000
0500000US41071,107722.000000
0500000US05115,63381.000000
0500000US40061,32926.061900
0500000US13045,119148.000000
0500000US48493,49753.000000
0500000US35001,676444.000000
0500000US32007,53702.000000
0500000US40043,32926.061900
0500000US55033,45440.000000
0500000US27085,36771.000000
0500000US29139,32926.061900
0500000US38103,32926.061900
0500000US29181,32926.061900
0500000US17149,32926.061900
0500000US27133,32926.061900
0500000US29223,32926.061900
0500000US56017,32926.061900
0500000US37105,63285.000000
0500000US17041,32926.061900
0500000US05023,32926.061900
0500000US46029,32926.061900
0500000US01059,32926.061900
0500000US46065,32926.061900
0500000US39005,52447.000000
0500000US27151,32926.061900
0500000US48077,32926.061900
0500000US08021,32926.061900
0500000US51640,6720.000000
0500000US13023,23957.050427
0500000US04017,106717.000000
0500000US20027,32926.061900
0500000US18133,36726.000000
0500000US46102,32926.061900
0500000US17005,32926.061900
0500000US48145,32926.061900
0500000US05123,32926.061900
0500000US17105,35815.000000
0500000US39083,62721.000000
0500000US28027,32926.061900
0500000US18111,32926.061900
0500000US40153,32926.061900
0500000US30079,32926.061900
0500000US20097,32926.061900
0500000US18135,32926.061900
0500000US37045,99519.000000
0500000US27039,32926.061900
0500000US42001,103852.000000
0500000US46025,32926.061900
0500000US19077,32926.061900
0500000US20125,32926.061900
0500000US37189,54086.000000
0500000US28047,208621.000000
0500000US17101,32926.061900
0500000US50019,32926.061900
0500000US47071,32926.061900
0500000US26059,45746.000000
0500000US28077,32926.061900
0500000US31137,32926.061900
0500000US37063,324833.000000
0500000US20037,38972.000000
0500000US19073,32926.061900
0500000US08009,32926.061900
0500000US28111,32926.061900
0500000US38089,33646.000000
0500000US13169,32926.061900
0500000US31081,32926.061900
0500000US36037,58388.000000
0500000US38057,32926.061900
0500000US45001,32926.061900
0500000US51021,32926.061900
0500000US21225,32926.061900
0500000US20159,32926.061900
0500000US31105,32926.061900
0500000US28101,32926.061900
0500000US48183,124239.000000
0500000US46121,32926.061900
0500000US49045,72698.000000
0500000US18099,46095.000000
0500000US47101,30690.010193
0500000US21223,17094.677074
0500000US01079,33073.000000
0500000US08011,32926.061900
0500000US21001,32926.061900
0500000US01057,32926.061900
0500000US17063,52533.000000
0500000US29085,32926.061900
0500000US56015,32926.061900
0500000US21015,135968.000000
0500000US28045,46053.000000
0500000US08103,32926.061900
0500000US12005,175216.000000
0500000US48309,260579.000000
0500000US31175,32926.061900
0500000US20107,32926.061900
0500000US06049,32926.061900
0500000US31145,32926.061900
0500000US39155,201977.000000
0500000US55119,32926.061900
0500000US38087,32926.061900
0500000US28093,33752.000000
0500000US29187,66922.000000
0500000US12099,1492191.000000
0500000US27101,32926.061900
0500000US40073,32926.061900
0500000US20155,61898.000000
0500000US30021,32926.061900
0500000US16075,32926.061900
0500000US48003,32926.061900
0500000US36027,295911.000000
0500000US29173,32926.061900
0500000US48271,32926.061900
0500000US51013,238643.000000
0500000US28139,32926.061900
0500000US26139,296200.000000
0500000US22121,27199.000000
0500000US39147,55069.000000
0500000US51660,51814.000000
0500000US18047,32926.061900
0500000US40053,32926.061900
0500000US39149,48230.000000
0500000US39041,214124.000000
0500000US38001,32926.061900
0500000US39101,65359.000000
0500000US36069,112458.000000
0500000US54089,32926.061900
0500000US21149,28034.275463
0500000US36019,79843.000000
0500000US27125,32926.061900
0500000US29169,53955.000000
0500000US05149,32926.061900
0500000US31183,32926.061900
0500000US50015,32926.061900
0500000US21057,32926.061900
0500000US19195,32926.061900
0500000US55135,51812.000000
0500000US27029,32926.061900
0500000US16035,32926.061900
0500000US40049,32926.061900
0500000US46003,32926.061900
0500000US32021,32926.061900
0500000US39037,51881.000000
0500000US29115,32926.061900
0500000US31095,32926.061900
0500000US39021,38714.000000
0500000US51683,42772.000000
0500000US47007,32926.061900
0500000US31055,584526.000000
0500000US17045,32926.061900
0500000US27003,363887.000000
0500000US18067,83658.000000
0500000US20073,32926.061900
0500000US13293,32926.061900
0500000US05089,32926.061900
0500000US34037,144221.000000
0500000US20049,32926.061900
0500000US20129,32926.061900
0500000US18107,37936.000000
0500000US21105,27635.778447
0500000US31159,32926.061900
0500000US17039,32926.061900
0500000US20111,32926.061900
0500000US20115,32926.061900
0500000US48115,32926.061900
0500000US08079,32926.061900
0500000US51049,32413.381388
0500000US29003,32926.061900
0500000US31115,32926.061900
0500000US35037,32926.061900
0500000US48137,32926.061900
0500000US18019,121093.000000
0500000US51590,42590.000000
0500000US51760,226610.000000
0500000US48331,32926.061900
0500000US12011,1944375.000000
0500000US13005,31289.993665
0500000US19011,32926.061900
0500000US17169,32926.061900
0500000US48095,32926.061900
0500000US18165,28624.112798
0500000US01037,32926.061900
0500000US34039,575345.000000
0500000US55107,32926.061900
0500000US17073,49284.000000
0500000US48497,68632.000000
0500000US13227,33216.000000
0500000US31027,32926.061900
0500000US17147,32926.061900
0500000US17155,19041.740475
0500000US47077,32926.061900
0500000US55041,32926.061900
0500000US38021,32926.061900
0500000US46019,32926.061900
0500000US31129,32926.061900
0500000US46077,32926.061900
0500000US29141,32926.061900
0500000US55101,197727.000000
0500000US19085,32926.061900
0500000US21141,32926.061900
0500000US26149,60939.000000
0500000US48149,32926.061900
0500000US46069,32926.061900
0500000US36057,49532.000000
0500000US55017,66297.000000
0500000US39145,74008.000000
0500000US39053,32926.061900
0500000US29097,122761.000000
0500000US28153,32926.061900
0500000US29111,32926.061900
0500000US19099,37813.000000
0500000US48085,1064465.000000
0500000US48489,32926.061900
0500000US27037,439882.000000
0500000US29057,32926.061900
0500000US18129,32926.061900
0500000US39055,95397.000000
0500000US08105,32926.061900
0500000US17057,33609.000000
0500000US37169,44520.000000
0500000US48147,35662.000000
0500000US48397,107819.000000
0500000US30091,32926.061900
0500000US32029,28950.383448
0500000US51680,79009.000000
0500000US01027,32926.061900
0500000US29045,32926.061900
0500000US19119,32926.061900
0500000US37191,117333.000000
0500000US38049,32926.061900
0500000US18023,33190.000000
0500000US27115,32926.061900
0500000US13255,67306.000000
0500000US01021,45014.000000
0500000US41059,80075.000000
0500000US29155,32926.061900
0500000US19075,32926.061900
0500000US17061,32926.061900
0500000US48275,32926.061900
0500000US46083,65161.000000
0500000US56023,32926.061900
0500000US39129,58539.000000
0500000US18097,977203.000000
0500000US40033,32926.061900
0500000US20153,32926.061900
0500000US17181,32926.061900
0500000US27063,32926.061900
0500000US17065,32926.061900
0500000US17145,32926.061900
0500000US17131,32926.061900
0500000US13047,67872.000000
0500000US42081,114188.000000
0500000US13145,34668.000000
0500000US20091,609863.000000
0500000US21091,21743.909541
0500000US29133,32926.061900
0500000US13099,32926.061900
0500000US13149,32926.061900
0500000US35011,32926.061900
0500000US27153,32926.061900
0500000US31161,32926.061900
0500000US54091,19176.767226
0500000US05071,32926.061900
0500000US48485,129350.000000
0500000US29005,32926.061900
0500000US37077,60992.000000
0500000US12021,375752.000000
0500000US19105,32926.061900
0500000US51115,10772.327525
0500000US27019,106922.000000
0500000US48507,32926.061900
0500000US50001,37363.000000
0500000US50011,49946.000000
0500000US21199,65034.000000
0500000US27105,32926.061900
0500000US27123,552352.000000
0500000US13111,32926.061900
0500000US17123,32926.061900
0500000US05031,111231.000000
0500000US55077,32926.061900
0500000US31177,32926.061900
0500000US53039,32926.061900
0500000US54009,22559.000000
0500000US18113,47457.000000
0500000US48099,83093.000000
0500000US22019,216785.000000
0500000US27007,46228.000000
0500000US28081,83343.000000
0500000US40109,796292.000000
0500000US55091,27242.632009
0500000US46135,32926.061900
0500000US38101,69919.000000
0500000US26021,154316.000000
0500000US36035,53324.000000
0500000US18005,82208.000000
0500000US38047,32926.061900
0500000US39009,62431.000000
0500000US13211,32926.061900
0500000US27161,32926.061900
0500000US42015,59967.000000
0500000US20077,32926.061900
0500000US19039,32926.061900
0500000US36039,47931.000000
0500000US12081,399710.000000
0500000US13299,36251.000000
0500000US33001,63705.000000
0500000US26031,32926.061900
0500000US16081,32926.061900
0500000US13011,25492.183639
0500000US36083,161130.000000
0500000US37003,36444.000000
0500000US31061,32926.061900
0500000US39111,32926.061900
0500000US27087,32926.061900
0500000US18073,32926.061900
0500000US26043,32926.061900
0500000US20005,32926.061900
0500000US31085,32926.061900
0500000US48197,32926.061900
0500000US40005,32926.061900
0500000US37109,86810.000000
0500000US39171,37102.000000
0500000US29051,77279.000000
0500000US42055,155932.000000
0500000US13277,41344.000000
0500000US39045,158921.000000
0500000US27157,32926.061900
