map_name,max_relative_area_error,area_weighted_mean_error
metropolitan_france_population_by_departement_2022.geojson,7.01107,0.383137
metropolitan_france_population_by_departement_2022_0.geojson,3.02466,0.206083
metropolitan_france_population_by_departement_2022_1.geojson,1.1432,0.118965
metropolitan_france_population_by_departement_2022_2.geojson,0.833561,0.0538881
metropolitan_france_population_by_departement_2022_3.geojson,0.26005,0.0351815
metropolitan_france_population_by_departement_2022_4.geojson,0.657683,0.0520729
metropolitan_france_population_by_departement_2022_5.geojson,1.30181,0.0575188
metropolitan_france_population_by_departement_2022_6.geojson,0.314903,0.0366056
metropolitan_france_population_by_departement_2022_7.geojson,0.354677,0.0395708
metropolitan_france_population_by_departement_2022_8.geojson,0.381838,0.0364362
metropolitan_france_population_by_departement_2022_9.geojson,0.351075,0.0342789
metropolitan_france_population_by_departement_2022_10.geojson,0.568865,0.0442237
metropolitan_france_population_by_departement_2022_11.geojson,0.448421,0.0453305
metropolitan_france_population_by_departement_2022_12.geojson,1.15146,0.0915718
metropolitan_france_population_by_departement_2022_13.geojson,0.410194,0.0724016
metropolitan_france_population_by_departement_2022_14.geojson,0.57165,0.0695247
metropolitan_france_population_by_departement_2022_15.geojson,0.779423,0.0784494
metropolitan_france_population_by_departement_2022_16.geojson,0.466076,0.04775
metropolitan_france_population_by_departement_2022_17.geojson,0.295156,0.0293492
metropolitan_france_population_by_departement_2022_18.geojson,0.517623,0.0305588
metropolitan_france_population_by_departement_2022_19.geojson,1.35421,0.0534134
metropolitan_france_population_by_departement_2022_20.geojson,0.380017,0.0264318
metropolitan_france_population_by_departement_2022_21.geojson,0.648344,0.0271286
metropolitan_france_population_by_departement_2022_22.geojson,0.356886,0.0210236
metropolitan_france_population_by_departement_2022_23.geojson,0.447417,0.0278127
metropolitan_france_population_by_departement_2022_24.geojson,0.618528,0.0348355
metropolitan_france_population_by_departement_2022_25.geojson,0.245758,0.0233783
metropolitan_france_population_by_departement_2022_26.geojson,1.1017,0.0657732
metropolitan_france_population_by_departement_2022_27.geojson,0.295178,0.042958
metropolitan_france_population_by_departement_2022_28.geojson,0.538498,0.0456852
metropolitan_france_population_by_departement_2022_29.geojson,0.641944,0.0386177
metropolitan_france_population_by_departement_2022_30.geojson,0.479106,0.0379761
metropolitan_france_population_by_departement_2022_31.geojson,0.724098,0.0382689
metropolitan_france_population_by_departement_2022_32.geojson,0.573498,0.0480373
