round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 7.011074, 0.994855, 3.476719, 0.432463, 0.360276, 0.318521, 16.799886, 0.000000, 0.1418 Second
1, 3.024664, 0.961508, 0.347515, 0.257598, 0.174991, 0.148648, 14.279693, 0.000000, 0.1498 Second
2, 1.143197, 0.775031, 0.030133, 0.138675, 0.093201, 0.102633, 14.144872, 0.000000, 0.1682 Second
3, 0.833561, 0.304949, 0.004889, 0.070770, 0.052549, 0.057372, 10.424788, 0.000000, 0.1753 Second
4, 0.260050, 0.225518, 0.002178, 0.046637, 0.036251, 0.034925, 4.352034, 0.000000, 0.1871 Second
5, 0.403070, 0.657683, 0.009141, 0.078538, 0.048065, 0.045992, 6.274369, 0.000000, 0.2075 Second
6, 1.301810, 0.625999, 0.009436, 0.088576, 0.055897, 0.056420, 12.527309, 0.000000, 0.2284 Second
7, 0.314903, 0.157112, 0.001903, 0.044018, 0.036782, 0.037400, 4.575400, 0.000000, 0.2430 Second
8, 0.354677, 0.323326, 0.004208, 0.062936, 0.044228, 0.037868, 8.824711, 0.000000, 0.2583 Second
9, 0.325690, 0.381838, 0.003186, 0.054934, 0.038092, 0.037520, 8.941227, 0.000000, 0.2721 Second
10, 0.297064, 0.351075, 0.002818, 0.050886, 0.034767, 0.030885, 6.805625, 0.000000, 0.2780 Second
11, 0.568865, 0.291784, 0.003361, 0.057688, 0.037863, 0.048691, 10.383617, 0.000000, 0.3035 Second
12, 0.362062, 0.448421, 0.003419, 0.054534, 0.035820, 0.041585, 5.620360, 0.000000, 0.3172 Second
13, 1.151460, 0.705210, 0.022233, 0.123448, 0.078524, 0.092613, 12.523064, 0.000000, 0.3727 Second
14, 0.402223, 0.410194, 0.006981, 0.080726, 0.065403, 0.068870, 8.254105, 0.000000, 0.3598 Second
15, 0.487014, 0.571650, 0.015061, 0.108410, 0.079889, 0.066520, 6.819328, 0.000000, 0.4029 Second
16, 0.779423, 0.613026, 0.014347, 0.106119, 0.070165, 0.067826, 13.360488, 0.000000, 0.3854 Second
17, 0.420943, 0.466076, 0.005474, 0.069598, 0.047963, 0.048133, 9.253477, 0.000000, 0.4111 Second
18, 0.295156, 0.234642, 0.001526, 0.039243, 0.029809, 0.029538, 5.834670, 0.000000, 0.4084 Second
19, 0.221480, 0.517623, 0.004041, 0.056226, 0.033909, 0.027715, 5.006565, 0.000000, 0.4192 Second
20, 1.354206, 0.286375, 0.006100, 0.084154, 0.049200, 0.067061, 13.737748, 0.000000, 0.4540 Second
21, 0.118861, 0.380017, 0.002516, 0.046716, 0.030159, 0.024877, 5.833420, 0.000000, 0.4461 Second
22, 0.648344, 0.241484, 0.001990, 0.045430, 0.030022, 0.026922, 9.940796, 0.000000, 0.4585 Second
23, 0.218906, 0.356886, 0.001481, 0.036461, 0.023214, 0.020960, 6.501765, 0.000000, 0.4746 Second
24, 0.447417, 0.401115, 0.002460, 0.045847, 0.025616, 0.024282, 7.066864, 0.000000, 0.4658 Second
25, 0.618528, 0.371835, 0.002631, 0.051669, 0.031622, 0.039835, 9.930479, 0.000000, 0.4971 Second
26, 0.120481, 0.245758, 0.001286, 0.034298, 0.021785, 0.021429, 3.540371, 0.000000, 0.5037 Second
27, 1.101696, 0.383262, 0.009152, 0.095940, 0.063039, 0.080835, 16.321558, 0.000000, 0.5558 Second
28, 0.241962, 0.295178, 0.003562, 0.057392, 0.045893, 0.041324, 5.945389, 0.000000, 0.5389 Second
29, 0.386312, 0.538498, 0.005652, 0.067928, 0.046890, 0.041133, 7.637121, 0.000000, 0.5577 Second
30, 0.641944, 0.441527, 0.004844, 0.066687, 0.039752, 0.039770, 7.945756, 0.000000, 0.5757 Second
31, 0.479106, 0.451608, 0.004235, 0.061630, 0.039554, 0.035707, 8.390469, 0.000000, 0.5939 Second
32, 0.724098, 0.405653, 0.004112, 0.061928, 0.037660, 0.040884, 7.839259, 0.000000, 0.6186 Second
