round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 4.082288, 0.948122, 0.683830, 0.409874, 0.332779, 0.402671, 12.654450, 0.000000, 0.0528 Second
1, 2.553671, 0.785585, 0.092455, 0.259428, 0.214720, 0.227933, 15.701904, 0.000000, 0.0538 Second
2, 1.779261, 0.470297, 0.020465, 0.144101, 0.107414, 0.110736, 12.921050, 0.000000, 0.0589 Second
3, 0.359578, 0.350344, 0.004135, 0.062699, 0.048379, 0.035148, 3.842771, 0.000000, 0.0564 Second
4, 0.208486, 0.305837, 0.002388, 0.047376, 0.036048, 0.033409, 3.869904, 0.000000, 0.0610 Second
5, 0.787575, 0.232549, 0.003506, 0.060631, 0.036711, 0.061818, 8.851005, 0.000000, 0.0645 Second
6, 0.308951, 0.476046, 0.013770, 0.104010, 0.073716, 0.063319, 5.251245, 0.000000, 0.0665 Second
7, 1.028626, 0.424366, 0.010190, 0.103256, 0.069026, 0.106745, 13.741269, 0.000000, 0.0655 Second
8, 0.214985, 0.348419, 0.004923, 0.066045, 0.046884, 0.036707, 6.430922, 0.000000, 0.0723 Second
9, 0.337167, 0.250958, 0.002293, 0.047699, 0.036114, 0.028544, 4.509437, 0.000000, 0.0747 Second
10, 0.171897, 0.223013, 0.001401, 0.036442, 0.025834, 0.018646, 2.519755, 0.000000, 0.0690 Second
11, 0.136666, 0.178151, 0.000916, 0.029815, 0.021858, 0.014003, 1.455938, 0.000000, 0.0703 Second
12, 0.111223, 0.151144, 0.000712, 0.026559, 0.020054, 0.012147, 1.361977, 0.000000, 0.0747 Second
13, 0.110249, 0.154356, 0.000620, 0.024650, 0.018596, 0.011563, 1.141479, 0.000000, 0.0756 Second
14, 0.109532, 0.157103, 0.000584, 0.023930, 0.017888, 0.010680, 1.050000, 0.000000, 0.0775 Second
15, 0.107044, 0.157018, 0.000573, 0.023706, 0.017863, 0.011046, 1.183547, 0.000000, 0.0845 Second
16, 0.114107, 0.180628, 0.000849, 0.028610, 0.019567, 0.011442, 2.121437, 0.000000, 0.0852 Second
17, 0.343446, 0.214303, 0.001407, 0.037612, 0.022756, 0.014753, 5.417843, 0.000000, 0.0876 Second
18, 0.104635, 0.432355, 0.002803, 0.046156, 0.022523, 0.013116, 2.774430, 0.000000, 0.0891 Second
19, 0.819470, 0.208058, 0.003406, 0.062251, 0.031629, 0.025154, 8.204325, 0.000000, 0.0877 Second
20, 0.134811, 0.377010, 0.005131, 0.064263, 0.034821, 0.019820, 3.460995, 0.000000, 0.0923 Second
21, 0.929939, 0.297471, 0.004014, 0.066113, 0.034053, 0.032786, 9.466236, 0.000000, 0.0929 Second
22, 0.107739, 0.533291, 0.009737, 0.083214, 0.043196, 0.023072, 5.773618, 0.000000, 0.0999 Second
23, 0.102583, 0.390587, 0.003962, 0.057064, 0.032087, 0.018270, 3.104960, 0.000000, 0.0985 Second
24, 0.100501, 0.304733, 0.002637, 0.047714, 0.027587, 0.016855, 4.524973, 0.000000, 0.0951 Second
25, 0.422363, 0.265207, 0.001970, 0.044174, 0.024312, 0.018880, 4.979020, 0.000000, 0.1052 Second
