map_name,max_relative_area_error,area_weighted_mean_error
japan_population_by_prefecture_2020.geojson,4.08229,0.491301
japan_population_by_prefecture_2020_0.geojson,2.55367,0.271176
japan_population_by_prefecture_2020_1.geojson,1.77926,0.11195
japan_population_by_prefecture_2020_2.geojson,0.359578,0.0355149
japan_population_by_prefecture_2020_3.geojson,0.305837,0.0360536
japan_population_by_prefecture_2020_4.geojson,0.787575,0.0528071
japan_population_by_prefecture_2020_5.geojson,0.476046,0.0748746
japan_population_by_prefecture_2020_6.geojson,1.02863,0.0992331
japan_population_by_prefecture_2020_7.geojson,0.348419,0.0383459
japan_population_by_prefecture_2020_8.geojson,0.337167,0.0290375
japan_population_by_prefecture_2020_9.geojson,0.223013,0.0188373
japan_population_by_prefecture_2020_10.geojson,0.178151,0.0141573
japan_population_by_prefecture_2020_11.geojson,0.151144,0.0121916
japan_population_by_prefecture_2020_12.geojson,0.154356,0.0116555
japan_population_by_prefecture_2020_13.geojson,0.157103,0.0107572
japan_population_by_prefecture_2020_14.geojson,0.157018,0.0111067
japan_population_by_prefecture_2020_15.geojson,0.180628,0.0116916
japan_population_by_prefecture_2020_16.geojson,0.343446,0.0146347
japan_population_by_prefecture_2020_17.geojson,0.432355,0.0148349
japan_population_by_prefecture_2020_18.geojson,0.81947,0.0211091
japan_population_by_prefecture_2020_19.geojson,0.37701,0.0226221
japan_population_by_prefecture_2020_20.geojson,0.929939,0.0262675
japan_population_by_prefecture_2020_21.geojson,0.533291,0.0269026
japan_population_by_prefecture_2020_22.geojson,0.390587,0.0202657
japan_population_by_prefecture_2020_23.geojson,0.304733,0.0185458
japan_population_by_prefecture_2020_24.geojson,0.422363,0.0176974
japan_population_by_prefecture_2020_25.geojson,0.69445,0.0295341
japan_population_by_prefecture_2020_26.geojson,1.13853,0.0239678
japan_population_by_prefecture_2020_27.geojson,0.459538,0.0196811
japan_population_by_prefecture_2020_28.geojson,0.219944,0.0160269
japan_population_by_prefecture_2020_29.geojson,0.520273,0.0307485
japan_population_by_prefecture_2020_30.geojson,1.70604,0.0681776
japan_population_by_prefecture_2020_31.geojson,0.50501,0.0553321
japan_population_by_prefecture_2020_32.geojson,0.475518,0.0438896
japan_population_by_prefecture_2020_33.geojson,0.821248,0.0445601
japan_population_by_prefecture_2020_34.geojson,0.713383,0.0830521
japan_population_by_prefecture_2020_35.geojson,0.345368,0.0468864
japan_population_by_prefecture_2020_36.geojson,0.524496,0.0540033
japan_population_by_prefecture_2020_37.geojson,0.720646,0.0900839
japan_population_by_prefecture_2020_38.geojson,0.770539,0.0514432
japan_population_by_prefecture_2020_39.geojson,0.485414,0.041656
japan_population_by_prefecture_2020_40.geojson,0.197144,0.0388512
japan_population_by_prefecture_2020_41.geojson,0.433828,0.0459352
japan_population_by_prefecture_2020_42.geojson,0.512881,0.0694589
japan_population_by_prefecture_2020_43.geojson,0.989962,0.0830446
japan_population_by_prefecture_2020_44.geojson,0.244035,0.0328457
japan_population_by_prefecture_2020_45.geojson,0.770567,0.0983352
japan_population_by_prefecture_2020_46.geojson,0.605502,0.0740654
japan_population_by_prefecture_2020_47.geojson,0.279072,0.0415375
japan_population_by_prefecture_2020_48.geojson,0.383782,0.042736
japan_population_by_prefecture_2020_49.geojson,0.617461,0.0629669
japan_population_by_prefecture_2020_50.geojson,0.410216,0.0515474
japan_population_by_prefecture_2020_51.geojson,0.570863,0.0708506
japan_population_by_prefecture_2020_52.geojson,0.587954,0.0735937
japan_population_by_prefecture_2020_53.geojson,0.562287,0.0671981
japan_population_by_prefecture_2020_54.geojson,0.701559,0.071704
japan_population_by_prefecture_2020_55.geojson,0.315562,0.0357216
japan_population_by_prefecture_2020_56.geojson,0.267127,0.0224828
japan_population_by_prefecture_2020_57.geojson,0.347141,0.0341551
japan_population_by_prefecture_2020_58.geojson,0.425227,0.0407028
japan_population_by_prefecture_2020_59.geojson,0.418021,0.0400732
japan_population_by_prefecture_2020_60.geojson,0.560949,0.0490115
japan_population_by_prefecture_2020_61.geojson,0.466165,0.0474556
japan_population_by_prefecture_2020_62.geojson,1.35441,0.106722
japan_population_by_prefecture_2020_63.geojson,0.262911,0.0353862
japan_population_by_prefecture_2020_64.geojson,0.225536,0.0248408
japan_population_by_prefecture_2020_65.geojson,0.197403,0.0207754
japan_population_by_prefecture_2020_66.geojson,0.172011,0.0173323
japan_population_by_prefecture_2020_67.geojson,0.160669,0.0144395
japan_population_by_prefecture_2020_68.geojson,0.144321,0.0129939
japan_population_by_prefecture_2020_69.geojson,0.138203,0.0123377
japan_population_by_prefecture_2020_70.geojson,0.131963,0.0116578
japan_population_by_prefecture_2020_71.geojson,0.124621,0.0111197
japan_population_by_prefecture_2020_72.geojson,0.119098,0.010595
japan_population_by_prefecture_2020_73.geojson,0.116333,0.0107788
japan_population_by_prefecture_2020_74.geojson,0.113552,0.0106666
japan_population_by_prefecture_2020_75.geojson,0.111506,0.0106305
japan_population_by_prefecture_2020_76.geojson,0.109695,0.0108498
japan_population_by_prefecture_2020_77.geojson,0.10798,0.0106357
japan_population_by_prefecture_2020_78.geojson,0.10768,0.0105392
japan_population_by_prefecture_2020_79.geojson,0.114045,0.0107815
japan_population_by_prefecture_2020_80.geojson,0.112746,0.0107029
japan_population_by_prefecture_2020_81.geojson,0.115359,0.0104941
japan_population_by_prefecture_2020_82.geojson,0.116889,0.0102378
japan_population_by_prefecture_2020_83.geojson,0.11996,0.0102214
japan_population_by_prefecture_2020_84.geojson,0.121173,0.00999203
japan_population_by_prefecture_2020_85.geojson,0.122659,0.00978731
japan_population_by_prefecture_2020_86.geojson,0.125482,0.00935982
japan_population_by_prefecture_2020_87.geojson,0.124419,0.00896405
japan_population_by_prefecture_2020_88.geojson,0.1298,0.00880747
japan_population_by_prefecture_2020_89.geojson,0.129583,0.0088482
japan_population_by_prefecture_2020_90.geojson,0.130343,0.00836566
japan_population_by_prefecture_2020_91.geojson,0.130796,0.00836861
japan_population_by_prefecture_2020_92.geojson,0.130796,0.00807419
japan_population_by_prefecture_2020_93.geojson,0.132627,0.00788304
japan_population_by_prefecture_2020_94.geojson,0.136484,0.00773615
japan_population_by_prefecture_2020_95.geojson,0.14023,0.00740537
japan_population_by_prefecture_2020_96.geojson,0.133016,0.00753888
japan_population_by_prefecture_2020_97.geojson,0.135458,0.00740289
japan_population_by_prefecture_2020_98.geojson,0.129915,0.00750013
japan_population_by_prefecture_2020_99.geojson,0.138086,0.00703268
