map_name,max_relative_area_error,area_weighted_mean_error
croatia_covid_cases_by_county_2022.geojson,9.10893,0.401203
croatia_covid_cases_by_county_2022_0.geojson,5.13967,0.224421
croatia_covid_cases_by_county_2022_1.geojson,1.41795,0.137283
croatia_covid_cases_by_county_2022_2.geojson,0.364169,0.0494365
croatia_covid_cases_by_county_2022_3.geojson,0.261069,0.0320273
croatia_covid_cases_by_county_2022_4.geojson,0.487597,0.0439589
croatia_covid_cases_by_county_2022_5.geojson,0.244629,0.0373003
croatia_covid_cases_by_county_2022_6.geojson,0.364499,0.0883549
croatia_covid_cases_by_county_2022_7.geojson,1.02307,0.253261
croatia_covid_cases_by_county_2022_8.geojson,0.434673,0.0820777
croatia_covid_cases_by_county_2022_9.geojson,0.455626,0.0661831
croatia_covid_cases_by_county_2022_10.geojson,0.293114,0.0393049
croatia_covid_cases_by_county_2022_11.geojson,0.432193,0.0428931
croatia_covid_cases_by_county_2022_12.geojson,0.483132,0.0308002
croatia_covid_cases_by_county_2022_13.geojson,0.604802,0.0212831
croatia_covid_cases_by_county_2022_14.geojson,0.473319,0.0202168
croatia_covid_cases_by_county_2022_15.geojson,1.32534,0.0264596
croatia_covid_cases_by_county_2022_16.geojson,0.447356,0.0289129
croatia_covid_cases_by_county_2022_17.geojson,0.908464,0.0362385
croatia_covid_cases_by_county_2022_18.geojson,0.401734,0.0322028
croatia_covid_cases_by_county_2022_19.geojson,1.35954,0.0473602
croatia_covid_cases_by_county_2022_20.geojson,0.376436,0.0376564
croatia_covid_cases_by_county_2022_21.geojson,1.46139,0.0690182
croatia_covid_cases_by_county_2022_22.geojson,0.329705,0.0321087
croatia_covid_cases_by_county_2022_23.geojson,0.649203,0.0487368
croatia_covid_cases_by_county_2022_24.geojson,0.552145,0.0424685
croatia_covid_cases_by_county_2022_25.geojson,2.08377,0.101337
croatia_covid_cases_by_county_2022_26.geojson,0.197314,0.0248052
croatia_covid_cases_by_county_2022_27.geojson,0.444526,0.0255005
croatia_covid_cases_by_county_2022_28.geojson,0.585746,0.024192
croatia_covid_cases_by_county_2022_29.geojson,0.374435,0.0184484
croatia_covid_cases_by_county_2022_30.geojson,0.7702,0.0219676
croatia_covid_cases_by_county_2022_31.geojson,0.323584,0.0191878
croatia_covid_cases_by_county_2022_32.geojson,0.789497,0.0274392
croatia_covid_cases_by_county_2022_33.geojson,0.524534,0.0348285
croatia_covid_cases_by_county_2022_34.geojson,0.949734,0.0479268
croatia_covid_cases_by_county_2022_35.geojson,0.330446,0.0278338
croatia_covid_cases_by_county_2022_36.geojson,0.732578,0.055831
croatia_covid_cases_by_county_2022_37.geojson,0.492783,0.0525115
croatia_covid_cases_by_county_2022_38.geojson,0.813376,0.0714377
croatia_covid_cases_by_county_2022_39.geojson,0.440342,0.0635747
croatia_covid_cases_by_county_2022_40.geojson,0.642382,0.0626108
croatia_covid_cases_by_county_2022_41.geojson,0.458281,0.0559563
croatia_covid_cases_by_county_2022_42.geojson,1.49854,0.104753
croatia_covid_cases_by_county_2022_43.geojson,0.723429,0.0534941
croatia_covid_cases_by_county_2022_44.geojson,0.404459,0.0150022
croatia_covid_cases_by_county_2022_45.geojson,2.07939,0.0314265
croatia_covid_cases_by_county_2022_46.geojson,0.488017,0.0254005
croatia_covid_cases_by_county_2022_47.geojson,0.822449,0.0221617
croatia_covid_cases_by_county_2022_48.geojson,0.345229,0.0194372
croatia_covid_cases_by_county_2022_49.geojson,0.753632,0.0230266
croatia_covid_cases_by_county_2022_50.geojson,0.605606,0.0313613
croatia_covid_cases_by_county_2022_51.geojson,1.04006,0.0440481
croatia_covid_cases_by_county_2022_52.geojson,0.344117,0.0265984
croatia_covid_cases_by_county_2022_53.geojson,0.668985,0.0485465
croatia_covid_cases_by_county_2022_54.geojson,0.481354,0.0406264
croatia_covid_cases_by_county_2022_55.geojson,0.603322,0.0511819
croatia_covid_cases_by_county_2022_56.geojson,0.344736,0.0293378
croatia_covid_cases_by_county_2022_57.geojson,0.582467,0.0383001
croatia_covid_cases_by_county_2022_58.geojson,0.34507,0.0169251
croatia_covid_cases_by_county_2022_59.geojson,0.612963,0.0204664
croatia_covid_cases_by_county_2022_60.geojson,0.448954,0.0135791
croatia_covid_cases_by_county_2022_61.geojson,1.39567,0.0290479
croatia_covid_cases_by_county_2022_62.geojson,0.321185,0.0231424
croatia_covid_cases_by_county_2022_63.geojson,0.412653,0.0252918
croatia_covid_cases_by_county_2022_64.geojson,0.556676,0.0274263
croatia_covid_cases_by_county_2022_65.geojson,0.586779,0.0311051
croatia_covid_cases_by_county_2022_66.geojson,0.318427,0.0181808
croatia_covid_cases_by_county_2022_67.geojson,0.384596,0.0144738
croatia_covid_cases_by_county_2022_68.geojson,0.186452,0.0101677
croatia_covid_cases_by_county_2022_69.geojson,0.310821,0.010662
croatia_covid_cases_by_county_2022_70.geojson,0.542868,0.0158002
croatia_covid_cases_by_county_2022_71.geojson,2.42361,0.0771707
croatia_covid_cases_by_county_2022_72.geojson,0.755595,0.0310522
croatia_covid_cases_by_county_2022_73.geojson,0.422621,0.0156092
croatia_covid_cases_by_county_2022_74.geojson,0.951469,0.0259507
croatia_covid_cases_by_county_2022_75.geojson,0.323066,0.0189436
croatia_covid_cases_by_county_2022_76.geojson,0.791423,0.0187046
croatia_covid_cases_by_county_2022_77.geojson,0.16139,0.00732077
croatia_covid_cases_by_county_2022_78.geojson,0.163884,0.00601209
croatia_covid_cases_by_county_2022_79.geojson,0.0599603,0.00499946
croatia_covid_cases_by_county_2022_80.geojson,0.0429566,0.00451875
croatia_covid_cases_by_county_2022_81.geojson,0.0336033,0.00372954
croatia_covid_cases_by_county_2022_82.geojson,0.0292236,0.00347924
croatia_covid_cases_by_county_2022_83.geojson,0.0272024,0.00329002
croatia_covid_cases_by_county_2022_84.geojson,0.0256164,0.00313857
croatia_covid_cases_by_county_2022_85.geojson,0.0243455,0.00300661
croatia_covid_cases_by_county_2022_86.geojson,0.0233391,0.00289559
croatia_covid_cases_by_county_2022_87.geojson,0.0226571,0.00280112
croatia_covid_cases_by_county_2022_88.geojson,0.0220526,0.00270733
croatia_covid_cases_by_county_2022_89.geojson,0.0214754,0.00263413
croatia_covid_cases_by_county_2022_90.geojson,0.0209582,0.00256808
croatia_covid_cases_by_county_2022_91.geojson,0.0204697,0.00250772
croatia_covid_cases_by_county_2022_92.geojson,0.0200244,0.00245259
croatia_covid_cases_by_county_2022_93.geojson,0.0195906,0.00240119
croatia_covid_cases_by_county_2022_94.geojson,0.0191531,0.00236305
croatia_covid_cases_by_county_2022_95.geojson,0.0187302,0.00232777
croatia_covid_cases_by_county_2022_96.geojson,0.0183277,0.00229504
croatia_covid_cases_by_county_2022_97.geojson,0.01714,0.00226582
croatia_covid_cases_by_county_2022_98.geojson,0.0163032,0.00222949
croatia_covid_cases_by_county_2022_99.geojson,0.0156588,0.00219309
