map_name,max_relative_area_error,area_weighted_mean_error
bahamas_population_by_district_2010.geojson,50.5535,0.787493
bahamas_population_by_district_2010_0.geojson,28.8583,0.690574
bahamas_population_by_district_2010_1.geojson,22.7933,0.44272
bahamas_population_by_district_2010_2.geojson,13.7752,0.190834
bahamas_population_by_district_2010_3.geojson,10.5134,0.112001
bahamas_population_by_district_2010_4.geojson,9.42469,0.077444
bahamas_population_by_district_2010_5.geojson,8.7561,0.0600134
bahamas_population_by_district_2010_6.geojson,8.18512,0.0508591
bahamas_population_by_district_2010_7.geojson,7.60516,0.0434597
bahamas_population_by_district_2010_8.geojson,6.85259,0.036058
bahamas_population_by_district_2010_9.geojson,6.27002,0.0320662
bahamas_population_by_district_2010_10.geojson,5.86604,0.0296902
bahamas_population_by_district_2010_11.geojson,5.41788,0.02738
bahamas_population_by_district_2010_12.geojson,4.82524,0.024693
bahamas_population_by_district_2010_13.geojson,3.83202,0.0210631
bahamas_population_by_district_2010_14.geojson,3.44584,0.0195929
bahamas_population_by_district_2010_15.geojson,3.02933,0.0181108
bahamas_population_by_district_2010_16.geojson,2.87594,0.0173154
bahamas_population_by_district_2010_17.geojson,2.71322,0.0165915
bahamas_population_by_district_2010_18.geojson,2.60187,0.0162199
bahamas_population_by_district_2010_19.geojson,2.52514,0.0159384
bahamas_population_by_district_2010_20.geojson,2.43603,0.0155994
bahamas_population_by_district_2010_21.geojson,2.37212,0.0153662
bahamas_population_by_district_2010_22.geojson,2.32108,0.0151627
bahamas_population_by_district_2010_23.geojson,2.27229,0.0149838
bahamas_population_by_district_2010_24.geojson,2.22374,0.0147983
bahamas_population_by_district_2010_25.geojson,2.12333,0.0144005
bahamas_population_by_district_2010_26.geojson,2.03881,0.0141085
bahamas_population_by_district_2010_27.geojson,1.96456,0.0139336
bahamas_population_by_district_2010_28.geojson,1.89911,0.013654
bahamas_population_by_district_2010_29.geojson,1.84166,0.0134657
bahamas_population_by_district_2010_30.geojson,1.79063,0.0132415
bahamas_population_by_district_2010_31.geojson,1.74483,0.0130577
bahamas_population_by_district_2010_32.geojson,1.70354,0.0128848
bahamas_population_by_district_2010_33.geojson,1.66599,0.01272
bahamas_population_by_district_2010_34.geojson,1.63167,0.012568
bahamas_population_by_district_2010_35.geojson,1.60024,0.0124218
bahamas_population_by_district_2010_36.geojson,1.57142,0.0122362
bahamas_population_by_district_2010_37.geojson,1.54467,0.0120924
bahamas_population_by_district_2010_38.geojson,1.51976,0.0119662
bahamas_population_by_district_2010_39.geojson,1.49643,0.01186
bahamas_population_by_district_2010_40.geojson,1.47455,0.0117591
bahamas_population_by_district_2010_41.geojson,1.45404,0.0116722
bahamas_population_by_district_2010_42.geojson,1.43433,0.0115899
bahamas_population_by_district_2010_43.geojson,1.41578,0.011502
bahamas_population_by_district_2010_44.geojson,1.39828,0.0114086
bahamas_population_by_district_2010_45.geojson,1.38212,0.0113201
bahamas_population_by_district_2010_46.geojson,1.36676,0.0112452
bahamas_population_by_district_2010_47.geojson,1.35343,0.0108142
bahamas_population_by_district_2010_48.geojson,1.3397,0.0107549
bahamas_population_by_district_2010_49.geojson,1.32659,0.0107013
bahamas_population_by_district_2010_50.geojson,1.31408,0.0106495
bahamas_population_by_district_2010_51.geojson,1.30211,0.0105966
bahamas_population_by_district_2010_52.geojson,1.29063,0.0105489
bahamas_population_by_district_2010_53.geojson,1.27962,0.0105029
bahamas_population_by_district_2010_54.geojson,1.26899,0.0104586
bahamas_population_by_district_2010_55.geojson,1.25882,0.0104153
bahamas_population_by_district_2010_56.geojson,1.24902,0.0103703
bahamas_population_by_district_2010_57.geojson,1.23955,0.0103301
bahamas_population_by_district_2010_58.geojson,1.2307,0.0102914
bahamas_population_by_district_2010_59.geojson,1.2219,0.0102572
bahamas_population_by_district_2010_60.geojson,1.21361,0.0102234
bahamas_population_by_district_2010_61.geojson,1.20535,0.0101898
bahamas_population_by_district_2010_62.geojson,1.19758,0.0101569
bahamas_population_by_district_2010_63.geojson,1.1898,0.0101236
bahamas_population_by_district_2010_64.geojson,1.18242,0.0100921
bahamas_population_by_district_2010_65.geojson,1.17531,0.0100606
bahamas_population_by_district_2010_66.geojson,1.16831,0.0100291
bahamas_population_by_district_2010_67.geojson,1.1617,0.00999868
bahamas_population_by_district_2010_68.geojson,1.15528,0.00996875
bahamas_population_by_district_2010_69.geojson,1.14883,0.00993956
bahamas_population_by_district_2010_70.geojson,1.14273,0.00991093
bahamas_population_by_district_2010_71.geojson,1.13679,0.00988307
bahamas_population_by_district_2010_72.geojson,1.13081,0.00985572
bahamas_population_by_district_2010_73.geojson,1.12516,0.00982897
bahamas_population_by_district_2010_74.geojson,1.11964,0.0098025
bahamas_population_by_district_2010_75.geojson,1.11407,0.0097767
bahamas_population_by_district_2010_76.geojson,1.10881,0.00975125
bahamas_population_by_district_2010_77.geojson,1.10366,0.0097265
bahamas_population_by_district_2010_78.geojson,1.09863,0.00970232
bahamas_population_by_district_2010_79.geojson,1.09354,0.00967851
bahamas_population_by_district_2010_80.geojson,1.08872,0.00965568
bahamas_population_by_district_2010_81.geojson,1.084,0.00963264
bahamas_population_by_district_2010_82.geojson,1.07923,0.00961432
bahamas_population_by_district_2010_83.geojson,1.07471,0.00959364
bahamas_population_by_district_2010_84.geojson,1.07029,0.00957653
bahamas_population_by_district_2010_85.geojson,1.06593,0.00956009
bahamas_population_by_district_2010_86.geojson,1.06151,0.00953265
bahamas_population_by_district_2010_87.geojson,1.0573,0.00951634
bahamas_population_by_district_2010_88.geojson,1.05318,0.00949575
bahamas_population_by_district_2010_89.geojson,1.04914,0.00947614
bahamas_population_by_district_2010_90.geojson,1.04503,0.00945545
bahamas_population_by_district_2010_91.geojson,1.0411,0.00942896
bahamas_population_by_district_2010_92.geojson,1.03725,0.00940825
bahamas_population_by_district_2010_93.geojson,1.03348,0.00938422
bahamas_population_by_district_2010_94.geojson,1.02969,0.00936459
bahamas_population_by_district_2010_95.geojson,1.02611,0.00934989
bahamas_population_by_district_2010_96.geojson,1.02259,0.00933471
bahamas_population_by_district_2010_97.geojson,1.01916,0.00931677
