round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 50.553458, 0.974006, 2.470823, 0.683139, 0.605299, 0.744604, 13.658272, 0.000000, 0.1143 Second
1, 28.858308, 0.902587, 0.699026, 0.675047, 0.621983, 0.626182, 12.202328, 0.000000, 0.1395 Second
2, 22.793313, 0.823590, 0.389605, 0.623867, 0.573188, 0.505911, 11.155068, 0.000000, 0.1295 Second
3, 13.775172, 0.720993, 0.242504, 0.523736, 0.455016, 0.257992, 15.164564, 0.000000, 0.1193 Second
4, 10.513392, 0.693823, 0.182469, 0.457648, 0.378262, 0.155078, 15.615166, 0.000000, 0.1197 Second
5, 9.424693, 0.610761, 0.146695, 0.420449, 0.333807, 0.110856, 14.959794, 0.000000, 0.1286 Second
6, 8.756098, 0.586595, 0.126026, 0.394923, 0.306689, 0.086620, 12.633849, 0.000000, 0.1276 Second
7, 8.185123, 0.579167, 0.110257, 0.372466, 0.285197, 0.072384, 9.825244, 0.000000, 0.1373 Second
8, 7.605158, 0.569867, 0.096596, 0.350156, 0.264498, 0.060727, 6.083031, 0.000000, 0.1305 Second
9, 6.852588, 0.555576, 0.081981, 0.323151, 0.240073, 0.049066, 5.926042, 0.000000, 0.1433 Second
10, 6.270017, 0.542623, 0.072293, 0.303088, 0.223111, 0.042689, 6.701455, 0.000000, 0.1419 Second
11, 5.866037, 0.532157, 0.065907, 0.288806, 0.211737, 0.038790, 5.040651, 0.000000, 0.1498 Second
12, 5.417878, 0.519929, 0.059506, 0.274061, 0.199701, 0.035133, 3.061922, 0.000000, 0.1531 Second
13, 4.825243, 0.492573, 0.051264, 0.254100, 0.184044, 0.030907, 1.308176, 0.000000, 0.1642 Second
14, 3.832016, 0.431448, 0.039865, 0.223478, 0.161320, 0.025369, 1.683889, 0.000000, 0.1656 Second
15, 3.445836, 0.384164, 0.034917, 0.209725, 0.150874, 0.023319, 1.137229, 0.000000, 0.1754 Second
16, 3.029331, 0.311511, 0.029917, 0.194945, 0.139296, 0.021335, 2.037710, 0.000000, 0.1736 Second
17, 2.875935, 0.261526, 0.026856, 0.184599, 0.132081, 0.020203, 1.613927, 0.000000, 0.1827 Second
18, 2.713219, 0.206156, 0.024663, 0.176972, 0.125777, 0.019242, 1.945228, 0.000000, 0.1819 Second
19, 2.601869, 0.198963, 0.023624, 0.172983, 0.122861, 0.018744, 2.439876, 0.000000, 0.1660 Second
20, 2.525144, 0.200508, 0.022871, 0.170084, 0.120653, 0.018381, 1.896981, 0.000000, 0.1736 Second
21, 2.436025, 0.201626, 0.022003, 0.166726, 0.117924, 0.017956, 2.309881, 0.000000, 0.1725 Second
22, 2.372117, 0.202104, 0.021440, 0.164448, 0.116176, 0.017655, 2.628566, 0.000000, 0.1803 Second
23, 2.321079, 0.202479, 0.020995, 0.162608, 0.114799, 0.017391, 2.539328, 0.000000, 0.1826 Second
24, 2.272293, 0.202866, 0.020582, 0.160867, 0.113528, 0.017156, 2.352106, 0.000000, 0.1877 Second
25, 2.223737, 0.203264, 0.020162, 0.159080, 0.112215, 0.016913, 1.050000, 0.000000, 0.1844 Second
26, 2.123333, 0.204112, 0.019321, 0.155522, 0.109471, 0.016414, 1.050000, 0.000000, 0.1909 Second
27, 2.038810, 0.204898, 0.018680, 0.152674, 0.107449, 0.016037, 1.050000, 0.000000, 0.2049 Second
28, 1.964563, 0.205688, 0.018172, 0.150339, 0.105997, 0.015797, 1.050000, 0.000000, 0.2069 Second
29, 1.899113, 0.206305, 0.017625, 0.147846, 0.104299, 0.015437, 1.050000, 0.000000, 0.1883 Second
30, 1.841662, 0.206921, 0.017195, 0.145839, 0.102969, 0.015190, 1.050000, 0.000000, 0.1897 Second
31, 1.790630, 0.207479, 0.016739, 0.143772, 0.101387, 0.014914, 1.050000, 0.000000, 0.1915 Second
32, 1.744830, 0.207982, 0.016355, 0.141977, 0.100120, 0.014683, 1.050000, 0.000000, 0.1932 Second
33, 1.703544, 0.208449, 0.016005, 0.140317, 0.098953, 0.014467, 1.050000, 0.000000, 0.2035 Second
34, 1.665991, 0.208867, 0.015664, 0.138675, 0.097823, 0.014260, 1.050000, 0.000000, 0.2180 Second
35, 1.631672, 0.209256, 0.015370, 0.137231, 0.096848, 0.014068, 1.050000, 0.000000, 0.2034 Second
36, 1.600243, 0.209608, 0.015068, 0.135730, 0.095887, 0.013878, 1.050000, 0.000000, 0.1994 Second
37, 1.571421, 0.209899, 0.014777, 0.134282, 0.094888, 0.013647, 1.050000, 0.000000, 0.2188 Second
38, 1.544667, 0.210207, 0.014518, 0.132980, 0.094026, 0.013467, 1.050000, 0.000000, 0.2023 Second
39, 1.519761, 0.210472, 0.014290, 0.131820, 0.093245, 0.013310, 1.050000, 0.000000, 0.2040 Second
40, 1.496425, 0.210772, 0.014069, 0.130696, 0.092503, 0.013175, 1.050000, 0.000000, 0.2060 Second
41, 1.474552, 0.211019, 0.013864, 0.129643, 0.091804, 0.013048, 1.050000, 0.000000, 0.2099 Second
42, 1.454039, 0.211296, 0.013677, 0.128668, 0.091170, 0.012937, 1.050000, 0.000000, 0.2089 Second
43, 1.434331, 0.211525, 0.013502, 0.127754, 0.090579, 0.012832, 1.050000, 0.000000, 0.2058 Second
44, 1.415775, 0.211757, 0.013310, 0.126737, 0.089964, 0.012717, 1.050000, 0.000000, 0.2062 Second
45, 1.398282, 0.211934, 0.013131, 0.125790, 0.089371, 0.012598, 1.050000, 0.000000, 0.2074 Second
46, 1.382123, 0.212128, 0.012959, 0.124873, 0.088799, 0.012485, 1.050000, 0.000000, 0.2124 Second
47, 1.366760, 0.212296, 0.012823, 0.124150, 0.088319, 0.012394, 1.050000, 0.000000, 0.2100 Second
48, 1.353429, 0.212062, 0.011760, 0.118848, 0.083206, 0.011872, 1.050000, 0.000000, 0.2217 Second
49, 1.339700, 0.212216, 0.011638, 0.118163, 0.082770, 0.011798, 1.050000, 0.000000, 0.2223 Second
50, 1.326590, 0.212304, 0.011529, 0.117551, 0.082384, 0.011731, 1.050000, 0.000000, 0.2238 Second
51, 1.314082, 0.212414, 0.011425, 0.116963, 0.082012, 0.011667, 1.050000, 0.000000, 0.2257 Second
52, 1.302113, 0.212515, 0.011325, 0.116398, 0.081649, 0.011602, 1.050000, 0.000000, 0.2279 Second
53, 1.290634, 0.212600, 0.011229, 0.115852, 0.081301, 0.011543, 1.050000, 0.000000, 0.2265 Second
54, 1.279623, 0.212707, 0.011137, 0.115323, 0.080973, 0.011486, 1.050000, 0.000000, 0.2174 Second
55, 1.268989, 0.212779, 0.011050, 0.114822, 0.080660, 0.011431, 1.050000, 0.000000, 0.2275 Second
56, 1.258824, 0.213082, 0.010964, 0.114323, 0.080352, 0.011378, 1.050000, 0.000000, 0.2318 Second
57, 1.249024, 0.212916, 0.010874, 0.113808, 0.080023, 0.011322, 1.050000, 0.000000, 0.2331 Second
58, 1.239548, 0.213204, 0.010802, 0.113389, 0.079747, 0.011274, 1.050000, 0.000000, 0.2332 Second
59, 1.230702, 0.213111, 0.010732, 0.112984, 0.079478, 0.011227, 1.050000, 0.000000, 0.2332 Second
60, 1.221902, 0.213310, 0.010665, 0.112591, 0.079225, 0.011186, 1.050000, 0.000000, 0.2369 Second
61, 1.213612, 0.213289, 0.010599, 0.112210, 0.078975, 0.011145, 1.050000, 0.000000, 0.2397 Second
62, 1.205349, 0.213453, 0.010536, 0.111836, 0.078734, 0.011104, 1.050000, 0.000000, 0.2419 Second
63, 1.197578, 0.213460, 0.010475, 0.111481, 0.078501, 0.011065, 1.050000, 0.000000, 0.2403 Second
64, 1.189800, 0.213595, 0.010414, 0.111122, 0.078268, 0.011025, 1.050000, 0.000000, 0.2360 Second
65, 1.182425, 0.213619, 0.010357, 0.110786, 0.078051, 0.010987, 1.050000, 0.000000, 0.2326 Second
66, 1.175307, 0.213741, 0.010302, 0.110456, 0.077833, 0.010950, 1.050000, 0.000000, 0.2284 Second
67, 1.168308, 0.213765, 0.010245, 0.110120, 0.077610, 0.010912, 1.050000, 0.000000, 0.2276 Second
68, 1.161705, 0.213880, 0.010191, 0.109801, 0.077398, 0.010876, 1.050000, 0.000000, 0.2282 Second
69, 1.155280, 0.213905, 0.010138, 0.109487, 0.077189, 0.010840, 1.050000, 0.000000, 0.2315 Second
70, 1.148831, 0.214013, 0.010086, 0.109178, 0.076986, 0.010806, 1.050000, 0.000000, 0.2323 Second
71, 1.142735, 0.214039, 0.010036, 0.108878, 0.076789, 0.010771, 1.050000, 0.000000, 0.2434 Second
72, 1.136792, 0.214129, 0.009987, 0.108586, 0.076595, 0.010738, 1.050000, 0.000000, 0.2452 Second
73, 1.130814, 0.214168, 0.009939, 0.108296, 0.076402, 0.010706, 1.050000, 0.000000, 0.2460 Second
74, 1.125164, 0.214241, 0.009892, 0.108015, 0.076216, 0.010674, 1.050000, 0.000000, 0.2465 Second
75, 1.119639, 0.214291, 0.009846, 0.107738, 0.076031, 0.010642, 1.050000, 0.000000, 0.2414 Second
76, 1.114074, 0.214359, 0.009801, 0.107465, 0.075853, 0.010612, 1.050000, 0.000000, 0.2373 Second
77, 1.108809, 0.214416, 0.009757, 0.107199, 0.075674, 0.010581, 1.050000, 0.000000, 0.2361 Second
78, 1.103663, 0.214475, 0.009714, 0.106943, 0.075501, 0.010552, 1.050000, 0.000000, 0.2367 Second
79, 1.098635, 0.214539, 0.009673, 0.106694, 0.075332, 0.010524, 1.050000, 0.000000, 0.2360 Second
80, 1.093539, 0.214571, 0.009632, 0.106443, 0.075165, 0.010496, 1.050000, 0.000000, 0.2462 Second
81, 1.088718, 0.214641, 0.009594, 0.106210, 0.075012, 0.010469, 1.050000, 0.000000, 0.2489 Second
82, 1.084004, 0.214657, 0.009549, 0.105951, 0.074844, 0.010442, 1.050000, 0.000000, 0.2485 Second
83, 1.079234, 0.214736, 0.009512, 0.105721, 0.074697, 0.010420, 1.050000, 0.000000, 0.2512 Second
84, 1.074710, 0.214743, 0.009474, 0.105490, 0.074548, 0.010396, 1.050000, 0.000000, 0.2530 Second
85, 1.070286, 0.214823, 0.009441, 0.105281, 0.074425, 0.010374, 1.050000, 0.000000, 0.2552 Second
86, 1.065933, 0.214854, 0.009406, 0.105068, 0.074292, 0.010354, 1.050000, 0.000000, 0.2416 Second
87, 1.061509, 0.214923, 0.009367, 0.104830, 0.074111, 0.010324, 1.050000, 0.000000, 0.2443 Second
88, 1.057299, 0.214954, 0.009334, 0.104629, 0.073982, 0.010304, 1.050000, 0.000000, 0.2449 Second
89, 1.053180, 0.215022, 0.009301, 0.104425, 0.073846, 0.010280, 1.050000, 0.000000, 0.2416 Second
90, 1.049136, 0.215050, 0.009270, 0.104228, 0.073713, 0.010257, 1.050000, 0.000000, 0.2435 Second
91, 1.045029, 0.215121, 0.009233, 0.104008, 0.073551, 0.010234, 1.050000, 0.000000, 0.2422 Second
92, 1.041104, 0.215161, 0.009187, 0.103750, 0.073320, 0.010207, 1.050000, 0.000000, 0.2429 Second
93, 1.037255, 0.215237, 0.009148, 0.103521, 0.073136, 0.010184, 1.050000, 0.000000, 0.2419 Second
94, 1.033484, 0.215273, 0.009109, 0.103292, 0.072946, 0.010158, 1.050000, 0.000000, 0.2578 Second
95, 1.029691, 0.215333, 0.009080, 0.103109, 0.072824, 0.010135, 1.050000, 0.000000, 0.2445 Second
96, 1.026110, 0.215366, 0.009054, 0.102938, 0.072723, 0.010117, 1.050000, 0.000000, 0.2563 Second
