round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 29.932532, 0.934582, 0.377658, 0.388731, 0.285783, 0.230082, 15.871423, 0.000000, 0.1101 Second
1, 14.577282, 0.941192, 0.296628, 0.253562, 0.147098, 0.090956, 14.222419, 0.000000, 0.1017 Second
2, 6.299694, 0.934614, 0.246578, 0.211589, 0.097959, 0.034974, 12.690027, 0.000000, 0.1006 Second
3, 2.993167, 0.926889, 0.208860, 0.190077, 0.086672, 0.024548, 11.365866, 0.000000, 0.0993 Second
4, 2.351227, 0.917104, 0.175344, 0.179809, 0.080843, 0.020820, 9.682215, 0.000000, 0.1035 Second
5, 1.913306, 0.903549, 0.141737, 0.170627, 0.076008, 0.018190, 6.814018, 0.000000, 0.1067 Second
6, 1.488119, 0.879919, 0.103215, 0.159107, 0.070542, 0.016247, 10.664944, 0.000000, 0.1053 Second
7, 1.384311, 0.860868, 0.083016, 0.153080, 0.068017, 0.015712, 1.678084, 0.000000, 0.1010 Second
8, 1.149373, 0.694075, 0.022843, 0.116970, 0.054040, 0.013596, 1.231624, 0.000000, 0.1095 Second
9, 0.783137, 0.347257, 0.004960, 0.071150, 0.039509, 0.010691, 1.221956, 0.000000, 0.1112 Second
10, 0.256904, 0.417461, 0.004230, 0.058958, 0.031840, 0.008340, 1.268228, 0.000000, 0.1066 Second
11, 0.246370, 0.318817, 0.002808, 0.049851, 0.027121
Enlarge: 6.000000, Shrink: 9.000000, treeDepth: 6, minTreeDepth: 6

