round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 50.553458, 0.974006, 2.470823, 0.683139, 0.605299, 0.744604, 13.658272, 0.000000, 0.1505 Second
1, 28.858308, 0.902587, 0.699026, 0.675047, 0.621983, 0.626182, 12.202328, 0.000000, 0.1825 Second
2, 22.793313, 0.823590, 0.389605, 0.623867, 0.573188, 0.505911, 11.155068, 0.000000, 0.1614 Second
3, 13.775172, 0.720993, 0.242504, 0.523736, 0.455016, 0.257992, 15.164564, 0.000000, 0.1473 Second
4, 10.513392, 0.693823, 0.182469, 0.457648, 0.378262, 0.155078, 15.615166, 0.000000, 0.1490 Second
5, 9.424693, 0.610761, 0.146695, 0.420449, 0.333807, 0.110856, 14.959794, 0.000000, 0.1496 Second
6, 8.756098, 0.586595, 0.126026, 0.394923, 0.306689, 0.086620, 12.633849, 0.000000, 0.1572 Second
7, 8.185123, 0.579167, 0.110257, 0.372466, 0.285197, 0.072384, 9.825244, 0.000000, 0.1637 Second
8, 7.605158, 0.569867, 0.096596, 0.350156, 0.264498, 0.060727, 6.083031, 0.000000, 0.1644 Second
9, 6.852588, 0.555576, 0.081981, 0.323151, 0.240073, 0.049066, 5.926042, 0.000000, 0.1685 Second
10, 6.270017, 0.542623, 0.072293, 0.303088, 0.223111, 0.042689, 6.701455, 0.000000, 0.1726 Second
11, 5.866037, 0.532157, 0.065907, 0.288806, 0.211737
Enlarge: 6.000000, Shrink: 9.000000, treeDepth: 6, minTreeDepth: 6

