map_name,max_relative_area_error,area_weighted_mean_error
singapore_population_by_planning_area_2015.geojson,856.364,0.423021
singapore_population_by_planning_area_2015_0.geojson,420.696,0.225635
singapore_population_by_planning_area_2015_1.geojson,189.536,0.118472
singapore_population_by_planning_area_2015_2.geojson,117.171,0.0792155
singapore_population_by_planning_area_2015_3.geojson,87.1456,0.0447495
singapore_population_by_planning_area_2015_4.geojson,67.8695,0.039014
singapore_population_by_planning_area_2015_5.geojson,52.9265,0.0363317
singapore_population_by_planning_area_2015_6.geojson,45.0067,0.0331998
singapore_population_by_planning_area_2015_7.geojson,38.3089,0.0303566
singapore_population_by_planning_area_2015_8.geojson,34.0916,0.028048
singapore_population_by_planning_area_2015_9.geojson,29.7191,0.0256916
singapore_population_by_planning_area_2015_10.geojson,26.0876,0.0238205
singapore_population_by_planning_area_2015_11.geojson,22.9516,0.0222636
singapore_population_by_planning_area_2015_12.geojson,22.0462,0.0210419
singapore_population_by_planning_area_2015_13.geojson,20.9715,0.0196991
singapore_population_by_planning_area_2015_14.geojson,19.6639,0.0190732
singapore_population_by_planning_area_2015_15.geojson,18.9187,0.0185799
singapore_population_by_planning_area_2015_16.geojson,17.7954,0.0174536
singapore_population_by_planning_area_2015_17.geojson,16.9297,0.0167007
singapore_population_by_planning_area_2015_18.geojson,15.4621,0.0158846
singapore_population_by_planning_area_2015_19.geojson,14.3983,0.0154588
singapore_population_by_planning_area_2015_20.geojson,12.8729,0.014658
singapore_population_by_planning_area_2015_21.geojson,12.4905,0.0145111
singapore_population_by_planning_area_2015_22.geojson,11.9455,0.0143597
singapore_population_by_planning_area_2015_23.geojson,11.6445,0.0141844
singapore_population_by_planning_area_2015_24.geojson,11.3346,0.0142118
singapore_population_by_planning_area_2015_25.geojson,11.043,0.014006
singapore_population_by_planning_area_2015_26.geojson,10.5215,0.0139334
singapore_population_by_planning_area_2015_27.geojson,10.0225,0.0134999
singapore_population_by_planning_area_2015_28.geojson,9.7763,0.0131749
singapore_population_by_planning_area_2015_29.geojson,9.53573,0.0130606
singapore_population_by_planning_area_2015_30.geojson,9.29625,0.013146
singapore_population_by_planning_area_2015_31.geojson,8.95396,0.0126379
singapore_population_by_planning_area_2015_32.geojson,8.49341,0.0126662
singapore_population_by_planning_area_2015_33.geojson,8.126,0.0125249
singapore_population_by_planning_area_2015_34.geojson,7.74217,0.0115893
singapore_population_by_planning_area_2015_35.geojson,7.64595,0.0119885
singapore_population_by_planning_area_2015_36.geojson,7.27793,0.0121319
singapore_population_by_planning_area_2015_37.geojson,7.11798,0.0127777
singapore_population_by_planning_area_2015_38.geojson,6.79564,0.0127788
singapore_population_by_planning_area_2015_39.geojson,6.48394,0.0127927
singapore_population_by_planning_area_2015_40.geojson,6.32529,0.0126829
singapore_population_by_planning_area_2015_41.geojson,6.2386,0.012554
singapore_population_by_planning_area_2015_42.geojson,6.01297,0.0123664
singapore_population_by_planning_area_2015_43.geojson,5.79809,0.0118441
singapore_population_by_planning_area_2015_44.geojson,5.64483,0.0117917
singapore_population_by_planning_area_2015_45.geojson,5.49685,0.0119822
singapore_population_by_planning_area_2015_46.geojson,5.40466,0.0119836
singapore_population_by_planning_area_2015_47.geojson,5.28365,0.0121142
