round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 856.363945, 0.826199, 0.503185, 0.677836, 0.597432, 0.696743, 20.969294, 0.000000, 0.0901 Second
1, 420.696213, 0.719596, 0.332366, 0.607296, 0.472742, 0.415349, 16.922677, 0.000000, 0.0907 Second
2, 189.536132, 0.523128, 0.249026, 0.552140, 0.396741, 0.237547, 19.104902, 0.000000, 0.1043 Second
3, 117.170776, 0.405154, 0.211081, 0.517362, 0.357777, 0.167001, 20.818122, 0.000000, 0.1202 Second
4, 87.145580, 0.423221, 0.188795, 0.495992, 0.329341, 0.101785, 20.729302, 0.000000, 0.1253 Second
5, 67.869450, 0.403065, 0.171883, 0.477162, 0.313198, 0.078421, 18.521956, 0.000000, 0.1464 Second
6, 52.926493, 0.453431, 0.158376, 0.460269, 0.300818, 0.065334, 17.292749, 0.000000, 0.1546 Second
7, 45.006719, 0.490534, 0.147676, 0.445569, 0.289280, 0.056207, 15.847302, 0.000000, 0.1723 Second
8, 38.308852, 0.503842, 0.137272, 0.430823, 0.277401, 0.049189, 16.060689, 0.000000, 0.1960 Second
9, 34.091618, 0.508310, 0.128751, 0.417802, 0.266661, 0.044281, 15.424643, 0.000000, 0.2053 Second
10, 29.719064, 0.494450, 0.119563, 0.403314, 0.254326, 0.039706, 15.444882, 0.000000, 0.2032 Second
11, 26.087551, 0.475222, 0.112046, 0.391232, 0.243429, 0.036211, 14.830253, 0.000000, 0.2114 Second
12, 22.951601, 0.448016, 0.105309, 0.379983, 0.233541, 0.033322, 20.489132, 0.000000, 0.2310 Second
13, 22.046230, 0.428388, 0.100259, 0.371246, 0.224867, 0.031293, 16.777565, 0.000000, 0.2308 Second
14, 20.971488, 0.409168, 0.095631, 0.362918, 0.217514, 0.029244, 13.522813, 0.000000, 0.2321 Second
15, 19.663859, 0.402453, 0.090559, 0.353413, 0.210302, 0.027695, 19.624465, 0.000000, 0.2810 Second
16, 18.918732, 0.401345, 0.087701, 0.347861, 0.205113, 0.026741, 16.113482, 0.000000, 0.2445 Second
17, 17.795434, 0.401614, 0.083599, 0.339603, 0.198799, 0.024916, 16.945266, 0.000000, 0.2529 Second
18, 16.929735, 0.399738, 0.080765, 0.333385, 0.196204, 0.023640, 7.818038, 0.000000, 0.2699 Second
19, 15.462148, 0.395605, 0.073833, 0.318781, 0.184497, 0.021919, 13.319990, 0.000000, 0.2536 Second
20, 14.398343, 0.392491, 0.070975, 0.312654, 0.179882, 0.021058, 6.478536, 0.000000, 0.2677 Second
21, 12.872907, 0.383855, 0.065324, 0.300249, 0.169441, 0.019543, 17.973139, 0.000000, 0.2942 Second
22, 12.490453, 0.380486, 0.063805, 0.296829, 0.166571, 0.019201, 11.744176, 0.000000, 0.3032 Second
23, 11.945546, 0.375450, 0.061609, 0.291845, 0.162233, 0.018781, 15.728855, 0.000000, 0.2667 Second
24, 11.644517, 0.372282, 0.060227, 0.288298, 0.159952, 0.018387, 14.147233, 0.000000, 0.2272 Second
25, 11.334602, 0.368256, 0.058787, 0.284964, 0.157520, 0.018216, 13.613396, 0.000000, 0.3133 Second
26, 11.042958, 0.357125, 0.057292, 0.281544, 0.154700, 0.017819, 6.577275, 0.000000, 0.2850 Second
27, 10.521526, 0.341504, 0.054369, 0.274570, 0.149523, 0.017359, 6.196264, 0.000000, 0.2535 Second
28, 10.022476, 0.334252, 0.051793, 0.268262, 0.143789, 0.016638, 10.101751, 0.000000, 0.2856 Second
29, 9.776305, 0.331135, 0.050702, 0.265237, 0.142695, 0.016156, 12.549908, 0.000000, 0.2675 Second
30, 9.535733, 0.328121, 0.050122, 0.263367, 0.141923, 0.015947, 10.252961, 0.000000, 0.2696 Second
