command,mean,stddev,median,user,system,min,max,parameter_qlcf
algeria_population_by_wilaya_2022-5,1.98081138674,0.01656413920382127,1.9748732822400001,1.9362930799999998,0.041017080000000004,1.9667813037400002,2.01655584474,5
algeria_population_by_wilaya_2022-6,1.4005441032400001,0.023157057825975283,1.3919099697400001,1.36135298,0.03352278,1.3842020947400002,1.46155913674,6
algeria_population_by_wilaya_2022-7,2.4456029159399995,0.551321801757878,2.11242828274,2.23004408,0.04187088,2.07726067774,3.76353688674,7
algeria_population_by_wilaya_2022-8,1.47992620344,0.15939539188043203,1.4235227407400002,1.4337691799999999,0.021270980000000002,1.3902005947400002,1.9098143037400002,8
algeria_population_by_wilaya_2022-9,1.29006955744,0.021371738110973808,1.28336663624,1.26366008,0.020395680000000006,1.2696495117400002,1.33584367774,9
algeria_population_by_wilaya_2022-10,0.9154243659400001,0.014891715286948529,0.91184684524,0.8915796800000001,0.02070808,0.90030609474,0.94085167874,10
algeria_population_by_wilaya_2022-11,0.87922220344,0.020323848807506813,0.86993932424,0.85572178,0.020277279999999998,0.86366426174,0.92082371974,11
algeria_population_by_wilaya_2022-12,0.83203053284,0.008661024078531292,0.82937522024,0.8144112800000001,0.016267979999999998,0.82301413674,0.85213055374,12
algeria_population_by_wilaya_2022-13,0.79068144934,0.023142355401226784,0.78079555374,0.7649214800000002,0.019124679999999998,0.77432201174,0.84683567874,13
algeria_population_by_wilaya_2022-14,0.82126762844,0.018335786488476172,0.81774690724,0.79250588,0.027441880000000002,0.79856009574,0.85349501174,14
algeria_population_by_wilaya_2022-15,0.8289490576400003,0.019891467774229732,0.81851782424,0.7936248800000001,0.03170998,0.8130836367400001,0.8694243447400001,15
australia_population_by_state_and_territory_2021-5,1.0672704200399998,0.03273886640084188,1.0561826992399999,1.03835146,0.02339222,1.04164394924,1.15649378224,5
australia_population_by_state_and_territory_2021-6,0.7552969867400001,0.02110205836378491,0.74819274074,0.7296028599999997,0.021050819999999998,0.74026878324,0.81211028224,6
australia_population_by_state_and_territory_2021-7,0.75158599914,0.013971207410237507,0.74678113674,0.7302884599999999,0.019735919999999997,0.74000894924,0.78815199024,7
australia_population_by_state_and_territory_2021-8,0.75372740774,0.01353640755970271,0.7485138867400001,0.72877096,0.02105512,0.74072661624,0.78335224124,8
australia_population_by_state_and_territory_2021-9,0.75573044914,0.013301553916029038,0.75276665724,0.7313069599999998,0.020545120000000004,0.7445979072400001,0.79077157424,9
australia_population_by_state_and_territory_2021-10,0.72488634914,0.018415146970565153,0.71678697024,0.7000415600000001,0.02084002,0.7123624912400001,0.77306311524,10
australia_population_by_state_and_territory_2021-11,0.7165718868400001,0.009109218099514102,0.71320819974,0.6949671599999999,0.02020382,0.70509857424,0.7329571582400001,11
australia_population_by_state_and_territory_2021-12,0.7891566492400001,0.021832594842077703,0.7822820532400001,0.7624801600000001,0.02272672,0.77313007424,0.84668903224,12
australia_population_by_state_and_territory_2021-13,0.80529451154,0.015014705631934208,0.7983039702400001,0.77911086,0.02251422,0.79468207424,0.8401484072400001,13
australia_population_by_state_and_territory_2021-14,0.8905524739400003,0.015565744717544168,0.88593067824,0.86148346,0.025586320000000003,0.88080886524,0.93349344924,14
australia_population_by_state_and_territory_2021-15,0.8893436577400001,0.013054323004980424,0.8838858242400001,0.86031266,0.02543552,0.87844644924,0.9150856162400001,15
austria_population_by_state_2020-5,0.5168840985,0.004610283420713255,0.5162331820999999,0.50671878,0.008748839999999999,0.5099349526,0.5234587436,5
austria_population_by_state_2020-6,0.26705521760000006,0.010020823591422146,0.26301691060000004,0.2545303436363636,0.00921574909090909,0.2602412026,0.29492270260000003,6
austria_population_by_state_2020-7,0.2784077776,0.002614291173721906,0.27801284810000004,0.26867238,0.00847974,0.2755031606,0.28332061960000005,7
austria_population_by_state_2020-8,0.28021993590000005,0.01172880275809691,0.2755033276,0.26910367999999996,0.008033539999999999,0.27460374460000003,0.31237895260000004,8
austria_population_by_state_2020-9,0.275151136,0.0013456862601926055,0.2749209946,0.26729307999999996,0.00675524,0.27375228560000003,0.27748324360000004,9
austria_population_by_state_2020-10,0.27613392330000003,0.0012341114729368058,0.2758613066,0.26844277999999994,0.006684239999999999,0.2746657026,0.27843320260000004,10
austria_population_by_state_2020-11,1.0842416568000002,0.008133540523309753,1.0824584526,1.0162895799999998,0.06129174,1.0751803276,1.1047786196,11
austria_population_by_state_2020-12,1.6396007234000003,0.014206840593449923,1.6364305566000001,1.5514347800000001,0.07902764,1.6189962446000001,1.6651264106,12
austria_population_by_state_2020-13,3.7227205611,0.019638254943542998,3.7155429316000004,3.5826487800000004,0.12837404,3.7008262866,3.7613147856,13
austria_population_by_state_2020-14,4.313419461299999,0.023526898659854276,4.3085914111,4.14990208,0.14839843999999996,4.2832339116,4.3536405366,14
austria_population_by_state_2020-15,4.9225008569,0.019713900416767544,4.9295191821,4.74338408,0.16351063999999998,4.8867437866,4.942491785600001,15
bahamas_population_by_district_2010-5,4.19656349418,0.03651384140045082,4.21788314858,4.073428680000001,0.10808522000000001,4.14398596008,4.23411862808,5
bahamas_population_by_district_2010-6,3.25388881508,0.02260154470119549,3.24797000258,3.1575428800000003,0.08694322,3.22687379408,3.30719050208,6
bahamas_population_by_district_2010-7,3.22325746078,0.018861603378619283,3.22099512708,3.1219651799999997,0.09053782,3.20243975308,3.26060058608,7
bahamas_population_by_district_2010-8,3.2190202650799997,0.024977209517751037,3.2116403355800003,3.1195666799999997,0.08730901999999999,3.1939635860799998,3.26862750308,8
bahamas_population_by_district_2010-9,3.2137159105800004,0.04140642751757504,3.2136656065800002,3.1153356800000003,0.08733321999999999,3.16778816908,3.29740083508,9
bahamas_population_by_district_2010-10,3.18464585238,0.00877707825183098,3.18799068958,3.08329558,0.09069722,3.1714134610799998,3.1962494600799998,10
bahamas_population_by_district_2010-11,3.15674720638,0.01796217146611553,3.15607154358,3.0537378799999995,0.09233482,3.12255575208,3.1930070860799997,11
bahamas_population_by_district_2010-12,3.19429332318,0.018749189498644094,3.1973700440800004,3.08215248,0.10000292,3.15029375208,3.22003958608,12
bahamas_population_by_district_2010-13,3.2768536981799996,0.030732161090331108,3.26609856458,3.16965988,0.09436552,3.24565621108,3.32941112708,13
bahamas_population_by_district_2010-14,4.02281854408,0.031160899628994532,4.0211788980800005,3.88580888,0.12333182000000001,3.98706575208,4.08460508608,14
bahamas_population_by_district_2010-15,6.18804563968,0.03107618806257354,6.18532668958,6.01067808,0.16080091999999999,6.14832871008,6.23797612708,15
simplified_belgium_population_by_region_2022-5,0.46068578502,0.013142798542613923,0.45661913942,0.45021249999999996,0.006946559999999999,0.45043157692,0.49515636792,5
simplified_belgium_population_by_region_2022-6,0.08475676897882356,0.006155588446508936,0.08355153541999999,0.07876033529411763,0.004480307058823529,0.08242049392,0.11908511892,6
simplified_belgium_population_by_region_2022-7,0.10927676880461538,0.0011897924401400887,0.10916974342,0.10375156153846152,0.004476890769230768,0.10772432592,0.11226057692000001,7
simplified_belgium_population_by_region_2022-8,0.10897047715076921,0.0007253962595386499,0.10901597192000001,0.10358256153846149,0.004448659999999999,0.10780699292,0.11100486792,8
simplified_belgium_population_by_region_2022-9,0.10921266957384615,0.0010946216278330673,0.10914945192,0.10364894615384612,0.004591159999999999,0.10798361892,0.11348070192,9
simplified_belgium_population_by_region_2022-10,0.10933700765076924,0.0012479770605092898,0.10914197292,0.10361409999999999,0.004710352307692308,0.10795870092,0.11412961792000001,10
simplified_belgium_population_by_region_2022-11,0.90272061422,0.008844232131230574,0.8993749099200001,0.8298715999999999,0.06649046,0.8947267849200001,0.92530407692,11
simplified_belgium_population_by_region_2022-12,0.90569695982,0.0126072847100313,0.9032623264200002,0.8306208999999999,0.06591046000000002,0.8895741599200001,0.9290781599200001,12
simplified_belgium_population_by_region_2022-13,3.5036790640200004,0.02005463582544989,3.50526299342,3.3642229,0.12850156,3.4725227429200003,3.53564940992,13
simplified_belgium_population_by_region_2022-14,2.8757460308200002,0.019703278523206573,2.87478336842,2.7515511999999998,0.11207276,2.8503733269200002,2.9048583259200003,14
simplified_belgium_population_by_region_2022-15,2.87006503092,0.014817133702507174,2.86943068092,2.7490142999999994,0.11084905999999999,2.84993649292,2.8912418269200004,15
belgium_population_by_region_2022-5,0.4885753683000001,0.0028717993181729545,0.48816862250000004,0.48038163999999994,0.007027059999999999,0.48280578850000005,0.49335528950000007,5
belgium_population_by_region_2022-6,0.09863318577586208,0.002395003267638509,0.09809583150000001,0.09291748137931034,0.004864528965517241,0.0970523305,0.11042808050000001,6
belgium_population_by_region_2022-7,0.11854493491666666,0.0010136970387108809,0.11816074700000001,0.11243844833333333,0.005160418333333334,0.11714137250000001,0.1213568725,7
belgium_population_by_region_2022-8,0.12017353054166667,0.0068073315093339914,0.11880306050000002,0.11285294833333333,0.005520710000000001,0.11652124750000001,0.1516137055,8
belgium_population_by_region_2022-9,0.11895634825000001,0.0016076805205169319,0.11842218550000001,0.11263148999999999,0.0054174183333333325,0.11741166350000001,0.12463758050000003,9
belgium_population_by_region_2022-10,0.11843211558333333,0.0008322200574242425,0.1182426225,0.11226436500000002,0.005318043333333334,0.11745766450000002,0.12036953950000001,10
belgium_population_by_region_2022-11,0.10977432765384618,0.00629356250483766,0.10821881050000001,0.10240620153846153,0.005591959999999998,0.10685428950000002,0.1400864975,11
belgium_population_by_region_2022-12,0.9113737392999999,0.008675204008109047,0.9093809355,0.8359273399999999,0.06701846,0.8993452065,0.9295804975,12
belgium_population_by_region_2022-13,3.6290602890000003,0.017132474106862493,3.62878356,3.48621444,0.13205296,3.6068694975,3.6655013305,13
belgium_population_by_region_2022-14,3.6278211559,0.016786380528516758,3.6281327475,3.4829165400000006,0.13202676,3.6002603305,3.6505946225,14
belgium_population_by_region_2022-15,2.9653790182,0.01640714602667188,2.9594288310000003,2.8332049400000003,0.12060265999999997,2.9480870815,3.0012994975,15
brazil_population_by_state_2021-5,1.2441068684399998,0.01841813532813543,1.23863316834,1.2210834599999998,0.019226339999999998,1.22800266834,1.29128508534,5
brazil_population_by_state_2021-6,1.1604860642400001,0.014300522808127335,1.1547867523400002,1.13718496,0.019703839999999997,1.14742912634,1.19544725134,6
brazil_population_by_state_2021-7,1.01662088934,0.012578188694443661,1.01429775184,0.9939443600000001,0.019197139999999998,1.00114400234,1.04337425134,7
brazil_population_by_state_2021-8,0.8955322100400002,0.013875504906958658,0.89007435584,0.87247436,0.01895654,0.88157091834,0.92591404334,8
brazil_population_by_state_2021-9,0.80925811014,0.01386154793093908,0.8063424183400001,0.7871089599999999,0.018645139999999998,0.7971327103400001,0.8464346263400001,9
brazil_population_by_state_2021-10,0.6896002808399999,0.005864528589441047,0.6888734593400001,0.6706553599999999,0.017407939999999997,0.68295987634,0.70080071034,10
brazil_population_by_state_2021-11,0.6720886766399999,0.01033677085377346,0.6698233763400001,0.6502872599999999,0.018409839999999997,0.66125366834,0.69741912734,11
brazil_population_by_state_2021-12,0.6665876767400001,0.010607433554574285,0.66457837684,0.64617616,0.016192639999999998,0.65595758534,0.69023054334,12
brazil_population_by_state_2021-13,0.6763964392400001,0.014878915291291553,0.6704662933400001,0.65768206,0.01511244,0.66738750134,0.71634858534,13
brazil_population_by_state_2021-14,0.6744158475400001,0.0061387627794545555,0.67246845984,0.6585994599999999,0.01443294,0.66870537634,0.68843471034,14
brazil_population_by_state_2021-15,0.7173580724399999,0.012411209453504216,0.71274075184,0.69474036,0.019047639999999998,0.70453791834,0.7425816683400001,15
china_population_by_province_2020-5,1.33170822678,0.02386080088754601,1.32124935578,1.3020853,0.02297428,1.3134891682799998,1.3906953762799998,5
china_population_by_province_2020-6,1.1235692515799998,0.009853665322550947,1.12307227278,1.1022095999999997,0.01993508,1.1125926682799998,1.14473950128,6
china_population_by_province_2020-7,1.1407442390799998,0.036238655736060735,1.12453702228,1.1114789,0.02255728,1.1082692512799999,1.2061722932799999,7
china_population_by_province_2020-8,1.0226534515799997,0.01813924097548606,1.0163336472799998,0.9971679999999999,0.02125208,1.0024472092799999,1.0625554602799998,8
china_population_by_province_2020-9,0.98798024318,0.01230664624801546,0.9819018347800001,0.9656542999999997,0.02035498,0.9732847102800001,1.0110450012799999,9
china_population_by_province_2020-10,0.8596822806800001,0.013713653344061567,0.8550682517800001,0.8350118,0.02073908,0.8473715432800001,0.8946800852800001,10
china_population_by_province_2020-11,0.86546786828,0.02361600621235849,0.8579556057800001,0.8368504000000001,0.02210778,0.8454372102800001,0.9222447932800001,11
china_population_by_province_2020-12,0.75123495158,0.011444248915379825,0.7488966892800001,0.7299892,0.01971358,0.73827016828,0.77883433428,12
china_population_by_province_2020-13,0.87339539328,0.013673383120681408,0.8691830637800001,0.8467302,0.02327758,0.8592265852800001,0.90143375128,13
china_population_by_province_2020-14,6.48598183498,0.03282843116650455,6.49027516828,6.2776708,0.18995877999999997,6.43532462628,6.53516791828,14
china_population_by_province_2020-15,6.486390326579999,0.023642805254140024,6.49352468928,6.2733662,0.19226208,6.44858379328,6.52533571028,15
conterminous_usa_population_by_state_2020-5,0.7513791486600001,0.011565422484965962,0.74912686526,0.7322375600000001,0.01563846,0.7420065532600001,0.78156276126,5
conterminous_usa_population_by_state_2020-6,0.6363470816600001,0.0071850427565863,0.63308790676,0.62090806,0.014065659999999999,0.62950555226,0.64825713626,6
conterminous_usa_population_by_state_2020-7,0.6396363402600002,0.015795343299536198,0.63402407326,0.62073306,0.01541926,0.63067655326,0.68281051126,7
conterminous_usa_population_by_state_2020-8,0.57029577336,0.006250144245263348,0.5680314897600001,0.55353106,0.015357260000000001,0.5645294282600001,0.58427863526,8
conterminous_usa_population_by_state_2020-9,0.57721635686,0.014988599682825334,0.57420034476,0.55784676,0.015467059999999996,0.56323234426,0.61577771926,9
conterminous_usa_population_by_state_2020-10,0.5245589733600001,0.009898517498951587,0.52038786476,0.50605106,0.015194059999999999,0.51607484426,0.54767480226,10
conterminous_usa_population_by_state_2020-11,0.53461538586,0.01898938864524542,0.54557194826,0.51812746,0.014923659999999997,0.50847801126,0.55561276126,11
