map_name,max_relative_area_error,area_weighted_mean_error
austria_population_by_state_2020.geojson,0.977033,0.325383
austria_population_by_state_2020_0.geojson,0.927774,0.287243
austria_population_by_state_2020_1.geojson,0.778383,0.236906
austria_population_by_state_2020_2.geojson,0.352406,0.132443
austria_population_by_state_2020_3.geojson,0.635984,0.108397
austria_population_by_state_2020_4.geojson,0.438313,0.0780734
austria_population_by_state_2020_5.geojson,0.940239,0.133915
austria_population_by_state_2020_6.geojson,0.436312,0.0759853
austria_population_by_state_2020_7.geojson,0.893164,0.124512
austria_population_by_state_2020_8.geojson,0.22034,0.0646824
austria_population_by_state_2020_9.geojson,0.422685,0.121299
austria_population_by_state_2020_10.geojson,0.483677,0.143355
austria_population_by_state_2020_11.geojson,0.542749,0.197171
austria_population_by_state_2020_12.geojson,0.564649,0.160782
austria_population_by_state_2020_13.geojson,0.432339,0.136599
austria_population_by_state_2020_14.geojson,0.547079,0.16784
austria_population_by_state_2020_15.geojson,0.574209,0.158509
austria_population_by_state_2020_16.geojson,0.435009,0.102803
austria_population_by_state_2020_17.geojson,0.353541,0.0888347
austria_population_by_state_2020_18.geojson,0.58207,0.149913
austria_population_by_state_2020_19.geojson,0.534321,0.143573
austria_population_by_state_2020_20.geojson,0.588997,0.11764
austria_population_by_state_2020_21.geojson,0.448342,0.114489
austria_population_by_state_2020_22.geojson,0.597056,0.127631
austria_population_by_state_2020_23.geojson,0.603658,0.194862
austria_population_by_state_2020_24.geojson,0.321971,0.0888531
austria_population_by_state_2020_25.geojson,0.519657,0.131199
austria_population_by_state_2020_26.geojson,0.44142,0.126567
austria_population_by_state_2020_27.geojson,0.697736,0.197961
austria_population_by_state_2020_28.geojson,0.348093,0.0975806
austria_population_by_state_2020_29.geojson,0.696441,0.150788
austria_population_by_state_2020_30.geojson,0.650582,0.14329
austria_population_by_state_2020_31.geojson,0.667448,0.198039
austria_population_by_state_2020_32.geojson,0.53247,0.144399
austria_population_by_state_2020_33.geojson,0.600453,0.198293
austria_population_by_state_2020_34.geojson,0.451849,0.152465
austria_population_by_state_2020_35.geojson,0.588588,0.198141
austria_population_by_state_2020_36.geojson,0.436962,0.149617
austria_population_by_state_2020_37.geojson,0.315862,0.0975162
austria_population_by_state_2020_38.geojson,0.63806,0.176609
austria_population_by_state_2020_39.geojson,0.421835,0.126786
austria_population_by_state_2020_40.geojson,0.37328,0.118841
austria_population_by_state_2020_41.geojson,0.49726,0.125574
austria_population_by_state_2020_42.geojson,0.512147,0.124497
austria_population_by_state_2020_43.geojson,0.422046,0.125894
austria_population_by_state_2020_44.geojson,0.565062,0.147794
austria_population_by_state_2020_45.geojson,0.456702,0.160008
austria_population_by_state_2020_46.geojson,0.434521,0.133578
austria_population_by_state_2020_47.geojson,0.479189,0.161036
austria_population_by_state_2020_48.geojson,0.525261,0.144163
austria_population_by_state_2020_49.geojson,0.377649,0.116972
austria_population_by_state_2020_50.geojson,0.255273,0.078368
austria_population_by_state_2020_51.geojson,0.312145,0.0750633
austria_population_by_state_2020_52.geojson,0.726203,0.109549
austria_population_by_state_2020_53.geojson,0.421316,0.130667
austria_population_by_state_2020_54.geojson,0.468778,0.153714
austria_population_by_state_2020_55.geojson,0.489316,0.151392
austria_population_by_state_2020_56.geojson,0.517446,0.0911459
austria_population_by_state_2020_57.geojson,0.260725,0.0406541
austria_population_by_state_2020_58.geojson,0.367006,0.0232605
austria_population_by_state_2020_59.geojson,2.46733,0.0616385
austria_population_by_state_2020_60.geojson,0.101487,0.0278411
austria_population_by_state_2020_61.geojson,0.164253,0.030729
austria_population_by_state_2020_62.geojson,0.342912,0.0628525
austria_population_by_state_2020_63.geojson,0.560798,0.106004
austria_population_by_state_2020_64.geojson,0.376704,0.0620642
austria_population_by_state_2020_65.geojson,0.355413,0.0595982
austria_population_by_state_2020_66.geojson,1.66687,0.0986843
austria_population_by_state_2020_67.geojson,0.316454,0.0173679
austria_population_by_state_2020_68.geojson,1.07648,0.0322688
austria_population_by_state_2020_69.geojson,0.348831,0.0160108
austria_population_by_state_2020_70.geojson,1.38961,0.0373854
austria_population_by_state_2020_71.geojson,0.346945,0.0183725
austria_population_by_state_2020_72.geojson,1.55886,0.0414206
austria_population_by_state_2020_73.geojson,0.192416,0.0200567
austria_population_by_state_2020_74.geojson,1.10209,0.0326858
austria_population_by_state_2020_75.geojson,0.453978,0.0264872
austria_population_by_state_2020_76.geojson,2.32363,0.0586208
austria_population_by_state_2020_77.geojson,0.0853007,0.0182126
austria_population_by_state_2020_78.geojson,0.147314,0.014002
austria_population_by_state_2020_79.geojson,0.853512,0.0243193
austria_population_by_state_2020_80.geojson,0.406115,0.0158264
austria_population_by_state_2020_81.geojson,2.30299,0.0578873
austria_population_by_state_2020_82.geojson,0.602084,0.0353752
austria_population_by_state_2020_83.geojson,0.485493,0.021789
austria_population_by_state_2020_84.geojson,1.61679,0.0426885
austria_population_by_state_2020_85.geojson,0.331643,0.0134378
austria_population_by_state_2020_86.geojson,1.83757,0.0487066
austria_population_by_state_2020_87.geojson,0.273617,0.0268227
austria_population_by_state_2020_88.geojson,0.153434,0.0275498
austria_population_by_state_2020_89.geojson,0.274861,0.0226633
austria_population_by_state_2020_90.geojson,1.07714,0.0299665
austria_population_by_state_2020_91.geojson,0.246112,0.0181663
austria_population_by_state_2020_92.geojson,1.35747,0.0388055
austria_population_by_state_2020_93.geojson,0.448475,0.0235387
austria_population_by_state_2020_94.geojson,3.63364,0.0861745
