mapname,F4Carto_n_iter,5FCarto_n_defeated,flow_based_n_defeated,F4Carto_min_relative_area_error_reached,5FCarto_max_relative_area_error_at_n,flow_based_max_relative_area_error_at_n,F4Carto_time,5FCarto_time_at_n,flow_based_time_at_n,5FCarto_final_error,flow_based_final_error,5FCarto_total_time,flow_based_total_time
algeria_population_by_wilaya_2022,6,6,6,0.302338,0.2488739126115598,0.1804170576441706,1.6304,1.0449999999999997,1.0430000000000001,0.0076211225068361,0.00619239625244927,1.1569999999999996,1.093
australia_population_by_state_and_territory_2021,3,1,1,0.845114,0.6994555299909468,0.7060306481872171,0.2021,0.224,0.20800000000000002,0.00652333922375625,0.0055941282466716,0.44299999999999995,0.3460000000000001
austria_population_by_state_2020,5,1,1,0.438313,0.1025229722358627,0.1024301032590212,0.2493,0.126,0.099,0.00601866344676582,0.00619199871939035,0.226,0.14
bahamas_population_by_district_2010,10,4,4,6.27002,5.449152837720268,5.744025344622081,1.7667,0.551,1.07,0.0077991778802795,0.00719231290604915,0.9830000000000001,2.077
belgium_population_by_region_2022,3,0,0,0.378991,0.3549130588654964,0.3546570784770861,0.1174,0.057,0.053,6.5303979095787e-4,5.6095202517414e-4,0.10299999999999998,0.08800000000000002
brazil_population_by_state_2021,5,2,3,0.313994,0.3134710746243239,0.1111237196442572,0.6868,0.409,0.43000000000000005,0.00971923555406539,0.00979588803360909,0.5479999999999999,0.5030000000000001
china_population_by_province_2020,10,2,1,0.975881,0.8392743452456458,0.8717849392697905,1.5859999999999999,0.5489999999999999,0.35400000000000004,0.00715734561373726,0.00884257519633968,0.7170000000000001,0.5000000000000001
conterminous_usa_population_by_state_2020,5,2,2,0.437851,0.3241885281695759,0.3617322679718771,0.5644,0.23900000000000002,0.19,0.00610415530359209,0.00779617186129333,0.373,0.26799999999999996
croatia_covid_cases_by_county_2022,4,1,1,0.261069,0.1636820799654561,0.164815495509236,0.44510000000000005,0.17400000000000002,0.169,0.00399009208739298,0.00448329980448591,0.32200000000000006,0.23100000000000007
croatia_population_by_county_2021,7,1,1,0.293127,0.1414378497529607,0.1419701024255735,0.7443,0.122,0.125,0.00712394417242545,0.00688682183565059,0.20400000000000001,0.16000000000000003
csv_ne50_antimeridian_minus169_brewer_pop,10,2,2,229.92,188.4842284205841,190.3679331443476,4.5073,0.7020000000000001,0.5860000000000001,0.00969661398564103,0.00641271618431571,4.898999999999999,3.1730000000000005
csv_wo_antarctica_ne50_antimeridian_minus169_brewer_pop,10,1,1,27.2867,20.7807155618338,20.94588941643066,3.7027,0.441,0.38,0.00884246008435407,0.00711363003242304,3.66,4.723999999999999
egypt_population_by_governate_2017,10,8,8,0.697803,0.364067309682816,0.3916252263426201,2.1414999999999997,0.7650000000000001,0.5930000000000001,0.00725217394621013,0.00914239758378143,0.9330000000000003,0.6600000000000001
england_population_by_region_2022,3,0,0,0.547634,0.2912963840993122,0.2910668069607101,0.3812,0.076,0.086,0.00780229666531395,0.00783750603616795,0.20800000000000002,0.27
