round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 834.393476, 0.998945, 9.923328, 0.578812, 0.500279, 0.560921, 23.490189, 0.000000, 0.4292 Second
1, 718.962530, 0.997802, 5.828161, 0.509536, 0.413689, 0.363738, 19.270379, 0.000000, 0.4179 Second
2, 559.532151, 0.998032, 6.287079, 0.477325, 0.370847, 0.205567, 15.324438, 0.000000, 0.3805 Second
3, 482.296059, 0.997801, 6.085455, 0.455346, 0.339568, 0.139685, 13.955032, 0.000000, 0.3803 Second
4, 403.548063, 0.997886, 6.059953, 0.438897, 0.315901, 0.111903, 15.594893, 0.000000, 0.3655 Second
5, 346.675578, 0.997751, 5.852611, 0.428920, 0.302110, 0.096595, 13.867588, 0.000000, 0.3724 Second
6, 311.501312, 0.997570, 5.608056, 0.420221, 0.289928, 0.086093, 10.062003, 0.000000, 0.4002 Second
7, 280.941219, 0.997340, 5.491612, 0.411664, 0.277494, 0.076262, 9.301862, 0.000000, 0.4104 Second
8, 255.911326, 0.997290, 5.318726, 0.404858, 0.267665, 0.067647, 10.848199, 0.000000, 0.4189 Second
9, 242.483476, 0.997215, 5.113120, 0.399999, 0.260682, 0.062737, 10.261705, 0.000000, 0.4473 Second
10, 229.919826, 0.997136, 4.866114, 0.395837, 0.254625, 0.058354, 9.461640, 0.000000, 0.4847 Second
11, 221.921158, 0.997014, 4.580660, 0.392482, 0.250322
Enlarge: 6.000000, Shrink: 9.000000, treeDepth: 6, minTreeDepth: 6

