round, minRit, maxRit, error, mean_quadratic_error, simple_mean_error, weighted_mean_error, elasticity, maxDisplacement, time
0, 118.937527, 0.999310, 20.621233, 0.608712, 0.558644, 0.659104, 26.521103, 0.000000, 0.2012 Second
1, 88.354166, 0.997565, 6.241367, 0.388908, 0.289378, 0.396524, 21.382150, 0.000000, 0.1902 Second
2, 56.276592, 0.994753, 2.821047, 0.295556, 0.176586, 0.206764, 14.648028, 0.000000, 0.1596 Second
3, 20.047260, 0.982154, 0.925410, 0.249354, 0.144823, 0.112789, 12.548741, 0.000000, 0.1854 Second
4, 10.620672, 0.962973, 0.359014, 0.214044, 0.117655, 0.088357, 12.559998, 0.000000, 0.2119 Second
5, 7.582663, 0.909649, 0.132953, 0.202457, 0.115458, 0.097773, 13.348481, 0.000000, 0.2188 Second
6, 5.774324, 0.841447, 0.053019, 0.184584, 0.117425, 0.118245, 11.437360, 0.000000, 0.2486 Second
7, 4.891811, 0.733546, 0.026990, 0.156258, 0.099329, 0.101316, 12.371439, 0.000000, 0.2629 Second
8, 4.282606, 0.589067, 0.018393, 0.140201, 0.096374, 0.089388, 13.303138, 0.000000, 0.2751 Second
9, 3.793246, 0.428741, 0.014704, 0.129278, 0.090837, 0.078627, 11.284094, 0.000000, 0.2967 Second
10, 3.300006, 0.356334, 0.011955, 0.117515, 0.081531, 0.061180, 7.406186, 0.000000, 0.2931 Second
11, 3.032381, 0.373338, 0.010070, 0.107813, 0.067785
Enlarge: 6.000000, Shrink: 9.000000, treeDepth: 6, minTreeDepth: 6

